doc_id,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
pope_benedict_xiv__ex_omnibus,-7.111816049143353,-0.6917712253820335,-9.927128624787764,1.0282692539876752,2.090648881723309,-0.5662794398109394,0.14877316097196158,-0.13512637723721108,0.6371733850889808,-0.13311997897626837
pope_benedict_xiv__ex_quo,-7.815986303626097,2.7456820953177083,-2.7835873669097873,5.997384209421776,4.135456367510362,1.4500682311289377,-7.233376766875996,-0.45563994886226455,6.557507154079986,0.566688097253834
pope_benedict_xiv__gravissimo_animi,48.191322712364844,0.386284091168273,-3.1727644544970786,-6.623762779523686,-18.473139738018784,-8.778562059721695,-10.9729482402857,-1.7641075706492,-1.6998398552794725,16.022743244988526
pope_benedict_xiv__gravissimum_supremi,76.17225145292929,-7.701544604716921,2.5534701728284603,-5.315372763769,-15.21235439562824,-14.911248666050932,4.2926108812842925,4.618853954045982,-11.96998960109186,-24.706430785841736
pope_benedict_xiv__in_suprema_catholicae,64.80268850289082,-3.504260954647826,-4.235419357771071,-13.056211706412663,-50.47738753947119,-20.55390524670358,-2.384420766889991,5.952593724267601,-27.045133413908008,-14.954356336842837
pope_benedict_xiv__in_suprema_universalis,44.892614068487276,-2.400253606629803,-5.512581709755488,-10.68852428054274,-29.256884229178436,-12.583833595932676,8.474867786250206,-1.1113109258525344,-6.124106960712431,-6.227947629860037
pope_benedict_xiv__inter_caetera,72.4541774546466,-4.347075974391261,3.084479085257439,3.708909418017455,-7.518738603357209,-14.268492973689066,-67.82019859212429,-38.856079759004146,-26.646329606953106,148.3689586246615
pope_benedict_xiv__inter_omnigenas,85.08016385149067,-8.83576225365485,4.7983448269650815,-3.813488625286384,-6.218753479981422,-11.728206312425987,-15.350382522609806,-1.5017438291534622,-31.470120898988075,-8.90346417094209
pope_benedict_xiv__inter_praeteritos,89.82833220883617,25.70908275223027,26.156228060568917,61.1255977502538,47.71723959523294,13.096110327349708,-112.90014429822659,-19.18388533957008,21.076180023052483,4.40638776019354
pope_benedict_xiv__libentissime_quidem,90.03812115466741,-6.4422275712048895,7.328305912904553,1.8832489350214994,1.469424423168531,-10.45871928273968,-26.365921358442957,1.9159785207568196,15.753955226107603,24.372610268620594
pope_benedict_xiv__magnae_nobis,-6.30007800713226,0.052841556826687425,-10.460500062411725,1.4267882015669404,1.8838611287074734,-0.2060357157385778,-0.23083844493088682,0.1596252219880695,1.4084223046349806,-0.028495659196782354
pope_benedict_xiv__magno_cum_animi,82.50080086631739,-1.2936861244689923,8.520951100158257,9.823432703899794,9.786551567939052,-2.0137288061338947,-57.18746680019237,-6.0248304251954155,12.052800569477917,25.940194467985418
pope_benedict_xiv__nimiam_licentiam,-7.533048600393356,-0.7681187022728481,-10.992727163630358,0.8569076922928947,2.562570705948796,-0.5613060300305467,-0.02679226702391523,0.11889513792410403,1.480745800585904,-0.14755567939026715
pope_benedict_xiv__non_ambigimus,56.7399090481739,-3.26617611386321,-5.093244706233068,-15.882964113942526,-42.29780473642046,-21.059945831797897,8.91111651109274,0.7964942188535866,-11.555255582898457,-15.913924116152302
pope_benedict_xiv__officii_nostri,83.15392129307227,-6.220995702524862,3.2434358155679863,-6.061788474171299,-15.034435285414224,-8.381954328767787,-18.765256711051695,17.64808904897895,11.476022417237395,13.914756268098127
pope_benedict_xiv__peregrinantes,-8.338880994832163,-1.198117504727879,-9.874065738335785,1.7149559582982545,2.9082057709401163,-0.8105548710674808,-0.2949468292883756,0.16872218182621831,-0.5893196430211626,-0.4044989197286239
pope_benedict_xiv__pro_eximia_tua,34.13395716554092,-1.0433446258481178,-6.343484883792911,-8.847871226609081,-21.20700577000894,-6.140379770884367,9.02353622178279,1.132082269367195,-6.016563428210665,-3.177146170999441
pope_benedict_xiv__prodiit_jamdudum,65.01612161365617,2.5775948045538764,3.9547135559994318,4.24690368715106,2.345247530248696,-8.846820271315233,-77.78156800692477,-9.46909228892412,-22.65900240907796,167.05129588927758
pope_benedict_xiv__providas_romanorum,74.71874795453533,-6.129594820615476,0.7477136556860571,-7.903628112029938,-17.11898789951851,-6.924004686256329,-12.833074664208675,-4.584776554171737,-21.86191949877863,-19.697955546644245
pope_benedict_xiv__quam_ex_sublimi,54.98350060371387,-2.177388082518178,-3.990492304830823,-14.390851989128473,-28.70394496641464,-15.33963106919172,6.237263468073332,1.2837357701972407,9.631284888755493,-11.002899360538171
pope_benedict_xiv__quam_grave,76.08067057525254,-5.305078019025312,2.077974097062084,-3.6280725171039494,-3.63043781569316,-5.719822905433616,-4.323637832402152,0.9786358926771307,-22.840642505005565,8.648933914455286
pope_benedict_xiv__quamvis_paternae,62.26104685406074,-5.173379724945035,-3.5206106125265695,-14.250470333719836,-33.37926965077548,-23.006039514172794,3.3396763142583668,3.9220080608040355,5.500173060058009,-4.324206980670029
pope_benedict_xiv__quanta_cura,-5.88540483960076,-0.13277037870370936,-11.237327410680166,0.8341030422361675,1.6434394049672525,-0.0012363900986569665,0.27354253552585467,0.07400361194076072,0.96089626881914,-0.17793208272318667
pope_benedict_xiv__quemadmodum_nihil,46.69396034600863,-0.7906273759234667,-4.574606139995836,-9.273825066312012,-30.27772063281739,-12.77245089673833,1.6401873319105442,-2.1152158241351007,-4.672681661976116,-11.508958825991991
