term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
abated,-0.0011623941018823148,-0.0007374003597260348,-0.0002959707287678938,-4.17773912903331e-05,0.0013743364927995176,-0.00015227190389632857,-0.00027035954407566984,0.0005739531181278332,0.0006380824610998047,-0.00032313533242480806
abati,0.004916479496634282,-0.0008829230940225301,-0.0006415044046690941,-0.0020603070713384555,-0.0045253584038924205,-0.0012618396579502848,0.006100828594384755,0.0014573102636731249,0.00026095209266195423,-0.00010205636470988177
abba,-0.0023492717938692325,-0.0012273830370390143,0.011242511172357503,-0.00026021311782411366,-0.0009430955292418665,6.891734257950389e-05,-0.00076017803983407,-0.00043473496031286855,-0.0004665819832538293,-0.0003395535153682317
abbacies,-0.0008730139408125282,-0.000250134081708257,-0.0019681814761383764,0.00020458011960013762,0.0015443791622521694,-3.456280670955404e-05,-0.000333031352669196,0.0006503983298085347,0.0014038767620189688,-0.00046366373381034057
abbandona,0.0060268755427422775,-0.001026412905470115,0.0006295667329203394,0.0006060416270975176,0.0037136252577153503,0.004316380622788305,0.013722522467874887,0.0026404420496739236,0.016146355344945625,0.005622395244082885
abbandonando,0.004388606061870604,-0.00012749906935169859,-0.0003581047597501038,-0.0008890854793575198,-0.002390058985933328,-0.0006612402242782211,0.008187593446171473,0.0010115587607915748,0.0013471507025371733,6.089090257528252e-05
abbandonare,0.00933757910890059,-0.0013251977408430926,0.0010140588603747137,-0.0005309728154004582,0.005484683101622835,0.002410885000023449,0.01361692213460645,0.003945275170193769,0.01545545354952862,0.007298957424284212
abbandonarono,0.008703671882817208,-0.0016823412168647006,0.0020042016087285365,0.0013674782408439328,0.00937108456999714,0.005829177712980598,0.018078429137107627,0.001439871864602219,-0.0063043732982317425,-0.007447924332867929
abbandonati,0.008622235614825129,-0.0015703504912915713,0.00019364378178742588,-0.0026678012585006562,-0.008207815117957491,-0.0052875332563514345,0.0011920383787554561,0.002687147653027562,-0.0008104323020153654,-0.005863524141235276
abbandonato,0.013977385452696505,-0.0026945176136686385,0.0039727830370024,0.003374287558377008,0.0174436495058339,0.005835590608158051,0.0044340090431822035,-0.0006287607573003675,0.008967656149372205,-0.010677772026616487
abbastanza,0.009695193973543386,-0.0012651054277276075,-0.000509381651560968,-0.0028008742225424463,-0.0034889767310117585,-0.0010699692527048415,0.008608049010525452,0.0019076478631998356,0.004924596689474833,-0.0011054995451753563
abbazie,0.004781430193168456,-0.0008493375612349336,-0.000369360185665033,-0.0013724862514302954,-0.0028936425126932642,-0.000500091514444769,0.005326633382885298,0.0011168954896456599,0.0015428599363339352,-0.001081630956865315
