term_str,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
voice,0.00059022976,0.00018770508,0.00011270614,0.00016704365,0.0003688959,0.00015756302,0.0010558461,0.0001130812,0.0008940534,0.0005041666
join,0.00058843644,0.00040235647,0.000354798,0.000107044114,0.00040168807,0.0001807094,0.00067257753,0.00087101205,0.00011749053,0.00022862689
rich,0.0005848974,0.00035143597,0.0011633077,0.0007055993,0.00068958435,1.9795627e-06,0.00026401592,0.0006311334,0.0005710213,0.0006292297
gain,0.00058310357,9.5515215e-06,1.6035124e-06,0.00017216986,7.752907e-05,7.357332e-05,6.2207655e-05,8.834189e-06,9.190027e-05,0.00024397938
welfare,0.00058218074,4.5979291e-07,0.0005093508,3.188649e-07,4.3377273e-05,5.996573e-05,8.1660595e-08,8.972291e-08,8.131388e-08,0.00021758872
occasion,0.0005821333,0.000874819,0.0025965185,0.00019533755,0.00069307606,0.00042913388,0.00011478222,0.0031588308,8.682044e-05,0.00069907383
character,0.00058083056,6.352591e-07,0.00025412173,0.000710913,0.00017422841,0.00066936994,1.4242156e-05,2.0675974e-05,3.228085e-05,0.00013527741
obey,0.0005805867,4.6031968e-07,1.3565976e-07,4.3378182e-05,4.510856e-05,2.4865182e-07,0.00015738099,8.965943e-08,6.5172724e-05,5.6907293e-08
progress,0.000579991,0.0010196068,0.0030745617,0.00040801012,0.00015308622,0.0003561468,8.776069e-06,5.7718902e-05,9.189057e-06,0.001676154
best,0.0005780716,2.4096005e-05,0.001966565,1.8742208e-05,0.00018793019,0.00022630535,1.0686081e-05,0.0005094187,0.00044021918,0.00054436893
institution,0.0005778014,1.4920703e-05,0.00048843975,0.0001275167,0.00031785909,0.0023801022,7.264982e-06,0.00032399478,9.487415e-06,0.0017141579
strong,0.000577435,2.5723848e-05,0.00039104494,0.00019510146,0.00041028453,2.7118358e-07,0.00037398408,0.0004685172,0.00062991824,0.00036575634
prince,0.0005743748,5.8800146e-05,0.0001979436,1.0077087e-07,3.1369298e-05,3.083189e-05,0.00020141141,1.7635728e-05,1.68318e-06,5.6904693e-08
namely,0.00056965067,1.3845305e-06,2.066613e-05,0.00029963226,7.089932e-05,0.0003386558,7.658679e-05,9.2827456e-08,0.000114118615,0.000114131464
ancient,0.0005686403,0.0005005622,0.00050323474,0.0004755134,4.982633e-05,0.0005684946,0.0005841115,0.0004015797,1.28829e-05,3.793922e-05
unity,0.00056672527,0.017148728,0.0011882343,0.0016930463,0.00341349,0.0007415924,0.00011097459,0.00024879517,2.1249396e-05,0.00035073754
affair,0.00056583,4.5963307e-07,0.00027091554,2.6015243e-05,9.5643794e-05,0.00034014886,1.9974499e-05,8.966291e-08,1.24931175e-05,0.00010060537
instruction,0.00056355534,4.597037e-07,1.2199705e-05,8.803377e-05,0.00028010196,0.001080259,5.036841e-06,3.6696185e-06,6.2724594e-06,1.4584555e-07
urge,0.0005604343,1.4997554e-05,5.2089024e-05,2.088065e-05,0.0006206258,3.897651e-05,0.00023696896,0.000683074,0.00018977482,0.00024534197
pope,0.00056014524,0.0017106456,0.0016109108,0.00011340357,0.00024654984,0.003266328,0.00035328104,0.0027077636,0.0064703403,0.00039340914
rightly,0.00056001515,5.038884e-07,0.00027458876,0.00035013954,0.00019793767,5.7228022e-05,1.2863936e-05,8.225718e-05,8.134671e-08,0.00018527337
chief,0.00055909966,3.0824503e-05,0.00016013518,7.0220385e-06,0.00013877789,6.403504e-05,1.5558744e-05,3.891196e-05,2.1193702e-05,7.3199517e-06
exist,0.00055827585,0.0005628965,0.0007358804,0.0010702618,0.00023052505,0.0004987113,4.0615247e-05,4.1428398e-06,0.00018968788,0.00067331933
entirely,0.00055582187,4.5983234e-07,1.2354853e-07,0.0001132052,4.1383722e-05,9.218413e-05,0.00010162001,7.3810195e-05,2.0599826e-05,2.2619208e-05
property,0.0005544139,4.5964208e-07,1.2557386e-07,5.931663e-05,6.859868e-08,0.0001533887,1.0621677e-07,8.965165e-08,1.1298197e-05,0.00012861809
permit,0.00055271323,0.00017650412,0.00039527458,0.00010676599,4.171661e-05,0.0004880789,1.5770667e-05,1.7607821e-05,5.6782177e-05,0.0002327632
obligation,0.00055117375,4.6638277e-07,8.677093e-06,0.00022909122,0.00013301357,0.0007037456,8.166993e-08,8.964345e-08,8.131924e-08,0.00029314728
towards,0.0005492512,0.001722356,0.0007966179,0.001375131,0.00043782682,7.24063e-05,0.0009238377,0.0006017442,0.0006244995,0.0013085018
account,0.0005490725,1.1237992e-05,8.226827e-06,0.0004501923,0.00012364499,0.0010064648,0.00027240562,2.15164e-05,0.00013501073,0.00041866364
back,0.00054899836,0.00029525277,0.00025932412,0.0002763762,0.00017780259,7.520447e-05,0.0005042575,0.00024165954,0.0010693236,5.932572e-05
study,0.0005480346,0.00037218563,1.2357461e-07,0.0007627332,0.00031273038,0.0064495383,8.582257e-08,0.00052883604,0.00016670706,0.00043711197
art,0.00054787955,6.4767184e-05,9.152287e-05,0.00010157966,6.939393e-08,0.005482965,3.1649863e-05,0.00038428238,0.00019793597,0.00010213428
allow,0.00054742134,1.7340713e-05,0.00038124906,0.00019923429,0.00023116732,0.00045700182,0.00033309398,0.00012080377,0.0013532164,0.0006895161
attack,0.00054679805,4.5969244e-07,5.932817e-06,6.7511555e-06,6.860516e-08,2.4416298e-07,5.2344014e-05,1.6279362e-05,0.00011993893,0.00022683704
worship,0.0005456774,1.1381048e-06,0.00022681308,0.0005650398,0.00015832855,0.000804953,0.0006031414,1.576748e-06,8.42759e-05,9.278415e-06
merit,0.0005410032,7.7309174e-05,4.994609e-05,0.000159893,2.7684338e-05,0.00020349445,9.223797e-05,8.698166e-06,5.3092106e-05,3.5575325e-05
counsel,0.0005408111,4.599474e-07,8.0762277e-07,0.00015474226,0.0003000184,0.00015189804,1.1554102e-05,1.2628574e-05,3.944054e-05,5.6901985e-08
source,0.0005396342,0.00032918152,0.00021659829,0.0014480823,0.0011202847,4.2875614e-05,0.00065338734,0.00057920994,7.12166e-05,0.00062729383
conduct,0.0005388306,8.1813305e-06,2.3383089e-05,0.0001027785,8.820136e-05,0.0005707267,1.274249e-05,2.5263644e-05,2.5192536e-05,0.00020555312
likewise,0.00053851603,9.228151e-05,0.00059014076,0.0002711451,0.00033689092,0.0006647456,7.125037e-05,9.398006e-05,2.787167e-05,0.00030543213
bond,0.00053366914,0.00043318438,0.0010050836,0.0005350535,0.0007082069,0.0006765103,0.00017679592,0.00028391174,5.9386086e-05,0.00023267501
apply,0.0005334522,4.5981696e-07,1.3484765e-07,0.0003628927,0.00020342623,0.001002928,7.05131e-05,1.771235e-06,6.266386e-05,0.00028604132
proper,0.00053328206,4.60605e-07,5.9091868e-05,0.0007395017,0.0003556389,0.001537471,8.047268e-06,8.366143e-06,1.4423915e-07,0.0005480708
respect,0.0005321596,0.00032011143,0.004914525,0.0005981158,0.00050069107,0.0004842857,4.2894157e-05,0.00011287479,0.0001558805,0.0037403982
sanctity,0.00053192535,3.7296925e-06,2.2995284e-06,4.0515002e-05,8.470274e-05,5.1312705e-05,8.3692585e-06,5.949121e-06,1.6131247e-06,5.690758e-08
believe,0.0005313306,0.00064253144,0.00014817604,0.0012377974,0.00035592943,6.248637e-05,0.0014274858,2.3498374e-06,0.0013255619,0.00014320042
truly,0.00053128996,9.360706e-05,0.00033546548,0.0009301295,0.0007907009,0.0001730459,0.00063449144,0.00025629372,0.00094865693,0.00072000164
neglect,0.0005263517,4.597014e-07,1.4959133e-07,4.617757e-05,0.00019339264,3.0449122e-05,1.2804596e-06,1.1315621e-05,0.00011433839,0.00016306045
understand,0.00052604906,3.1478943e-05,0.0003949889,0.0020053838,0.000297784,0.00028604417,0.0006315979,0.00014244654,0.0019527277,0.00039767456
minister,0.00052537693,5.3358247e-07,0.0010913023,7.673777e-05,0.0007788924,0.00082713086,4.9577346e-05,8.444909e-05,3.8884664e-05,3.1506686e-06
pledge,0.0005247335,0.00011401426,0.00026051435,2.7643036e-05,0.0001775752,8.521893e-05,8.951081e-05,0.00022641968,8.1313374e-08,2.2506563e-05
impart,0.00052295544,7.6756354e-05,8.256652e-05,1.0159588e-05,0.000576204,0.00038975163,8.55238e-08,0.0021159616,8.13189e-08,3.6130867e-05
new,0.00051627576,0.00060794404,0.0026138187,0.0037445298,0.0037745358,0.00237329,0.0035338595,0.0043141185,0.0007770428,0.004260098
pleasure,0.0005151532,6.6089095e-05,0.0016497064,7.546793e-05,2.6478887e-05,2.737763e-07,2.898792e-05,0.00035104158,7.966683e-05,0.00013270337
author,0.000514569,4.6007264e-07,1.5905773e-05,0.0003706671,6.929914e-08,3.777126e-05,0.000101312726,9.096301e-08,3.1765696e-05,5.6904426e-08
assistance,0.0005137124,9.663539e-07,0.0009513912,7.742716e-06,0.00020573681,0.0006639671,7.9424024e-07,0.00022737606,5.3164727e-06,0.00061656657
commit,0.00051259133,1.653678e-05,0.00032034187,0.00032639448,0.00048674466,0.00027045808,0.00010578198,0.00032973028,0.0002702939,0.0006367404
us,0.0005114295,4.597262e-07,9.102324e-05,9.7049046e-08,6.858029e-08,2.4417383e-07,8.1665476e-08,8.9645695e-08,4.9398122e-06,5.6912718e-08
solemn,0.00051067857,5.5948654e-05,0.00042209198,8.0541526e-05,3.350979e-05,0.00028311607,0.00043238516,0.00048293834,8.1310056e-08,1.3238341e-06
serious,0.0005105539,1.6023121e-05,4.0524624e-06,0.00015629925,0.00026162245,0.0007557313,4.096879e-06,9.344541e-05,0.00012773466,0.0009717105
remedy,0.0005103651,4.5969128e-07,1.2352422e-07,7.713595e-06,2.0901603e-06,6.676256e-05,9.1235684e-08,7.6725455e-06,4.552127e-05,0.00010674823
merely,0.00050864246,4.687686e-07,1.2354654e-07,0.0005242234,7.209215e-05,0.00012266773,4.8263086e-05,3.823369e-06,0.00016863129,0.0004323849
archbishop,0.00050576334,0.00084338593,0.0004496722,9.6698116e-08,0.00018220104,0.0005725907,8.797116e-06,0.002081417,1.9225421e-05,5.6899612e-08
earnestly,0.00050397316,6.357505e-05,0.00011135297,1.6032614e-05,8.5532425e-05,3.759539e-05,8.166973e-08,8.96512e-08,8.1313864e-08,1.886822e-05
method,0.00050106144,4.5966812e-07,1.2351906e-07,0.0003356673,0.00015037639,0.0010012395,8.165694e-08,7.431119e-06,6.2212853e-06,0.00033732085
sound,0.00050004944,4.5965757e-07,2.7815986e-05,4.0082323e-05,0.00028414075,0.00037466688,6.230403e-05,9.285012e-05,6.6390035e-05,0.00025296444
two,0.0005000307,0.00084370864,0.0007824609,0.001391536,0.00020400602,0.0019274116,0.00079568435,0.0007496764,0.001969336,0.00040922
return,0.00049961224,0.00012541524,0.000902109,0.0003450994,0.000158033,0.0001896575,0.0010513953,0.0005943118,0.0011355338,5.3631822e-05
greatly,0.0004994529,0.0001350832,0.00054114446,2.0718615e-05,0.0002013727,0.00015383877,1.899039e-05,2.3180248e-05,0.00013232352,0.000103432816
belong,0.0004992847,0.00011514186,0.00016234272,0.00059276953,0.00054672826,0.00042696943,0.00022704237,0.00031349302,0.0002508945,0.0003073531
gregory,0.00049869146,0.000817315,1.2351603e-07,8.068598e-05,2.718442e-06,6.954055e-05,4.413515e-05,3.8916598e-05,8.131317e-08,5.689516e-08
produce,0.0004962808,4.9702416e-05,2.1256285e-06,0.00014817898,0.00012122951,9.038539e-05,4.869104e-05,0.00011512543,4.953779e-05,0.0005235159
difficulty,0.00049589184,9.399477e-05,0.00026022905,0.00012934222,0.0009120443,0.00017092816,8.7900225e-05,0.0007439312,0.0005900077,0.00064535235
proof,0.0004950485,4.6015842e-07,0.0001562256,0.00013131359,4.3637825e-05,0.00030922357,7.386857e-05,9.779205e-05,1.6031965e-05,2.7182077e-06
promise,0.0004944022,6.5668166e-05,0.0001488028,0.00024162226,0.00039282077,0.00019087295,0.001309364,1.24113485e-05,0.00046236487,0.000102980775
cease,0.00049226446,0.00013657643,0.00021505545,0.00023596906,0.00017188182,0.0001547635,0.00028447446,9.4541516e-05,6.6943336e-05,9.086376e-05
iii,0.00049085834,0.00053937756,8.0803205e-05,0.00043005875,1.60434e-05,0.0004842635,4.464611e-05,3.493999e-05,8.15196e-08,6.4545175e-06
sorrow,0.0004906973,1.3305756e-05,0.0001274106,4.0834868e-05,5.903486e-05,2.4416246e-07,0.00055043213,9.729983e-05,0.00024898298,9.714082e-07
confidence,0.00048972934,0.00019757397,0.00047928913,3.904122e-05,0.00041574627,3.3538888e-07,0.00029769182,0.0002516609,0.00014247403,0.0002525532
sin,0.0004890985,0.00011565768,1.235102e-07,0.0028274884,1.2652338e-06,2.4416755e-07,0.0028073995,8.964865e-08,0.0010407616,5.689931e-08
decree,0.0004889725,7.6040946e-05,1.2351255e-07,0.00024211631,8.0116224e-05,0.0039212345,8.16601e-08,8.963869e-08,8.131147e-08,5.6896724e-08
suffer,0.00048783535,7.980265e-05,0.000288557,0.00038135372,0.00015391038,1.5401461e-06,0.0012923719,0.0005171748,0.0016430888,0.00069185824
social,0.0004868284,2.4442532e-05,0.000867357,0.0002784229,0.0010008292,4.2437558e-05,9.0167624e-08,0.00047387503,6.7250454e-05,0.008417479
italy,0.00048656025,4.597322e-07,0.00023309376,9.6693675e-08,6.85672e-08,2.0434536e-05,1.2229093e-07,0.0015699597,0.00019017061,2.0442802e-05
impose,0.0004859008,1.2603209e-06,2.1714584e-06,0.00016481284,1.3809666e-05,0.00011343258,2.0401701e-05,8.976719e-08,0.000106297884,0.00036775623
prosperity,0.00048506155,6.3643836e-07,0.00157879,9.6697256e-08,6.8572106e-08,2.4414473e-07,8.403877e-06,8.965046e-08,8.138005e-08,9.0923255e-05
city,0.0004849659,6.556986e-05,0.00081590516,2.0702723e-06,2.1646116e-05,0.0011579318,0.0009428484,0.0024893414,0.0005368597,0.00035901717
question,0.00048341916,0.0002304354,2.8226605e-05,0.002490541,0.00027988027,0.0020066623,1.23783e-05,3.6160009e-06,0.0023499283,0.0015493116
live,0.00048328278,0.00014819847,0.0008811435,0.0019047374,0.003427842,1.863711e-05,0.0021793644,0.002745685,0.003399115,0.0014176489
claim,0.0004826295,6.328241e-07,9.6504655e-06,0.00022138433,3.2494707e-05,4.215921e-05,4.7451405e-05,2.4188634e-07,7.013715e-05,0.00040656148
arise,0.00048124278,4.0917075e-05,6.218371e-05,0.00012704446,0.00017124295,0.0004665065,7.5637865e-05,6.6920525e-06,0.0002578416,0.00032429563
augustine,0.00048011492,5.17967e-07,1.2380512e-07,0.00094107946,8.415701e-06,2.7242194e-07,0.00018642675,0.00016693828,0.00028134085,5.6946135e-08
anything,0.00047795847,4.6000304e-07,3.3611432e-06,0.00013761931,2.2907017e-05,0.00043222387,4.3734006e-05,3.374145e-06,0.00044407963,4.2462474e-07
maintain,0.0004773238,1.0591439e-05,0.00050241745,0.000118806514,0.00032359408,0.0005711457,8.2488086e-08,1.987781e-05,2.6181964e-05,0.00032929
rank,0.00047731015,4.5972027e-07,4.3952285e-05,1.5495513e-07,6.752357e-05,0.00012578875,8.198897e-08,3.2563585e-05,8.131783e-08,5.6900653e-08
govern,0.00047685675,4.646439e-07,0.000124852,8.945045e-06,0.00011632459,0.00059132464,3.836802e-06,8.9653966e-08,3.87587e-06,0.00020246117
case,0.00047675276,4.5968886e-07,1.403027e-07,0.0007446154,1.1381498e-05,0.003430671,4.239816e-06,8.970096e-08,0.0004890085,0.0005964225
complete,0.000476255,3.49321e-05,0.00026747028,0.0009129103,0.00033037996,0.0007556661,0.00027255891,0.00012969018,2.6496939e-05,0.00023059468
within,0.00047562597,6.466629e-05,0.00040564625,0.0015854172,0.0010846797,0.0017015609,0.00057582144,7.09385e-05,0.0010045867,0.0015295823
temporal,0.00047514815,4.5974323e-07,0.00022606018,0.000218062,0.00023213896,0.00012288557,8.166291e-08,8.965363e-08,8.131211e-08,1.9715495e-05
pay,0.00047246894,0.0010719927,0.00032118562,6.0683815e-05,0.00014120237,0.0003560176,0.000104587176,0.00030648144,0.00033691115,0.00033538323
ruin,0.00047236602,4.5964734e-07,2.6125577e-05,9.670334e-08,6.8571424e-08,2.441514e-07,2.6615713e-05,8.9650385e-08,0.00013616988,1.7119883e-05
eye,0.00047093863,4.648452e-07,1.6479025e-05,0.00033188352,0.00012636189,2.4476543e-07,0.001006532,0.00021042358,0.0011979546,0.00013192822
refuse,0.0004708044,4.597683e-07,1.2353138e-07,9.629605e-05,1.7133048e-06,6.0942122e-05,4.901e-05,8.964717e-08,0.00014313408,7.147331e-05
salutary,0.00047078598,4.5965584e-07,1.2352452e-07,2.4603958e-05,6.858326e-08,9.360582e-07,1.9898569e-05,8.969574e-08,8.1315584e-08,5.6897477e-08
discipline,0.0004705394,4.7188297e-07,1.8673049e-05,0.0001439594,0.00016684522,0.0022014766,8.16599e-08,8.972002e-08,5.0066724e-06,1.3842157e-05
pious,0.00046838142,4.5963247e-07,1.2351337e-07,1.1342918e-07,6.861154e-08,0.00016047466,3.97289e-05,1.4783318e-05,2.3347503e-07,5.689408e-08
remove,0.0004668873,0.0001231332,1.2414321e-07,9.802208e-05,2.907346e-07,0.0002456909,8.762389e-05,8.968383e-08,0.00015703503,8.066539e-05
hierarchy,0.00046673528,4.7558075e-05,6.993764e-05,1.8910312e-05,0.00016045579,0.00026419683,8.1660616e-08,8.964984e-08,8.131105e-08,1.1620365e-05
grow,0.0004662624,0.0003463406,6.6654655e-05,0.0002472654,0.0013246108,5.671849e-06,0.00023699256,0.00048193816,0.0016312243,0.0009871284
civilization,0.00046619985,0.00019523832,0.0006415183,0.00027099394,7.2233135e-08,2.44219e-07,1.5267009e-05,0.00024864444,7.635544e-07,0.00080035196
morality,0.0004658182,4.597506e-07,1.3799782e-05,0.00026014048,7.542522e-06,1.1978779e-06,8.165578e-08,8.964437e-08,8.1320486e-08,8.459502e-05
writing,0.0004651177,6.188579e-07,1.2353242e-07,0.00019951507,1.4930714e-07,0.0001837096,3.669664e-06,8.983084e-05,4.2918546e-06,5.6899804e-08
happiness,0.0004636484,3.404655e-05,0.0006983489,0.00022610293,6.685742e-05,2.441785e-07,0.00031488808,0.0001344449,0.00038288036,6.001123e-05
want,0.00046341948,2.9382772e-06,0.00046071882,6.169272e-05,0.0002710408,3.8807353e-05,0.000705132,0.0010655547,0.0043140072,0.00025558507
multitude,0.00046187147,1.8197958e-06,1.2627272e-07,2.2569038e-05,8.510436e-05,2.509234e-07,0.00013407535,5.9571415e-05,3.1411957e-05,2.5414914e-05
custom,0.00046045164,0.000109155655,9.988176e-05,9.97858e-05,7.288062e-05,0.00046365694,6.808879e-05,3.5957513e-05,1.638379e-05,2.7852268e-05
mystical,0.0004588457,4.5966297e-07,1.2351798e-07,0.00039447218,0.00014519121,6.4405385e-06,0.00014945163,3.29276e-05,8.131212e-08,5.6896432e-08
picture,0.0004571506,4.597282e-07,4.59011e-07,8.809529e-05,8.14997e-07,0.0002994512,1.1834514e-05,6.2612753e-06,5.3161453e-05,6.878983e-05
reverence,0.00045613004,6.292599e-05,5.7950412e-05,0.000114961374,4.9703493e-05,2.006478e-05,7.955886e-06,8.969235e-08,8.131459e-08,5.69084e-08
old,0.00045554928,4.7518733e-05,0.00020501968,0.001120056,6.162915e-05,0.00013797314,0.0005991562,8.0899634e-05,0.0009427315,0.00014724337
profession,0.00045522884,0.00016477359,1.2354485e-07,0.00036352783,0.00018304278,0.00032639786,0.000112782014,0.00013953273,1.8534163e-05,0.00013876519
preach,0.00045506447,1.4650614e-05,1.4218635e-05,0.00015373848,0.0013376314,3.1258834e-05,0.00014901212,1.133949e-06,0.00019804442,5.6910313e-08
anyone,0.00045355383,4.6081487e-07,1.2355252e-07,0.00013697582,3.5205794e-05,0.00028918276,0.00017133263,9.30367e-06,0.00038582837,5.4178818e-05
de,0.00045104302,0.045797512,0.00050233555,0.00096326304,1.0014082e-05,0.00028841002,5.603018e-06,0.0009964715,0.00011656147,5.5452874e-06
wonderful,0.00045023477,4.3870245e-05,8.249259e-05,0.00014766732,0.00013734552,2.4417506e-07,0.00025563847,0.00023548496,0.00018621948,1.2751185e-06
require,0.00044947557,4.729636e-06,1.9004391e-06,0.00028419396,0.00091763434,0.0015434591,3.0565222e-06,0.00010647118,0.00022123032,0.001274895
harmony,0.00044946477,0.00013380987,0.0017257131,0.00027236954,0.0004243275,0.00012109738,0.00012804371,0.00025095404,0.00022986133,0.00044094693
powerful,0.00044944888,5.0174793e-07,1.5817809e-06,0.000102707825,0.00016384995,2.4418608e-07,0.00042249478,0.000120354634,0.00030160716,0.0002837565
embrace,0.00044929257,0.00024658954,9.102777e-05,0.00021713263,0.00048214613,1.0352183e-05,0.00050002965,0.00036631635,0.0008305233,9.4955016e-05
separate,0.00044916084,0.00023076899,1.1738267e-05,0.00034501584,9.629969e-05,0.00016453903,0.00015480386,7.1490895e-06,0.00023574271,0.00014609104
strengthen,0.0004486177,0.00020783214,0.0015993827,9.9855206e-05,0.0011642994,6.255244e-05,0.00028291656,0.0006597949,1.5131116e-05,0.00031131352
stand,0.00044842795,0.00014013815,0.00016194506,0.00019360233,0.00027553568,4.4843146e-05,0.0006844733,6.314476e-05,0.0005871518,0.0002120949
book,0.00044810973,4.6030343e-07,1.4628519e-07,0.0009569184,6.858088e-08,0.0007233669,0.000491891,9.9410845e-06,0.0003804701,5.69074e-08
blood,0.0004474587,0.00031223008,1.8277387e-05,0.00029535094,0.00020667793,2.5757805e-07,0.001789094,0.00016295398,7.144909e-05,5.716212e-08
quite,0.00044705326,1.3820576e-05,4.7916445e-05,0.00023279591,1.7743901e-05,0.00019968644,2.0481393e-05,4.5284105e-06,0.00016705086,0.0001552243
enjoy,0.00044684572,1.9278988e-05,0.0005900275,4.005481e-05,2.810476e-05,0.00034359633,0.00018114543,7.6436394e-05,0.00030934994,0.00024326149
iv,0.00044540412,0.0002991123,5.911529e-05,0.00031681333,6.868457e-08,0.0004130978,2.4698891e-05,1.4449595e-06,8.13148e-08,2.859606e-06
aim,0.00044534923,1.0367195e-06,0.00044210572,0.00020843784,0.00040774327,0.00068822195,2.602902e-07,0.00015516974,2.6563132e-05,0.0012198703
explain,0.00044520627,4.5973434e-07,1.6888592e-07,0.00076925225,3.2274882e-05,0.00047840786,0.00017132034,8.96568e-08,0.000736251,2.4880896e-07
exhortation,0.00044103956,7.392769e-05,2.1895175e-05,0.00029282446,0.00041410548,0.00010762049,8.283208e-05,6.510646e-05,2.1481503e-05,5.6956825e-08
send,0.00043971676,0.00051207846,0.00036584772,0.0002443066,0.0016019209,0.00047607737,0.00096065603,0.0003412957,0.000573094,1.6545622e-05
consideration,0.00043971607,7.481332e-06,9.3539566e-05,0.0003468688,2.5825813e-05,0.0007009662,8.1663934e-08,1.3434969e-07,8.149714e-08,0.0004461931
charge,0.0004383716,0.00020210509,0.00012940897,3.5438603e-05,0.0002021178,0.0004469383,3.684325e-05,4.6338515e-05,7.188689e-05,7.4348325e-05
party,0.00043820855,1.44275045e-05,0.00035428157,3.2603822e-07,6.856837e-08,0.0007878842,8.166945e-08,8.963863e-08,9.705385e-05,0.0002985546
endeavor,0.0004372471,4.5966047e-07,4.428969e-05,3.20489e-05,6.0055318e-05,2.7348424e-05,8.16585e-08,8.964903e-08,8.1317324e-08,5.6920662e-08
judge,0.0004364425,4.597695e-07,6.3315215e-06,0.00025661997,3.4168906e-06,0.0015088606,0.00011769978,8.9640416e-08,0.00041888998,4.0104387e-05
scripture,0.00043620972,5.075973e-06,1.2351516e-07,0.0017887567,4.6984464e-05,0.00010496256,0.00038232704,6.169132e-06,0.00014030034,5.6915837e-08
idea,0.00043259884,8.815512e-05,1.2358113e-07,0.00047337025,2.2590619e-05,3.7730817e-05,1.1080495e-05,2.4426012e-05,0.00052771386,0.0005075854
everything,0.0004318981,6.2476756e-06,4.8502006e-05,0.0006491872,0.00032212067,0.0004457313,0.00052114966,0.00013803174,0.0022928885,0.00025945547
unto,0.0004308366,4.5963995e-07,1.2351583e-07,7.396543e-05,3.122373e-05,2.441669e-07,0.00020310844,8.9672895e-08,6.6222465e-06,5.6898006e-08
besides,0.00042938578,4.6001583e-07,1.04926e-05,6.273306e-05,3.8146274e-05,0.0003294239,3.4481525e-06,3.695094e-05,1.9120667e-05,6.0373604e-05
solicitude,0.000429213,4.5991135e-07,0.00019665065,4.9410202e-05,0.00023021174,0.0002224292,1.1618379e-07,2.9376186e-05,8.131169e-08,1.0499998e-06
fit,0.00042821048,4.907653e-07,1.045704e-05,0.00020858568,8.4212756e-05,0.0001690185,4.5364905e-05,6.615007e-05,1.1184874e-05,4.575049e-05
completely,0.00042745078,4.5990495e-07,2.98511e-07,0.0005273744,0.00013732364,0.00012287566,0.00021542073,3.164726e-05,0.00020095102,6.869568e-05
universal,0.00042632158,0.0002726038,0.00035983504,0.00066646945,0.0013204069,0.0015407103,0.00018219819,0.00043569997,1.14101645e-07,0.0009960624
lie,0.00042480623,1.2350697e-05,5.104356e-05,0.00026047035,0.00010333583,2.4445168e-07,0.00024234431,3.850807e-05,0.00036368513,0.00025382507
teacher,0.00042218025,4.597858e-07,1.239979e-07,0.00054495333,0.0008380444,0.0010895487,3.579492e-05,0.0009335935,0.0003500831,2.7211221e-05
promote,0.00042207143,0.0005195509,0.0014302135,2.4687453e-05,0.0010191716,0.0018657245,8.236278e-08,0.00041618527,3.6219717e-06,0.0025665492
try,0.00042057404,5.299043e-07,7.198589e-05,0.00023742238,0.0001500529,8.826763e-06,6.767292e-05,0.00011531809,0.0009941694,0.00022873176
admit,0.0004204519,4.6014324e-07,1.5911122e-07,0.00015688577,5.079055e-07,0.00038664456,3.6929266e-06,8.9650165e-08,3.772638e-05,4.4846227e-05
origin,0.00041953957,7.536387e-05,0.00020220704,0.000623321,0.00023556172,4.4795543e-05,0.00012376664,0.0002527387,9.954976e-06,0.00031569146
philosophy,0.00041910587,4.5961747e-07,1.2353345e-07,0.00068177277,6.891151e-08,0.00052800257,8.1654726e-08,8.9639144e-08,8.13403e-08,1.9729934e-05
prudence,0.00041688315,4.6870957e-07,1.4147575e-05,1.4199613e-06,6.14255e-05,0.00038909796,8.165946e-08,8.96603e-08,3.7440204e-05,2.4795523e-05
beyond,0.00041637328,5.6206976e-05,0.00026758175,0.00063223776,9.949776e-05,6.309959e-05,0.0001692957,3.946799e-05,0.0005761145,0.0005989097
savior,0.00041416864,4.5979226e-07,1.2353564e-07,0.00016479104,8.29615e-05,2.4418733e-07,0.00014566386,8.9675844e-08,8.185084e-08,5.6899413e-08
reject,0.00041372908,2.3979467e-06,1.2880244e-07,0.00022169552,6.760675e-05,3.7649315e-05,0.00020880337,1.7521648e-07,0.00031553337,0.00025618033
except,0.00041281598,4.596337e-07,1.2470173e-07,0.00020255668,7.185591e-08,0.00030513754,0.00010239491,8.9652175e-08,1.799305e-05,3.3589896e-07
field,0.00041250006,1.923314e-05,0.00058291946,0.00025325437,0.00046547892,0.0007003394,4.1724732e-07,0.0001577632,7.594749e-05,0.0012123582
look,0.0004124928,0.00015118497,0.00037429368,0.0003960521,0.00062255113,8.469578e-06,0.0010907344,0.00064625463,0.0034284422,0.00053948717
patriarch,0.00041195346,0.005156852,1.2512172e-07,9.741788e-08,8.102594e-08,0.0004080871,0.0001366614,4.0120303e-05,3.7907333e-07,5.6899857e-08
passion,0.00041118564,1.5846115e-05,1.2360599e-07,0.00025899205,1.3446078e-05,2.442302e-07,0.0008711973,0.00030217078,0.0003484728,1.6532565e-05
thee,0.00041099903,4.5962204e-07,1.2351272e-07,3.3577678e-07,6.856951e-08,2.4416218e-07,8.153629e-05,8.964365e-08,1.0762027e-07,5.6895285e-08
openly,0.00041073764,1.5507169e-06,2.146186e-05,1.59259e-05,4.539888e-05,2.2880831e-05,1.5199223e-05,1.712768e-07,1.4858913e-05,7.1445265e-06
