doc_id,category,author,author_dates,title,year,url,document_type,language,format,text_length,pope,pope_dates
pope_leo_xiii__pastoralis_officii,pope,Pope Leo XIII,1878-1903,Pastoralis Officii,1891,https://www.papalencyclicals.net//leo13/l13dul.htm,document,en,html,9060,Pope Leo XIII,1878-1903
pope_leo_xiii__pastoralis,pope,Pope Leo XIII,1878-1903,Pastoralis,1891,https://www.papalencyclicals.net//leo13/l13relun.htm,document,en,html,14241,Pope Leo XIII,1878-1903
pope_leo_xiii__paternae,pope,Pope Leo XIII,1878-1903,Paternae,1899,https://www.papalencyclicals.net//leo13/l13pater.htm,apostolic letter,en,html,9385,Pope Leo XIII,1878-1903
pope_leo_xiii__pergrata,pope,Pope Leo XIII,1878-1903,Pergrata,1886,https://www.papalencyclicals.net//leo13/l13por.htm,document,en,html,16128,Pope Leo XIII,1878-1903
pope_leo_xiii__permoti_nos,pope,Pope Leo XIII,1878-1903,Permoti Nos,1895,https://www.papalencyclicals.net//leo13/l13permo.htm,instruction,en,html,9142,Pope Leo XIII,1878-1903
pope_leo_xiii__praeclara_gratulationis_publicae,pope,Pope Leo XIII,1878-1903,Praeclara Gratulationis Publicae,,https://www.papalencyclicals.net//leo13/l13praec.htm,apostolic letter,en,html,34090,Pope Leo XIII,1878-1903
pope_leo_xiii__providentissimus_deus,pope,Pope Leo XIII,1878-1903,Providentissimus Deus,1893,https://www.papalencyclicals.net//leo13/l13provi.htm,document,en,html,60748,Pope Leo XIII,1878-1903
pope_leo_xiii__quae_ad_nos,pope,Pope Leo XIII,1878-1903,Quae Ad Nos,1902,https://www.papalencyclicals.net//leo13/l13qunos.htm,document,en,html,2223,Pope Leo XIII,1878-1903
pope_leo_xiii__quam_aerumnosa,pope,Pope Leo XIII,1878-1903,Quam Aerumnosa,1888,https://www.papalencyclicals.net//leo13/l13imi.htm,apostolic letter,en,html,7664,Pope Leo XIII,1878-1903
pope_leo_xiii__quam_religiosa,pope,Pope Leo XIII,1878-1903,Quam Religiosa,,https://www.papalencyclicals.net//leo13/l13quamr.htm,prayer,en,html,6051,Pope Leo XIII,1878-1903
pope_leo_xiii__quamquam_pluries,pope,Pope Leo XIII,1878-1903,Quamquam Pluries,1889,https://www.papalencyclicals.net//leo13/13jos.htm,prayer,en,html,12369,Pope Leo XIII,1878-1903
pope_leo_xiii__quarto_abeunte_saeculo,pope,Pope Leo XIII,1878-1903,Quarto Abeunte Saeculo,1892,https://www.papalencyclicals.net//leo13/l13col.htm,document,en,html,12979,Pope Leo XIII,1878-1903
pope_leo_xiii__quod_anniversarius,pope,Pope Leo XIII,1878-1903,Quod Anniversarius,1888,https://www.papalencyclicals.net//leo13/l13ann.htm,document,en,html,5482,Pope Leo XIII,1878-1903
pope_leo_xiii__quod_apostolici_muneris,pope,Pope Leo XIII,1878-1903,Quod Apostolici Muneris,1878,https://www.papalencyclicals.net//leo13/l13apost.htm,encyclical,en,html,21643,Pope Leo XIII,1878-1903
pope_leo_xiii__quod_auctoritate,pope,Pope Leo XIII,1878-1903,Quod Auctoritate,1879,https://www.papalencyclicals.net//leo13/l13jub.htm,encyclical,en,html,14756,Pope Leo XIII,1878-1903
pope_leo_xiii__quod_multum,pope,Pope Leo XIII,1878-1903,Quod Multum,1886,https://www.papalencyclicals.net//leo13/l13lib.htm,apostolic letter,en,html,22761,Pope Leo XIII,1878-1903
pope_leo_xiii__quod_votis,pope,Pope Leo XIII,1878-1903,Quod Votis,1902,https://www.papalencyclicals.net//leo13/l13quovo.htm,document,en,html,1970,Pope Leo XIII,1878-1903
pope_leo_xiii__quum_diuturnum,pope,Pope Leo XIII,1878-1903,Quum Diuturnum,1898,https://www.papalencyclicals.net//leo13/l13quumd.htm,document,en,html,2745,Pope Leo XIII,1878-1903
pope_leo_xiii__reputantiubus,pope,Pope Leo XIII,1878-1903,Reputantiubus,1901,https://www.papalencyclicals.net//leo13/l13reput.htm,document,en,html,6564,Pope Leo XIII,1878-1903
pope_leo_xiii__rerum_novarum,pope,Pope Leo XIII,1878-1903,Rerum Novarum,1891,https://www.papalencyclicals.net//leo13/l13rerum.htm,apostolic letter,en,html,80436,Pope Leo XIII,1878-1903
pope_leo_xiii__saepe_nos,pope,Pope Leo XIII,1878-1903,Saepe Nos,1888,https://www.papalencyclicals.net//leo13/l13bct.htm,apostolic letter,en,html,7721,Pope Leo XIII,1878-1903
pope_leo_xiii__sancta_dei_civitas,pope,Pope Leo XIII,1878-1903,Sancta Dei Civitas,1880,https://www.papalencyclicals.net//leo13/l13mis.htm,prayer,en,html,16380,Pope Leo XIII,1878-1903
pope_leo_xiii__sapientiae_christianae,pope,Pope Leo XIII,1878-1903,Sapientiae Christianae,1890,https://www.papalencyclicals.net//leo13/l13sapie.htm,document,en,html,54404,Pope Leo XIII,1878-1903
pope_leo_xiii__satis_cognitum,pope,Pope Leo XIII,1878-1903,Satis Cognitum,1896,https://www.papalencyclicals.net//leo13/l13satis.htm,document,en,html,80775,Pope Leo XIII,1878-1903
pope_leo_xiii__spectata_fides,pope,Pope Leo XIII,1878-1903,Spectata Fides,1885,https://www.papalencyclicals.net//leo13/l13edu.htm,document,en,html,5307,Pope Leo XIII,1878-1903
pope_leo_xiii__spesse_volte,pope,Pope Leo XIII,1878-1903,Spesse Volte,1898,https://www.papalencyclicals.net//leo13/l13spess.htm,decree,en,html,20465,Pope Leo XIII,1878-1903
pope_leo_xiii__superiore_anno,pope,Pope Leo XIII,1878-1903,Superiore Anno,1884,https://www.papalencyclicals.net//leo13/l13ro4.htm,encyclical,en,html,7555,Pope Leo XIII,1878-1903
pope_leo_xiii__supremi_apostolatus_officio,pope,Pope Leo XIII,1878-1903,Supremi Apostolatus Officio,1883,https://www.papalencyclicals.net//leo13/l13supre.htm,document,en,html,14727,Pope Leo XIII,1878-1903
pope_leo_xiii__tametsi_futura_prospicientibus,pope,Pope Leo XIII,1878-1903,Tametsi Futura Prospicientibus,1900,https://www.papalencyclicals.net//leo13/l13tamet.htm,document,en,html,30162,Pope Leo XIII,1878-1903
pope_leo_xiii__testem_benevolentiae_nostrae,pope,Pope Leo XIII,1878-1903,Testem Benevolentiae Nostrae,1899,https://www.papalencyclicals.net//leo13/l13teste.htm,apostolic letter,en,html,24337,Pope Leo XIII,1878-1903
pope_leo_xiii__urbanitatis_veteris,pope,Pope Leo XIII,1878-1903,Urbanitatis Veteris,1901,https://www.papalencyclicals.net//leo13/l13urban.htm,document,en,html,8384,Pope Leo XIII,1878-1903
pope_leo_xiii__vi_e_ben_noto,pope,Pope Leo XIII,1878-1903,Vi E Ben Noto,1887,https://www.papalencyclicals.net//leo13/l13ros.htm,apostolic exhortation,en,html,6938,Pope Leo XIII,1878-1903
pope_leo_xiii__amantissimae_voluntatis,pope,Pope Leo XIII,1878-1903,Amantissimae Voluntatis,1857,https://www.papalencyclicals.net//leo13/l13amantissima.htm,apostolic letter,en,html,26419,Pope Leo XIII,1878-1903
pope_nicholas_iii__exiit_qui_seminat,pope,Pope Nicholas III,1277-1280,Exiit qui seminat,1279,https://www.papalencyclicals.net//nichol03/exiit-e.htm,document,en,html,60649,Pope Nicholas III,1277-1280
pope_nicholas_iv__supra_montem,pope,Pope Nicholas IV,1288-1292,Supra Montem,1289,http://www.franciscan-archive.org/bullarium/smonteme.html,document,en,html,39456,Pope Nicholas IV,1288-1292
pope_nicholas_v__romanus_pontifex,pope,Pope Nicholas V,1447-1455,Romanus Pontifex,1455,http://www.nativeweb.org/pages/legal/indig-romanus-pontifex.html,document,en,html,22205,Pope Nicholas V,1447-1455
pope_paul_iii__sublimis_deus,pope,Pope Paul III,1534-1549,Sublimis Deus,1537,https://www.papalencyclicals.net//paul03/p3subli.htm,document,en,html,3240,Pope Paul III,1534-1549
pope_paul_iii__in_apostolatus_culmine,pope,Pope Paul III,1534-1549,In apostolatus culmine,1538,https://www.papalencyclicals.net//paul03/p3inapost.htm,document,en,html,10559,Pope Paul III,1534-1549
pope_paul_vi__christi_matri,pope,Pope Paul VI,1963-1978,Christi Matri,1966,https://www.papalencyclicals.net//paul06/p6christ.htm,prayer,en,html,9112,Pope Paul VI,1963-1978
pope_paul_vi__ecclesiam_suam,pope,Pope Paul VI,1963-1978,Ecclesiam Suam,1964,https://www.papalencyclicals.net//paul06/p6eccles.htm,encyclical,en,html,102518,Pope Paul VI,1963-1978
pope_paul_vi__humanae_vitae,pope,Pope Paul VI,1963-1978,Humanae Vitae,1963,https://www.papalencyclicals.net//paul06/p6humana.htm,document,en,html,36884,Pope Paul VI,1963-1978
pope_paul_vi__mense_maio,pope,Pope Paul VI,1963-1978,Mense Maio,,https://www.papalencyclicals.net//paul06/p6month.htm,prayer,en,html,9705,Pope Paul VI,1963-1978
pope_paul_vi__mysterium_fidei,pope,Pope Paul VI,1963-1978,Mysterium Fidei,1965,https://www.papalencyclicals.net//paul06/p6myster.htm,document,en,html,47197,Pope Paul VI,1963-1978
pope_paul_vi__populorum_progressio,pope,Pope Paul VI,1963-1978,Populorum Progressio,1960,https://www.papalencyclicals.net//paul06/p6develo.htm,encyclical,en,html,67465,Pope Paul VI,1963-1978
pope_paul_vi__sacerdotalis_caelibatus,pope,Pope Paul VI,1963-1978,Sacerdotalis Caelibatus,1967,https://www.papalencyclicals.net//paul06/p6sacerd.htm,document,en,html,70119,Pope Paul VI,1963-1978
pope_paul_vi__signum_magnum,pope,Pope Paul VI,1963-1978,Signum Magnum,1967,https://www.papalencyclicals.net//paul06/p6great.htm,document,en,html,21892,Pope Paul VI,1963-1978
pope_paul_vi__vatican_ii_documents,pope,Pope Paul VI,1963-1978,Vatican II Documents,1965,https://www.papalencyclicals.net//paul06/vatican2.htm,document,en,html,246,Pope Paul VI,1963-1978
pope_paul_vi__address_during_the_last_general_meeting_of_vatican,pope,Pope Paul VI,1963-1978,Address During The Last General Meeting Of Vatican II,1962,https://www.papalencyclicals.net//paul06/p6tolast.htm,prayer,en,html,19675,Pope Paul VI,1963-1978
pope_paul_vi__confronting_the_devil_s_power,pope,Pope Paul VI,1963-1978,Confronting The Devil’s Power,,https://www.papalencyclicals.net//paul06/p6devil.htm,document,en,html,11625,Pope Paul VI,1963-1978
pope_paul_vi__credo_of_the_people_of_god,pope,Pope Paul VI,1963-1978,Credo Of The People Of God,,https://www.papalencyclicals.net//paul06/p6credo.htm,document,en,html,19733,Pope Paul VI,1963-1978
pope_paul_vi__ecclesiae_sanctae,pope,Pope Paul VI,1963-1978,Ecclesiae Sanctae,1966,https://www.papalencyclicals.net//paul06/p6ecclss.htm,motu proprio,en,html,77431,Pope Paul VI,1963-1978
pope_paul_vi__election_of_the_roman_pontiff,pope,Pope Paul VI,1963-1978,Election Of The Roman Pontiff,1975,https://www.papalencyclicals.net//paul06/p6elect.htm,apostolic constitution,en,html,68190,Pope Paul VI,1963-1978
pope_paul_vi__evangelii_nuntiandi,pope,Pope Paul VI,1963-1978,Evangelii Nuntiandi,1975,https://www.papalencyclicals.net//paul06/p6evan.htm,document,en,html,116309,Pope Paul VI,1963-1978
pope_paul_vi__gaudete_in_domino,pope,Pope Paul VI,1963-1978,Gaudete In Domino,1975,https://www.papalencyclicals.net//paul06/p6gaude.htm,document,en,html,57630,Pope Paul VI,1963-1978
pope_paul_vi__general_catechetical_directory,pope,Pope Paul VI,1963-1978,General Catechetical Directory,1971,https://www.papalencyclicals.net//paul06/gencatdi.htm,message,en,html,188413,Pope Paul VI,1963-1978
pope_paul_vi__indulgentiarum_doctrina,pope,Pope Paul VI,1963-1978,Indulgentiarum Doctrina,1967,https://www.papalencyclicals.net//paul06/p6indulg.htm,document,en,html,29454,Pope Paul VI,1963-1978
pope_paul_vi__inter_insigniores,pope,Pope Paul VI,1963-1978,Inter Insigniores,1965,https://www.papalencyclicals.net//paul06/p6interi.htm,encyclical,en,html,38283,Pope Paul VI,1963-1978
pope_paul_vi__last_will_and_testament_of_pope_paul_vi,pope,Pope Paul VI,1963-1978,Last Will and Testament of Pope Paul VI,1973,https://www.papalencyclicals.net//paul06/p6will.htm,document,en,html,9212,Pope Paul VI,1963-1978
pope_paul_vi__marialis_cultus,pope,Pope Paul VI,1963-1978,Marialis Cultus,1963,https://www.papalencyclicals.net//paul06/p6marial.htm,apostolic exhortation,en,html,94592,Pope Paul VI,1963-1978
pope_paul_vi__missale_romanum,pope,Pope Paul VI,1963-1978,Missale Romanum,1969,https://www.papalencyclicals.net//paul06/p6missal.htm,decree,en,html,9773,Pope Paul VI,1963-1978
pope_paul_vi__on_religious_life,pope,Pope Paul VI,1963-1978,On Religious Life,,https://www.papalencyclicals.net//paul06/p6relig.htm,audience,en,html,17312,Pope Paul VI,1963-1978
pope_paul_vi__orientalium_ecclesiarum,pope,Pope Paul VI,1963-1978,Orientalium Ecclesiarum,,http://www.cin.org/v2east.html,document,,error,0,Pope Paul VI,1963-1978
pope_paul_vi__paenitemini,pope,Pope Paul VI,1963-1978,Paenitemini,,https://www.papalencyclicals.net//paul06/p6paen.htm,apostolic constitution,en,html,19930,Pope Paul VI,1963-1978
pope_paul_vi__pastoral_norms_for_general_sacramental_absolution,pope,Pope Paul VI,1963-1978,Pastoral Norms For General Sacramental Absolution,1972,https://www.papalencyclicals.net//paul06/p6pastor.htm,document,en,html,10340,Pope Paul VI,1963-1978
pope_paul_vi__pastorale_munus,pope,Pope Paul VI,1963-1978,Pastorale Munus,1963,https://www.papalencyclicals.net//paul06/pasmunus.htm,document,en,html,12730,Pope Paul VI,1963-1978
pope_paul_vi__reflections_at_nazareth,pope,Pope Paul VI,1963-1978,Reflections at Nazareth,1964,https://www.papalencyclicals.net//paul06/p6reflect.htm,document,en,html,9123,Pope Paul VI,1963-1978
pope_paul_vi__renewal_of_the_religious_life,pope,Pope Paul VI,1963-1978,Renewal Of The Religious Life,1971,https://www.papalencyclicals.net//paul06/p6renew.htm,apostolic exhortation,en,html,51294,Pope Paul VI,1963-1978
pope_paul_vi__sacram_liturgiam,pope,Pope Paul VI,1963-1978,Sacram Liturgiam,1964,https://www.papalencyclicals.net//paul06/p6saclit.htm,document,en,html,8671,Pope Paul VI,1963-1978
pope_paul_vi__sacrum_diaconatus,pope,Pope Paul VI,1963-1978,Sacrum Diaconatus,1967,https://www.papalencyclicals.net//paul06/p6diacon.htm,decree,en,html,15778,Pope Paul VI,1963-1978
pope_paul_vi__second_vatican_council_ii_closing_speech,pope,Pope Paul VI,1963-1978,Second Vatican Council II Closing Speech,1962,https://www.papalencyclicals.net//paul06/p6closin.htm,speech,en,html,32280,Pope Paul VI,1963-1978
pope_paul_vi__octagesima_adveniens,pope,Pope Paul VI,1963-1978,Octagesima Adveniens,1971,https://www.papalencyclicals.net//paul06/p6oct.htm,encyclical,en,html,66293,Pope Paul VI,1963-1978
pope_paul_vi__the_sacrament_of_anointing_of_the_sick,pope,Pope Paul VI,1963-1978,The Sacrament Of Anointing Of The Sick,1973,https://www.papalencyclicals.net//paul06/p6anoin.htm,apostolic constitution,en,html,7561,Pope Paul VI,1963-1978
pope_paul_vi__voi_forse_sapete,pope,Pope Paul VI,1963-1978,Voi Forse Sapete,,https://www.papalencyclicals.net//paul06/p6voi.htm,audience,en,html,6815,Pope Paul VI,1963-1978
pope_paul_vi__on_religious_life,pope,Pope Paul VI,1963-1978,On Religious Life,,https://www.papalencyclicals.net//Paul06/p6relig.htm,audience,en,html,17312,Pope Paul VI,1963-1978
pope_st__pius_v__exponi_nobis_nuper,pope,Pope St. Pius V,1566-1572,Exponi nobis nuper,1571,https://www.papalencyclicals.net//pius05/p5exponi.htm,brief,en,html,767,Pope St. Pius V,1566-1572
pope_st__pius_v__quo_primum,pope,Pope St. Pius V,1566-1572,Quo Primum,1570,https://www.papalencyclicals.net//pius05/p5quopri.htm,apostolic constitution,en,html,8223,Pope St. Pius V,1566-1572
pope_st__pius_v__consueverunt_romani,pope,Pope St. Pius V,1566-1572,Consueverunt Romani,1569,https://www.papalencyclicals.net//pius05/p5consue.htm,document,en,html,3420,Pope St. Pius V,1566-1572
pope_st__pius_v__regnans_in_excelsis,pope,Pope St. Pius V,1566-1572,Regnans in Excelsis,,https://www.papalencyclicals.net//pius05/p5regnans.htm,document,en,html,6032,Pope St. Pius V,1566-1572
pope_pius_vi__ad_nostras_manus,pope,Pope Pius VI,1775-1799,Ad nostras manus,,http://digilander.iol.it/magistero/p6adnost.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__adeo_nota,pope,Pope Pius VI,1775-1799,Adeo nota,,http://digilander.iol.it/magistero/p6adeono.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__ancorché_antichissimo,pope,Pope Pius VI,1775-1799,Ancorché antichissimo,,http://digilander.iol.it/magistero/p6ancorc.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__auctorem_fidei,pope,Pope Pius VI,1775-1799,Auctorem fidei,,http://digilander.libero.it/magistero/p6auctor.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__charitas,pope,Pope Pius VI,1775-1799,Charitas,1791,https://www.papalencyclicals.net//pius06/p6charit.htm,prayer,en,html,33163,Pope Pius VI,1775-1799
pope_pius_vi__christi_ecclesiae,pope,Pope Pius VI,1775-1799,Christi Ecclesiae,,http://digilander.iol.it/magistero/p6christ.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__constantiam_vestram,pope,Pope Pius VI,1775-1799,Constantiam vestram,,http://digilander.iol.it/magistero/p6consta.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__cum_nos_superiori,pope,Pope Pius VI,1775-1799,Cum nos superiori,,http://digilander.iol.it/magistero/p6cumnos.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__cum_populi,pope,Pope Pius VI,1775-1799,Cum populi,,http://digilander.iol.it/magistero/p6cumpop.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__dum_nos,pope,Pope Pius VI,1775-1799,Dum nos,,http://digilander.iol.it/magistero/p6dumnos.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__ignotae_nemini,pope,Pope Pius VI,1775-1799,Ignotae nemini,,http://digilander.iol.it/magistero/p6ignota.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__in_gravissimis,pope,Pope Pius VI,1775-1799,In gravissimis,,http://digilander.iol.it/magistero/p6ingrav.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__inscrutabile,pope,Pope Pius VI,1775-1799,Inscrutabile,1775,https://www.papalencyclicals.net//pius06/p6inscru.htm,document,en,html,18268,Pope Pius VI,1775-1799
pope_pius_vi__novae_hae_litterae,pope,Pope Pius VI,1775-1799,Novae hae litterae,,http://digilander.iol.it/magistero/p6novaeh.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__nuper_pro,pope,Pope Pius VI,1775-1799,Nuper pro,,http://digilander.iol.it/magistero/p6nuperp.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__perpensis_circumstantiis,pope,Pope Pius VI,1775-1799,Perpensis circumstantiis,,http://digilander.iol.it/magistero/p6perpen.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__quae_causa,pope,Pope Pius VI,1775-1799,Quae causa,,http://digilander.iol.it/magistero/p6quaeca.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__quare_lacrymae,pope,Pope Pius VI,1775-1799,Quare lacrymae,,http://digilander.iol.it/magistero/p6quarel.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__quo_fluctu,pope,Pope Pius VI,1775-1799,Quo fluctu,,http://digilander.iol.it/magistero/p6quoflu.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__quo_luctu,pope,Pope Pius VI,1775-1799,Quo luctu,,http://digilander.iol.it/magistero/p6quoluc.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__quod_aliquantum,pope,Pope Pius VI,1775-1799,Quod aliquantum,,http://digilander.iol.it/magistero/p6quodal.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__quoties_animo,pope,Pope Pius VI,1775-1799,Quoties animo,,http://digilander.iol.it/magistero/p6quotie.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__summa_dei,pope,Pope Pius VI,1775-1799,Summa Dei,,http://digilander.iol.it/magistero/p6summad.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__super_soliditate,pope,Pope Pius VI,1775-1799,Super soliditate,,http://digilander.iol.it/magistero/p6supers.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__ubi_communis,pope,Pope Pius VI,1775-1799,Ubi communis,,http://digilander.iol.it/magistero/p6ubicom.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vi__ubi_lutetiam,pope,Pope Pius VI,1775-1799,Ubi lutetiam,,http://digilander.iol.it/magistero/p6ubilut.htm,document,en,html,0,Pope Pius VI,1775-1799
pope_pius_vii__diu_satis,pope,Pope Pius VII,1800-1823,Diu Satis,1800,https://www.papalencyclicals.net//pius07/p7diusat.htm,document,en,html,16974,Pope Pius VII,1800-1823
pope_pius_vii__il_trionfo,pope,Pope Pius VII,1800-1823,Il trionfo,,http://digilander.iol.it/magistero/p7iltrio.htm,document,en,html,0,Pope Pius VII,1800-1823
pope_pius_viii__traditi_humilitati,pope,Pope Pius VIII,1829-1830,Traditi Humilitati,1829,https://www.papalencyclicals.net//Pius08/p8tradit.htm,document,en,html,12795,Pope Pius VIII,1829-1830
pope_bl__pius_ix__amantissimi_redemptoris,pope,Pope Bl. Pius IX,1846-1878,Amantissimi Redemptoris,1858,https://www.papalencyclicals.net//pius09/p9amant1.htm,decree,en,html,13512,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__amantissimus,pope,Pope Bl. Pius IX,1846-1878,Amantissimus,1862,https://www.papalencyclicals.net//pius09/p9amant2.htm,decree,en,html,17990,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__apostolicae_nostrae_caritatis,pope,Pope Bl. Pius IX,1846-1878,Apostolicae Nostrae Caritatis,1854,https://www.papalencyclicals.net//pius09/p9aposto.htm,document,en,html,8957,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__beneficia_dei,pope,Pope Bl. Pius IX,1846-1878,Beneficia Dei,1871,https://www.papalencyclicals.net//pius09/p9benefi.htm,decree,en,html,8155,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__cum_nuper,pope,Pope Bl. Pius IX,1846-1878,Cum Nuper,1858,https://www.papalencyclicals.net//pius09/p9cumnup.htm,encyclical,en,html,10439,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__cum_sancta_mater_ecclesia,pope,Pope Bl. Pius IX,1846-1878,Cum Sancta Mater Ecclesia,1859,https://www.papalencyclicals.net//pius09/p9cumsan.htm,message,en,html,3598,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__dives_in_misericordia_deus,pope,Pope Bl. Pius IX,1846-1878,Dives In Misericordia Deus,,https://www.papalencyclicals.net/wp-content/uploads/2026/01/PiusIX-Dives.pdf,document,en,html,470,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__etsi_multa,pope,Pope Bl. Pius IX,1846-1878,Etsi Multa,1873,https://www.papalencyclicals.net//pius09/p9etsimu.htm,encyclical,en,html,31812,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__exultavit_cor_nostrum,pope,Pope Bl. Pius IX,1846-1878,Exultavit Cor Nostrum,1851,https://www.papalencyclicals.net//pius09/p9exulta.htm,prayer,en,html,7376,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__graves_ac_diuturnae,pope,Pope Bl. Pius IX,1846-1878,Graves Ac Diuturnae,1875,https://www.papalencyclicals.net//pius09/p9graves.htm,document,en,html,8867,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__gravibus_ecclesiae,pope,Pope Bl. Pius IX,1846-1878,Gravibus Ecclesiae,1874,https://www.papalencyclicals.net//pius09/p9gravib.htm,prayer,en,html,15858,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__incredibili,pope,Pope Bl. Pius IX,1846-1878,Incredibili,1863,https://www.papalencyclicals.net//pius09/p9incred.htm,decree,en,html,10000,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__ineffabilis_deus,pope,Pope Bl. Pius IX,1846-1878,Ineffabilis Deus,1854,https://www.papalencyclicals.net//pius09/p9ineff.htm,decree,en,html,38099,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__inter_multiplices,pope,Pope Bl. Pius IX,1846-1878,Inter Multiplices,1853,https://www.papalencyclicals.net//pius09/p9interm.htm,apostolic letter,en,html,12949,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__levate,pope,Pope Bl. Pius IX,1846-1878,Levate,,https://www.papalencyclicals.net//pius11/p9levate.htm,document,en,html,10355,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__maximae_quidem,pope,Pope Bl. Pius IX,1846-1878,Maximae Quidem,1864,https://www.papalencyclicals.net//pius09/p9maxima.htm,apostolic letter,en,html,6900,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__meridionali_americae,pope,Pope Bl. Pius IX,1846-1878,Meridionali Americae,1865,https://www.papalencyclicals.net//pius09/p9meridi.htm,document,en,html,1826,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__neminem_vestrum,pope,Pope Bl. Pius IX,1846-1878,Neminem Vestrum,1854,https://www.papalencyclicals.net//pius09/p9nemini.htm,document,en,html,26779,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__nemo_certe_ignorat,pope,Pope Bl. Pius IX,1846-1878,Nemo Certe Ignorat,1852,https://www.papalencyclicals.net//pius09/p9nemoce.htm,document,en,html,10951,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__nostis_et_nobiscum,pope,Pope Bl. Pius IX,1846-1878,Nostis Et Nobiscum,1849,https://www.papalencyclicals.net//pius09/p9nostis.htm,document,en,html,33893,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__nullis_certe_verbis,pope,Pope Bl. Pius IX,1846-1878,Nullis Certe Verbis,1860,https://www.papalencyclicals.net//pius09/p9nullis.htm,encyclical,en,html,9323,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__omnem_sollicitudinem,pope,Pope Bl. Pius IX,1846-1878,Omnem Sollicitudinem,1848,https://www.papalencyclicals.net//pius09/p9omnems.htm,encyclical,en,html,9290,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__optime_noscitis,pope,Pope Bl. Pius IX,1846-1878,Optime Noscitis,1854,https://www.papalencyclicals.net//pius09/p9optim1.htm,encyclical,en,html,8510,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__optime_noscitis,pope,Pope Bl. Pius IX,1846-1878,Optime Noscitis,1854,https://www.papalencyclicals.net//pius09/p9optim2.htm,encyclical,en,html,8510,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__praedecessores_nostros,pope,Pope Bl. Pius IX,1846-1878,Praedecessores Nostros,1847,https://www.papalencyclicals.net//pius09/p9praede.htm,prayer,en,html,5980,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__probe_noscitis_venerabiles,pope,Pope Bl. Pius IX,1846-1878,Probe Noscitis Venerabiles,1852,https://www.papalencyclicals.net//pius09/p9proben.htm,document,en,html,7046,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__quae_in_patriarchatu,pope,Pope Bl. Pius IX,1846-1878,Quae In Patriarchatu,1872,https://www.papalencyclicals.net//pius09/p9quaein.htm,document,en,html,14488,Pope Bl. Pius IX,1846-1878
