doc_id,category,author,author_dates,title,year,url,document_type,language,format,text_length,pope,pope_dates
pope_bl__pius_ix__quanta_cura,pope,Pope Bl. Pius IX,1846-1878,Quanta Cura,1864,https://www.papalencyclicals.net//pius09/p9quanta.htm,apostolic letter,en,html,21576,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__quanto_conficiamur_moerore,pope,Pope Bl. Pius IX,1846-1878,Quanto Conficiamur Moerore,1863,https://www.papalencyclicals.net//pius09/p9quanto.htm,document,en,html,16894,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__quartus_supra,pope,Pope Bl. Pius IX,1846-1878,Quartus Supra,1873,https://www.papalencyclicals.net//pius09/p9quartu.htm,apostolic letter,en,html,54447,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__qui_nuper,pope,Pope Bl. Pius IX,1846-1878,Qui Nuper,1859,https://www.papalencyclicals.net//pius09/p9quinup.htm,document,en,html,2858,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__qui_pluribus,pope,Pope Bl. Pius IX,1846-1878,Qui Pluribus,1846,https://www.papalencyclicals.net//pius09/p9quiplu.htm,apostolic letter,en,html,31672,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__quod_nunquam,pope,Pope Bl. Pius IX,1846-1878,Quod Nunquam,1875,https://www.papalencyclicals.net//pius09/p9quodnu.htm,document,en,html,8725,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__respicientes,pope,Pope Bl. Pius IX,1846-1878,Respicientes,1870,https://www.papalencyclicals.net//pius09/p9respic.htm,encyclical,en,html,18768,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__saepe_venerabiles_fratres,pope,Pope Bl. Pius IX,1846-1878,Saepe Venerabiles Fratres,1871,https://www.papalencyclicals.net//pius09/p9saepev.htm,prayer,en,html,6527,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__singulari_quidem,pope,Pope Bl. Pius IX,1846-1878,Singulari Quidem,1856,https://www.papalencyclicals.net//pius09/p9singul.htm,document,en,html,29597,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__the_syllabus_of_errors,pope,Pope Bl. Pius IX,1846-1878,The Syllabus Of Errors,1862,https://www.papalencyclicals.net//pius09/p9syll.htm,encyclical,en,html,25073,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__ubi_nos,pope,Pope Bl. Pius IX,1846-1878,Ubi Nos,1869,https://www.papalencyclicals.net//pius09/p9ubinos.htm,prayer,en,html,14252,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__ubi_primum,pope,Pope Bl. Pius IX,1846-1878,Ubi Primum,1847,https://www.papalencyclicals.net//pius09/p9ubipr1.htm,document,en,html,10850,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__ubi_primum,pope,Pope Bl. Pius IX,1846-1878,Ubi Primum,1847,https://www.papalencyclicals.net//pius09/p9ubipr2.htm,document,en,html,10850,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__vix_dum_a_nobis,pope,Pope Bl. Pius IX,1846-1878,Vix Dum A Nobis,1874,https://www.papalencyclicals.net//pius09/p9vixdum.htm,document,en,html,12244,Pope Bl. Pius IX,1846-1878
pope_bl__pius_ix__saepe_venerabiles_fratre,pope,Pope Bl. Pius IX,1846-1878,Saepe Venerabiles Fratre,1871,https://www.papalencyclicals.net//Pius09/p9saepev.htm,prayer,en,html,6527,Pope Bl. Pius IX,1846-1878
pope_st__pius_x__acerbo_nimis,pope,Pope St. Pius X,1903-1914,Acerbo Nimis,1905,https://www.papalencyclicals.net//pius10/p10chdoc.htm,encyclical,en,html,25891,Pope St. Pius X,1903-1914
pope_st__pius_x__ad_diem_illum_laetissimum,pope,Pope St. Pius X,1903-1914,Ad Diem Illum Laetissimum,1904,https://www.papalencyclicals.net//pius10/p10imcon.htm,encyclical,en,html,34195,Pope St. Pius X,1903-1914
pope_st__pius_x__communium_rerum,pope,Pope St. Pius X,1903-1914,Communium Rerum,1909,https://www.papalencyclicals.net//pius10/p10ans.htm,encyclical,en,html,65044,Pope St. Pius X,1903-1914
pope_st__pius_x__divino_afflatu,pope,Pope St. Pius X,1903-1914,Divino Afflatu,,https://www.papalencyclicals.net//pius10/p10divino.htm,decree,en,html,9509,Pope St. Pius X,1903-1914
pope_st__pius_x__e_supremi,pope,Pope St. Pius X,1903-1914,E Supremi,1903,https://www.papalencyclicals.net//pius10/p10supre.htm,encyclical,en,html,25257,Pope St. Pius X,1903-1914
pope_st__pius_x__editae_saepe,pope,Pope St. Pius X,1903-1914,Editae Saepe,1910,https://www.papalencyclicals.net//pius10/p10cha.htm,document,en,html,46859,Pope St. Pius X,1903-1914
pope_st__pius_x__gravissimo_officii_munere,pope,Pope St. Pius X,1903-1914,Gravissimo Officii Munere,1906,https://www.papalencyclicals.net//pius10/p10fr.htm,document,en,html,8904,Pope St. Pius X,1903-1914
pope_st__pius_x__iamdudum,pope,Pope St. Pius X,1903-1914,Iamdudum,1911,https://www.papalencyclicals.net//pius10/p10por.htm,instruction,en,html,15377,Pope St. Pius X,1903-1914
pope_st__pius_x__il_fermo_proposito,pope,Pope St. Pius X,1903-1914,Il Fermo Proposito,1905,https://www.papalencyclicals.net//pius10/p10fermo.htm,encyclical,en,html,31568,Pope St. Pius X,1903-1914
pope_st__pius_x__iucunda_sane,pope,Pope St. Pius X,1903-1914,Iucunda Sane,1904,https://www.papalencyclicals.net//pius10/p10greg.htm,encyclical,en,html,41972,Pope St. Pius X,1903-1914
pope_st__pius_x__lacrimabili_statu,pope,Pope St. Pius X,1903-1914,Lacrimabili Statu,1912,https://www.papalencyclicals.net//pius10/p10ind.htm,apostolic letter,en,html,9723,Pope St. Pius X,1903-1914
pope_st__pius_x__notre_charge_apostolique,pope,Pope St. Pius X,1903-1914,Notre Charge Apostolique,1910,https://www.papalencyclicals.net//pius10/p10notre.htm,document,en,html,52158,Pope St. Pius X,1903-1914
pope_st__pius_x__pascendi_dominici_gregis,pope,Pope St. Pius X,1903-1914,Pascendi Dominici Gregis,1907,https://www.papalencyclicals.net//pius10/p10pasce.htm,document,en,html,128631,Pope St. Pius X,1903-1914
pope_st__pius_x__pieni_l_animo,pope,Pope St. Pius X,1903-1914,Pieni L’animo,1905,https://www.papalencyclicals.net//pius10/p10clr.htm,apostolic letter,en,html,16319,Pope St. Pius X,1903-1914
pope_st__pius_x__praestantia_scripturae,pope,Pope St. Pius X,1903-1914,Praestantia Scripturae,1907,https://www.papalencyclicals.net//pius10/p10prasc.htm,encyclical,en,html,6538,Pope St. Pius X,1903-1914
pope_st__pius_x__septimo_iam,pope,Pope St. Pius X,1903-1914,Septimo Iam,,https://www.papalencyclicals.net//pius10/septimo-iam.htm,document,en,html,400,Pope St. Pius X,1903-1914
pope_st__pius_x__singulari_quadam,pope,Pope St. Pius X,1903-1914,Singulari Quadam,1912,https://www.papalencyclicals.net//pius10/p10lab.htm,document,en,html,11941,Pope St. Pius X,1903-1914
pope_st__pius_x__tribus_circiter,pope,Pope St. Pius X,1903-1914,Tribus Circiter,1904,https://www.papalencyclicals.net//pius10/p10mys.htm,document,en,html,10942,Pope St. Pius X,1903-1914
pope_st__pius_x__une_fois_encore,pope,Pope St. Pius X,1903-1914,Une Fois Encore,1907,https://www.papalencyclicals.net//pius10/p10cst.htm,document,en,html,16420,Pope St. Pius X,1903-1914
pope_st__pius_x__vehementer_nos,pope,Pope St. Pius X,1903-1914,Vehementer Nos,1906,https://www.papalencyclicals.net//pius10/p10law.htm,document,en,html,30357,Pope St. Pius X,1903-1914
pope_st__pius_x__dogma_of_the_immaculate_conception,pope,Pope St. Pius X,1903-1914,Dogma of the Immaculate Conception,1904,https://www.papalencyclicals.net//pius10/p10aniv.htm,audience,en,html,2934,Pope St. Pius X,1903-1914
pope_st__pius_x__haerent_animo,pope,Pope St. Pius X,1903-1914,Haerent Animo,1908,https://www.papalencyclicals.net//pius10/p10haer.htm,apostolic exhortation,en,html,50011,Pope St. Pius X,1903-1914
pope_st__pius_x__lamentabili_sane,pope,Pope St. Pius X,1903-1914,Lamentabili Sane,,https://www.papalencyclicals.net//pius10/p10lamen.htm,decree,en,html,13903,Pope St. Pius X,1903-1914
pope_st__pius_x__quam_singulari,pope,Pope St. Pius X,1903-1914,Quam Singulari,1905,https://www.papalencyclicals.net//pius10/p10quam.htm,decree,en,html,15642,Pope St. Pius X,1903-1914
pope_st__pius_x__the_oath_against_modernism,pope,Pope St. Pius X,1903-1914,The Oath Against Modernism,,https://www.papalencyclicals.net//pius10/p10moath.htm,document,en,html,5593,Pope St. Pius X,1903-1914
pope_st__pius_x__tra_le_sollecitudini,pope,Pope St. Pius X,1903-1914,Tra Le Sollecitudini,1903,http://www.adoremus.org/TraLeSollecitudini.html,motu proprio,en,html,21603,Pope St. Pius X,1903-1914
pope_pius_xi__acerba_animi,pope,Pope Pius XI,1922-1939,Acerba Animi,1932,https://www.papalencyclicals.net//pius11/p11animi.htm,document,en,html,21116,Pope Pius XI,1922-1939
pope_pius_xi__ad_catholici_sacerdotii,pope,Pope Pius XI,1922-1939,Ad Catholici Sacerdotii,1935,https://www.papalencyclicals.net//pius11/p11catho.htm,apostolic letter,en,html,88123,Pope Pius XI,1922-1939
pope_pius_xi__ad_salutem,pope,Pope Pius XI,1922-1939,Ad Salutem,1930,https://www.papalencyclicals.net//pius11/p11salut.htm,document,en,html,74860,Pope Pius XI,1922-1939
pope_pius_xi__apostolicorum_in_missionibus,pope,Pope Pius XI,1922-1939,Apostolicorum in Missionibus,1927,https://www.papalencyclicals.net//pius11/p11apost.htm,document,en,html,1372,Pope Pius XI,1922-1939
pope_pius_xi__caritate_christi_compulsi,pope,Pope Pius XI,1922-1939,Caritate Christi Compulsi,1932,https://www.papalencyclicals.net//pius11/p11carit.htm,encyclical,en,html,37211,Pope Pius XI,1922-1939
pope_pius_xi__casti_connubii,pope,Pope Pius XI,1922-1939,Casti Connubii,1930,https://www.papalencyclicals.net//pius11/p11casti.htm,document,en,html,106580,Pope Pius XI,1922-1939
pope_pius_xi__dilectissima_nobis,pope,Pope Pius XI,1922-1939,Dilectissima Nobis,1933,https://www.papalencyclicals.net//pius11/p11nobis.htm,document,en,html,23083,Pope Pius XI,1922-1939
pope_pius_xi__divini_illius_magistri_december_31__1929,pope,Pope Pius XI,1922-1939,"Divini Illius Magistri December 31, 1929",1929,https://www.papalencyclicals.net//pius11/p11rappr.htm,apostolic exhortation,en,html,76047,Pope Pius XI,1922-1939
pope_pius_xi__divini_redemptoris,pope,Pope Pius XI,1922-1939,Divini Redemptoris,1937,https://www.papalencyclicals.net//pius11/p11divin.htm,document,en,html,73031,Pope Pius XI,1922-1939
pope_pius_xi__ecclesiam_dei,pope,Pope Pius XI,1922-1939,Ecclesiam Dei,1923,https://www.papalencyclicals.net//pius11/p11eccle.htm,prayer,en,html,23665,Pope Pius XI,1922-1939
pope_pius_xi__ingravescentibus_malis,pope,Pope Pius XI,1922-1939,Ingravescentibus Malis,1937,https://www.papalencyclicals.net//pius11/p11grave.htm,encyclical,en,html,15447,Pope Pius XI,1922-1939
pope_pius_xi__iniquis_afflictisque,pope,Pope Pius XI,1922-1939,Iniquis Afflictisque,1926,https://www.papalencyclicals.net//pius11/p11iniqu.htm,prayer,en,html,33898,Pope Pius XI,1922-1939
pope_pius_xi__lux_veritatis,pope,Pope Pius XI,1922-1939,Lux Veritatis,1930,https://www.papalencyclicals.net//pius11/p11verit.htm,document,en,html,53153,Pope Pius XI,1922-1939
pope_pius_xi__maximam_gravissimamque,pope,Pope Pius XI,1922-1939,Maximam Gravissimamque,1924,https://www.papalencyclicals.net//pius11/p11maxim.htm,document,en,html,18428,Pope Pius XI,1922-1939
pope_pius_xi__mens_nostra,pope,Pope Pius XI,1922-1939,Mens Nostra,1929,https://www.papalencyclicals.net//pius11/p11mens.htm,apostolic constitution,en,html,34944,Pope Pius XI,1922-1939
pope_pius_xi__miserentissimus_redemptor,pope,Pope Pius XI,1922-1939,Miserentissimus Redemptor,1928,https://www.papalencyclicals.net//pius11/p11miser.htm,document,en,html,33755,Pope Pius XI,1922-1939
pope_pius_xi__mit_brennender_sorge,pope,Pope Pius XI,1922-1939,Mit Brennender Sorge,1937,https://www.papalencyclicals.net//pius11/p11brenn.htm,message,en,html,46216,Pope Pius XI,1922-1939
pope_pius_xi__mortalium_animos,pope,Pope Pius XI,1922-1939,Mortalium Animos,1928,https://www.papalencyclicals.net//pius11/p11morta.htm,document,en,html,25404,Pope Pius XI,1922-1939
pope_pius_xi__non_abbiamo_bisogno,pope,Pope Pius XI,1922-1939,Non Abbiamo Bisogno,1931,https://www.papalencyclicals.net//pius11/p11fac.htm,document,en,html,61962,Pope Pius XI,1922-1939
pope_pius_xi__nos_es_muy_conocida,pope,Pope Pius XI,1922-1939,Nos Es Muy Conocida,1937,https://www.papalencyclicals.net//pius11/p11noses.htm,document,en,html,30092,Pope Pius XI,1922-1939
pope_pius_xi__nova_impendet,pope,Pope Pius XI,1922-1939,Nova Impendet,1917,https://www.papalencyclicals.net//pius11/p11impen.htm,document,en,html,7632,Pope Pius XI,1922-1939
pope_pius_xi__quadragesimo_anno,pope,Pope Pius XI,1922-1939,Quadragesimo Anno,1931,https://www.papalencyclicals.net//pius11/p11quadr.htm,encyclical,en,html,115696,Pope Pius XI,1922-1939
pope_pius_xi__quas_primas,pope,Pope Pius XI,1922-1939,Quas Primas,1925,https://www.papalencyclicals.net//pius11/p11prima.htm,encyclical,en,html,35493,Pope Pius XI,1922-1939
pope_pius_xi__quinquagesimo_ante,pope,Pope Pius XI,1922-1939,Quinquagesimo Ante,1930,https://www.papalencyclicals.net//pius11/p11quinq.htm,document,en,html,31922,Pope Pius XI,1922-1939
pope_pius_xi__rerum_condicio,pope,Pope Pius XI,1922-1939,Rerum condicio,,https://www.papalencyclicals.net//pius11/rerum-condicio.htm,document,en,html,400,Pope Pius XI,1922-1939
pope_pius_xi__rerum_ecclesiae,pope,Pope Pius XI,1922-1939,Rerum Ecclesiae,1926,https://www.papalencyclicals.net//pius11/p11rerec.htm,document,en,html,47132,Pope Pius XI,1922-1939
pope_pius_xi__rerum_omnium_perturbationem,pope,Pope Pius XI,1922-1939,Rerum Omnium Perturbationem,1923,https://www.papalencyclicals.net//pius11/p11pertu.htm,encyclical,en,html,33749,Pope Pius XI,1922-1939
pope_pius_xi__rerum_orientalium,pope,Pope Pius XI,1922-1939,Rerum Orientalium,1928,https://www.papalencyclicals.net//pius11/p11reror.htm,document,en,html,23391,Pope Pius XI,1922-1939
pope_pius_xi__rite_expiatis,pope,Pope Pius XI,1922-1939,Rite Expiatis,1926,https://www.papalencyclicals.net//pius11/p11ritex.htm,document,en,html,54712,Pope Pius XI,1922-1939
pope_pius_xi__studiorum_ducem,pope,Pope Pius XI,1922-1939,Studiorum Ducem,1879,https://www.papalencyclicals.net//pius11/p11studi.htm,apostolic letter,en,html,39120,Pope Pius XI,1922-1939
pope_pius_xi__ubi_arcano_dei_consilio,pope,Pope Pius XI,1922-1939,Ubi Arcano Dei Consilio,1922,https://www.papalencyclicals.net//pius11/p11arcan.htm,message,en,html,65357,Pope Pius XI,1922-1939
pope_pius_xi__vigilanti_cura,pope,Pope Pius XI,1922-1939,Vigilanti Cura,1934,https://www.papalencyclicals.net//pius11/p11vigil.htm,encyclical,en,html,27294,Pope Pius XI,1922-1939
pope_pius_xii__ad_apostolorum_principis,pope,Pope Pius XII,1939-1958,Ad Apostolorum Principis,1952,https://www.papalencyclicals.net//pius12/p12apost.htm,document,en,html,26293,Pope Pius XII,1939-1958
pope_pius_xii__ad_caeli_reginam,pope,Pope Pius XII,1939-1958,Ad Caeli Reginam,1954,https://www.papalencyclicals.net//pius12/p12caeli.htm,prayer,en,html,27579,Pope Pius XII,1939-1958
pope_pius_xii__ad_sinarum_gentem,pope,Pope Pius XII,1939-1958,Ad Sinarum Gentem,1954,https://www.papalencyclicals.net//pius12/p12sinar.htm,apostolic letter,en,html,16950,Pope Pius XII,1939-1958
pope_pius_xii__anni_sacri,pope,Pope Pius XII,1939-1958,Anni Sacri,1950,https://www.papalencyclicals.net//pius12/p12anni.htm,document,en,html,8571,Pope Pius XII,1939-1958
pope_pius_xii__auspicia_quaedam,pope,Pope Pius XII,1939-1958,Auspicia Quaedam,1948,https://www.papalencyclicals.net//pius12/p12auspi.htm,prayer,en,html,7246,Pope Pius XII,1939-1958
pope_pius_xii__communium_interpretes_doloraum,pope,Pope Pius XII,1939-1958,Communium Interpretes Doloraum,1945,https://www.papalencyclicals.net//pius12/p12commu.htm,document,en,html,6078,Pope Pius XII,1939-1958
pope_pius_xii__datis_nuperrime,pope,Pope Pius XII,1939-1958,Datis Nuperrime,1956,https://www.papalencyclicals.net//pius12/p12datis.htm,encyclical,en,html,3011,Pope Pius XII,1939-1958
pope_pius_xii__deiparae_virginis_mariae,pope,Pope Pius XII,1939-1958,Deiparae Virginis Mariae,1946,https://www.papalencyclicals.net//pius12/p12deipa.htm,document,en,html,3602,Pope Pius XII,1939-1958
pope_pius_xii__divino_afflante_spiritu,pope,Pope Pius XII,1939-1958,Divino Afflante Spiritu,1893,https://www.papalencyclicals.net//pius12/p12divin.htm,decree,en,html,58637,Pope Pius XII,1939-1958
pope_pius_xii__doctor_mellifluus,pope,Pope Pius XII,1939-1958,Doctor Mellifluus,1953,https://www.papalencyclicals.net//pius12/p12docto.htm,document,en,html,32832,Pope Pius XII,1939-1958
pope_pius_xii__ecclesiae_fastos,pope,Pope Pius XII,1939-1958,Ecclesiae Fastos,1954,https://www.papalencyclicals.net//pius12/p12fasto.htm,prayer,en,html,35993,Pope Pius XII,1939-1958
pope_pius_xii__evangelii_praecones,pope,Pope Pius XII,1939-1958,Evangelii Praecones,1944,https://www.papalencyclicals.net//pius12/p12evang.htm,encyclical,en,html,54608,Pope Pius XII,1939-1958
pope_pius_xii__fidei_donum,pope,Pope Pius XII,1939-1958,Fidei Donum,1957,https://www.papalencyclicals.net//pius12/p12fidei.htm,document,en,html,43476,Pope Pius XII,1939-1958
pope_pius_xii__fulgens_corona,pope,Pope Pius XII,1939-1958,Fulgens Corona,1950,https://www.papalencyclicals.net//pius12/p12fulge.htm,document,en,html,30289,Pope Pius XII,1939-1958
pope_pius_xii__fulgens_radiatur,pope,Pope Pius XII,1939-1958,Fulgens Radiatur,1947,https://www.papalencyclicals.net//pius12/p12radia.htm,document,en,html,33700,Pope Pius XII,1939-1958
pope_pius_xii__haurietis_aquas,pope,Pope Pius XII,1939-1958,Haurietis Aquas,1956,https://www.papalencyclicals.net//pius12/p12hauri.htm,prayer,en,html,87573,Pope Pius XII,1939-1958
pope_pius_xii__humani_generis,pope,Pope Pius XII,1939-1958,Humani Generis,1950,https://www.papalencyclicals.net//pius12/p12human.htm,document,en,html,36532,Pope Pius XII,1939-1958
pope_pius_xii__in_multiplicibus_curis,pope,Pope Pius XII,1939-1958,In Multiplicibus Curis,1948,https://www.papalencyclicals.net//pius12/p12multi.htm,document,en,html,6102,Pope Pius XII,1939-1958
pope_pius_xii__ingruentium_malorum,pope,Pope Pius XII,1939-1958,Ingruentium Malorum,1951,https://www.papalencyclicals.net//pius12/p12ingru.htm,apostolic exhortation,en,html,11741,Pope Pius XII,1939-1958
pope_pius_xii__invicti_athletae,pope,Pope Pius XII,1939-1958,Invicti Athletae,1938,https://www.papalencyclicals.net//pius12/p12invic.htm,encyclical,en,html,19194,Pope Pius XII,1939-1958
pope_pius_xii__laetamur_admodum,pope,Pope Pius XII,1939-1958,Laetamur Admodum,1956,https://www.papalencyclicals.net//pius12/p12laeta.htm,encyclical,en,html,4791,Pope Pius XII,1939-1958
pope_pius_xii__le_pelerinage_de_lourdes,pope,Pope Pius XII,1939-1958,Le Pelerinage De Lourdes,1957,https://www.papalencyclicals.net//pius12/p12peler.htm,document,en,html,26583,Pope Pius XII,1939-1958
pope_pius_xii__luctuosissimi_eventus,pope,Pope Pius XII,1939-1958,Luctuosissimi Eventus,1956,https://www.papalencyclicals.net//pius12/p12luctu.htm,prayer,en,html,5004,Pope Pius XII,1939-1958
pope_pius_xii__mediator_dei,pope,Pope Pius XII,1939-1958,Mediator Dei,1947,https://www.papalencyclicals.net//pius12/p12media.htm,prayer,en,html,147678,Pope Pius XII,1939-1958
pope_pius_xii__meminisse_iuvat,pope,Pope Pius XII,1939-1958,Meminisse Iuvat,1958,https://www.papalencyclicals.net//pius12/p12memin.htm,apostolic exhortation,en,html,19878,Pope Pius XII,1939-1958
pope_pius_xii__mirabile_illud,pope,Pope Pius XII,1939-1958,Mirabile Illud,1950,https://www.papalencyclicals.net//pius12/p12mirab.htm,document,en,html,7219,Pope Pius XII,1939-1958
pope_pius_xii__miranda_prorsus,pope,Pope Pius XII,1939-1958,Miranda Prorsus,1957,https://www.papalencyclicals.net//pius12/p12miran.htm,instruction,en,html,69280,Pope Pius XII,1939-1958
pope_pius_xii__musicae_sacrae,pope,Pope Pius XII,1939-1958,Musicae Sacrae,1929,https://www.papalencyclicals.net//pius12/p12music.htm,encyclical,en,html,41421,Pope Pius XII,1939-1958
pope_pius_xii__mystici_corporis,pope,Pope Pius XII,1939-1958,Mystici Corporis,1943,https://www.papalencyclicals.net//pius12/p12mysti.htm,encyclical,en,html,106963,Pope Pius XII,1939-1958
pope_pius_xii__optatissima_pax,pope,Pope Pius XII,1939-1958,Optatissima Pax,1947,https://www.papalencyclicals.net//pius12/p12optat.htm,prayer,en,html,6291,Pope Pius XII,1939-1958
pope_pius_xii__orientales_omnes_ecclesias,pope,Pope Pius XII,1939-1958,Orientales Omnes Ecclesias,1945,https://www.papalencyclicals.net//pius12/p12omnes.htm,document,en,html,56915,Pope Pius XII,1939-1958
pope_pius_xii__orientalis_ecclesiae,pope,Pope Pius XII,1939-1958,Orientalis Ecclesiae,1931,https://www.papalencyclicals.net//pius12/p12orien.htm,brief,en,html,29793,Pope Pius XII,1939-1958
pope_pius_xii__quemadmodum,pope,Pope Pius XII,1939-1958,Quemadmodum,1946,https://www.papalencyclicals.net//pius12/p12quema.htm,document,en,html,10574,Pope Pius XII,1939-1958
pope_pius_xii__redemptoris_nostri_cruciatus,pope,Pope Pius XII,1939-1958,Redemptoris Nostri Cruciatus,1949,https://www.papalencyclicals.net//pius12/p12redem.htm,apostolic letter,en,html,7326,Pope Pius XII,1939-1958
pope_pius_xii__sacra_virginitas,pope,Pope Pius XII,1939-1958,Sacra Virginitas,1954,https://www.papalencyclicals.net//pius12/p12sacra.htm,document,en,html,56506,Pope Pius XII,1939-1958
pope_pius_xii__saeculo_exeunte_octavo,pope,Pope Pius XII,1939-1958,Saeculo Exeunte Octavo,1940,https://www.papalencyclicals.net//pius12/p12saecu.htm,document,en,html,23186,Pope Pius XII,1939-1958
pope_pius_xii__sempiternus_rex_christus,pope,Pope Pius XII,1939-1958,Sempiternus Rex Christus,1925,https://www.papalencyclicals.net//pius12/p12sempi.htm,encyclical,en,html,39324,Pope Pius XII,1939-1958
pope_pius_xii__sertum_laetitiae,pope,Pope Pius XII,1939-1958,Sertum Laetitiae,1936,https://www.papalencyclicals.net//pius12/p12sertu.htm,brief,en,html,30502,Pope Pius XII,1939-1958
pope_pius_xii__summi_maeroris,pope,Pope Pius XII,1939-1958,Summi Maeroris,1950,https://www.papalencyclicals.net//pius12/p12maero.htm,apostolic exhortation,en,html,7272,Pope Pius XII,1939-1958
pope_pius_xii__summi_pontificatus,pope,Pope Pius XII,1939-1958,Summi Pontificatus,1925,https://www.papalencyclicals.net//pius12/p12summi.htm,encyclical,en,html,72110,Pope Pius XII,1939-1958
pope_pius_xii__address_to_midwives_on_the_nature_of_their_profess,pope,Pope Pius XII,1939-1958,Address to Midwives on the Nature of Their Profession,1951,https://www.papalencyclicals.net//pius12/p12midwives.htm,biography,en,html,41126,Pope Pius XII,1939-1958
pope_pius_xii__applied_psychology,pope,Pope Pius XII,1939-1958,Applied Psychology,1953,https://www.papalencyclicals.net//pius12/p12appsy.htm,document,en,html,34062,Pope Pius XII,1939-1958
pope_pius_xii__christus_dominus,pope,Pope Pius XII,1939-1958,Christus Dominus,1953,https://www.papalencyclicals.net//pius12/p12chdom.htm,document,en,html,29071,Pope Pius XII,1939-1958
pope_pius_xii__counsel_to_teaching_sisters,pope,Pope Pius XII,1939-1958,Counsel To Teaching Sisters,1951,https://www.papalencyclicals.net//pius12/p12tchrs.htm,document,en,html,14621,Pope Pius XII,1939-1958
pope_pius_xii__democracy_and_a_lasting_peace,pope,Pope Pius XII,1939-1958,Democracy And A Lasting Peace,,https://www.papalencyclicals.net//pius12/p12xmas.htm,document,en,html,31972,Pope Pius XII,1939-1958
pope_pius_xii__exsul_familia_nazarethana,pope,Pope Pius XII,1939-1958,Exsul Familia Nazarethana,1904,https://www.papalencyclicals.net//pius12/p12exsul.htm,decree,en,html,66756,Pope Pius XII,1939-1958
pope_pius_xii__guiding_principles_of_the_lay_apostolate,pope,Pope Pius XII,1939-1958,Guiding Principles Of The Lay Apostolate,1946,https://www.papalencyclicals.net//pius12/p12layap.htm,apostolic letter,en,html,51596,Pope Pius XII,1939-1958
pope_pius_xii__menti_nostrae,pope,Pope Pius XII,1939-1958,Menti Nostrae,1950,https://www.papalencyclicals.net//pius12/p12clerg.htm,apostolic exhortation,en,html,87057,Pope Pius XII,1939-1958
pope_pius_xii__munificentissimus_deus,pope,Pope Pius XII,1939-1958,Munificentissimus Deus,1946,https://www.papalencyclicals.net//pius12/p12munif.htm,document,en,html,37083,Pope Pius XII,1939-1958
pope_pius_xii__on_psychotherapy_and_religion,pope,Pope Pius XII,1939-1958,On Psychotherapy And Religion,1952,https://www.papalencyclicals.net//pius12/p12psyre.htm,document,en,html,21893,Pope Pius XII,1939-1958
pope_pius_xii__on_rural_life,pope,Pope Pius XII,1939-1958,On Rural Life,1891,https://www.papalencyclicals.net//pius12/poprural.htm,apostolic exhortation,en,html,15749,Pope Pius XII,1939-1958
pope_pius_xii__papal_directives_for_the_woman_of_today,pope,Pope Pius XII,1939-1958,Papal Directives For The Woman Of Today,,https://www.papalencyclicals.net//pius12/p12woman.htm,document,en,html,19472,Pope Pius XII,1939-1958
pope_pius_xii__the_function_of_art,pope,Pope Pius XII,1939-1958,The Function Of Art,,https://www.papalencyclicals.net//pius12/p12art.htm,document,en,html,5828,Pope Pius XII,1939-1958
pope_pius_xii__the_internal_order_of_states_and_people,pope,Pope Pius XII,1939-1958,The Internal Order Of States And People,,https://www.papalencyclicals.net//pius12/p12ch42.htm,message,en,html,40793,Pope Pius XII,1939-1958
pope_pius_xii__the_moral_limits_of_medical_research_and_treatment,pope,Pope Pius XII,1939-1958,The Moral Limits Of Medical Research And Treatment,1952,https://www.papalencyclicals.net//pius12/p12psych.htm,document,en,html,25775,Pope Pius XII,1939-1958
pope_pius_xii__the_proofs_for_the_existence_of_god_in_the_light_o,pope,Pope Pius XII,1939-1958,The Proofs For The Existence Of God In The Light Of Modern Natural Science,1948,https://www.papalencyclicals.net//pius12/p12exist.htm,document,en,html,28884,Pope Pius XII,1939-1958
pope_pius_xii__the_states_of_perfection,pope,Pope Pius XII,1939-1958,The States Of Perfection,1947,https://www.papalencyclicals.net//pius12/p12perf.htm,prayer,en,html,23624,Pope Pius XII,1939-1958
pope_pius_xii__sacram_communionem,pope,Pope Pius XII,1939-1958,Sacram Communionem,1957,https://www.papalencyclicals.net//pius12/p12fast.htm,apostolic constitution,en,html,8476,Pope Pius XII,1939-1958
pope_pius_xii__sacramentum_ordinis,pope,Pope Pius XII,1939-1958,Sacramentum Ordinis,1947,https://www.papalencyclicals.net//pius12/p12sacrao.htm,apostolic constitution,en,html,7980,Pope Pius XII,1939-1958
