doc_id,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
pope_bl__pius_ix__gravibus_ecclesiae,0.13653326899848806,8.314606429116233e-05,8.314765216978456e-05,8.315009195501881e-05,8.314799252276735e-05,8.313304859518702e-05,0.32472803399978034,0.15407753316160563,8.31476556324745e-05,0.38416229133495955
pope_bl__pius_ix__incredibili,0.0001357201456011684,0.0001357262255566986,0.00013572328028710554,0.00013572829455419882,0.00013572711195769904,0.00013571129414136058,0.6774716885275871,0.00013571872773210654,0.00013572410646531347,0.3214425322861172
pope_bl__pius_ix__ineffabilis_deus,3.495085297303634e-05,3.4949378432929525e-05,3.4951215400012935e-05,3.495039741520828e-05,0.0358805806798033,3.494097108121035e-05,0.10320991767875698,0.6989862179288422,3.494907621630327e-05,0.16171359182107886
pope_bl__pius_ix__inter_multiplices,0.03645955942910114,0.00010062429030193983,0.0001006339119029611,0.00010063887587037477,0.017383806534105244,0.00010067498180805755,0.8894648164119853,0.00010063406028073394,0.00010063019800043204,0.05608798130664402
pope_bl__pius_ix__levate,0.05986929453728422,0.00013057691353536953,0.00013058284103273048,0.00013058060105995302,0.00013058534565089434,0.00013054859003346113,0.5483789259927806,0.00013058441001222003,0.00013058196802708956,0.39083773880058337
pope_bl__pius_ix__maximae_quidem,0.07673882297080217,0.00019385583301427715,0.05198558542189833,0.00019383335437483853,0.10828846118413964,0.0001937988152241778,0.6811912730645617,0.0001938407962044407,0.00019385670656410246,0.08082667185321625
pope_bl__pius_ix__meridionali_americae,0.0006898753791061693,0.07340493712907392,0.000689833977162832,0.0006897938394169233,0.0006899777654889837,0.0006896565175061331,0.9210765142194656,0.0006897676072695682,0.0006898634162429254,0.0006897801492672822
pope_bl__pius_ix__neminem_vestrum,0.09921781108845215,4.6892331703366154e-05,4.6894655784644214e-05,4.6894473624983866e-05,4.689467286355912e-05,4.688260606505879e-05,0.7084789889067719,4.689388661633899e-05,4.689326485394766e-05,0.1919749541132642
pope_bl__pius_ix__nemo_certe_ignorat,0.11878163292224217,0.00012094604160766571,0.00012095462980168637,0.022182193209229595,0.00012095110397230485,0.00012091949005846638,0.7027927845847711,0.00012094962703130585,0.00012094956401202004,0.1555177188272736
pope_bl__pius_ix__nostis_et_nobiscum,0.021916413932141998,3.890718535235643e-05,0.08353881689486281,3.8907150174427444e-05,0.12299473371721853,3.8895568725470885e-05,0.6228828960016406,3.890719786635039e-05,3.8907679369208024e-05,0.1484726146726485
pope_bl__pius_ix__nullis_certe_verbis,0.0001416844533657929,0.00014169339453992864,0.00014168569164858013,0.00014171045156217396,0.035296090284396536,0.00014181184965784093,0.6576346362413809,0.00014168808853156454,0.0001416892026296555,0.3060773103422869
pope_bl__pius_ix__omnem_sollicitudinem,0.4676266355825967,0.00014840033984793333,0.0001484064876047558,0.00014840338078027287,0.00014841010012543122,0.00014836901808809423,0.3088192129310939,0.00014840659624494246,0.0001484021857743709,0.22251535337784367
pope_bl__pius_ix__optime_noscitis,0.1842685787977423,0.00014952365312927447,0.00014952046553119057,0.00014951221172440903,0.00014951503040154396,0.00014947737826743343,0.6374461869386637,0.00014952273041890092,0.041406769389385756,0.13598139340473558
pope_bl__pius_ix__praedecessores_nostros,0.09304957490670385,0.00022031181195761738,0.00022030967907991854,0.0002203242353751524,0.00022030864015315873,0.00022026547888463917,0.640633532126363,0.03992037770929799,0.00022032052520786974,0.22507467488697677
pope_bl__pius_ix__probe_noscitis_venerabiles,0.1384623677769034,0.00018522263849987786,0.00018524030901200423,0.0001852277387736383,0.03609608487952864,0.00018519713870057385,0.7865792689833214,0.0001852300925049657,0.037750918796709464,0.00018524164604584095
pope_bl__pius_ix__quae_in_patriarchatu,0.23670067783023532,0.00010103196284692802,0.00010103716756338836,0.00010103632482302789,0.00010103357949055974,0.00010102979302515032,0.28397170147948925,0.00010103126030953115,0.00010103318076280034,0.478620387421454
pope_bl__pius_ix__quanta_cura,6.271396103747441e-05,6.271411021966518e-05,0.04087432385506685,6.27146210324732e-05,0.2554099475386268,6.269746189617493e-05,0.5287820510057377,0.0375868378619996,6.271109120466246e-05,0.13703328849317867
pope_bl__pius_ix__quanto_conficiamur_moerore,7.747819379247507e-05,7.747875819610161e-05,7.748240790843212e-05,0.015636454421740196,0.00021625837732893065,7.74664797086458e-05,0.8252876272467354,0.030674613118992517,7.748372007974442e-05,0.12779765727551753
pope_bl__pius_ix__quartus_supra,0.14893439326823266,2.466773521112379e-05,0.06643326616654706,2.466771738738189e-05,0.0014589431188983943,2.466535472180306e-05,0.24500250648318092,2.4667190393877875e-05,2.466722159977877e-05,0.538047555743827
pope_bl__pius_ix__qui_nuper,0.032276471236261366,0.00047628882495834464,0.00047629302095867406,0.0004763266457537518,0.0004763050008961368,0.0004761948978546245,0.7410413259257564,0.0004763227659395196,0.00047631008156677815,0.2233481616000542
pope_bl__pius_ix__qui_pluribus,4.0994828978245384e-05,4.099437668282606e-05,0.12497876768209745,0.02120083956780457,0.07383274099507098,4.098380992791339e-05,0.7085102771561531,0.006946509467737738,4.099443757161713e-05,0.06436689767797538
pope_bl__pius_ix__quod_nunquam,0.030700413291673462,0.00015629673065219093,0.00015629482943662316,0.012393221960436773,0.04269569421280482,0.00015647871679594263,0.5257804874257251,0.0001562830931211837,0.00015629296996977267,0.38764853676938404
pope_bl__pius_ix__respicientes,7.31738255797719e-05,7.317470231362597e-05,0.03958034642488672,7.317388664742569e-05,7.317497798077525e-05,7.315468574732385e-05,0.5411071850755945,7.317554107861402e-05,7.31699510293072e-05,0.418800270929142
pope_bl__pius_ix__saepe_venerabiles_fratre,0.00019689854742821684,0.00019690700629896335,0.00019689315826886507,0.045889807447333134,0.00019690604870017278,0.00019685102453049344,0.9192414141697417,0.00019690863582125573,0.00019690869037091596,0.03349050527150638
pope_bl__pius_ix__saepe_venerabiles_fratres,0.00019689854742821684,0.00019690700629896335,0.00019689315826886507,0.045889807447333134,0.00019690604870017278,0.00019685102453049344,0.9192414141697417,0.00019690863582125573,0.00019690869037091596,0.03349050527150638
pope_bl__pius_ix__singulari_quidem,0.09214489693073517,4.4160639100475555e-05,0.11367366612576515,4.416299182146132e-05,4.416373737840236e-05,4.4157295660380955e-05,0.629313761008058,0.03509051334153389,4.4162628743536796e-05,0.1295563553012035
pope_bl__pius_ix__the_syllabus_of_errors,0.16961975954503736,5.6545362765230705e-05,0.2610298256779186,5.6542172150828865e-05,0.3545389805426287,0.004602568891382796,0.09219398422093043,5.654093152931139e-05,5.654497246614921e-05,0.11778870768319055
pope_bl__pius_ix__ubi_nos,9.236104997559649e-05,9.236312855030362e-05,9.236533233292015e-05,9.23634892208892e-05,0.11157265369757255,9.23366622134631e-05,0.7009364728582781,0.00967927140980624,9.23604911244924e-05,0.17725745188092543
pope_bl__pius_ix__ubi_primum,0.05051845826477509,0.00011577401438460147,0.044060767833921086,0.00011576989382390033,0.09285941298919274,0.00011574172886081495,0.6668661899525369,0.00011577606068081764,0.02931507186158658,0.11591703740023769
pope_bl__pius_ix__vix_dum_a_nobis,0.02395247434903543,0.00011040601144352187,0.05220797762428716,0.00011040689547694962,0.22587454685510722,0.00011038064499538384,0.4379911934633342,0.00011039983082446023,0.00011040737019874627,0.2594218069552969
pope_boniface_viii__unam_sanctam,0.00028991425705136484,0.00028991344946521774,0.0002899303664934296,0.2402783555517437,0.07484626249577088,0.0002898590776725648,0.0002899472969091081,0.18844595367222217,0.00028992029668797826,0.4946899435359836
pope_clement_v__exivi_de_paradiso,0.00016755126713253253,0.00016753694053634496,0.00016754446634156353,0.00016753187354167845,0.00016754400446176111,0.00016751133187099901,0.00016753630595763559,0.0001675404359879986,0.00016753217491980363,0.9984921711992496
pope_clement_viii__ex_supernae_dispositionis_arbitrio,0.000500102556674591,0.0005000194086174533,0.0005001412238551944,0.0005000243838180848,0.0005001038817909395,0.9954992366079762,0.0005000113118236034,0.0005002476271551827,0.0005000268724295342,0.0005000861258591735
pope_clement_xi__latin_w_partial_french_translation,0.01650199661236608,2.85130426972557e-05,0.020875274094616862,0.034617605403248666,2.851225137038163e-05,0.9246077727444427,2.8515146396099105e-05,2.8515420871990535e-05,2.85128180602477e-05,0.0032547824659295735
pope_clement_xi__unigenitus,7.139365773050316e-05,7.139324917982104e-05,0.1030059135653064,0.2725451842210611,0.021133949503655273,7.137860156100004e-05,0.16118780223678456,0.2067498587187967,7.139502005427697e-05,0.23509173122587051
pope_clement_xii__in_eminenti,0.023304059256274306,0.00026254101693723046,0.00026253300035035545,0.00026252886969038133,0.12311445373084653,0.0002624685486399747,0.26641867353347726,0.00026254465176900685,0.00026253892125083835,0.5855876584707642
pope_clement_xiii__a_quo_die,4.8509097830174035e-05,4.8510617392548653e-05,4.851152293995263e-05,0.24642444660928792,4.851066944018988e-05,4.849740466657295e-05,0.5737068807874068,0.02732174591404933,4.850987480989626e-05,0.15225587750217665
pope_clement_xiii__accedamus_cum_fiducia,0.00013661434692284024,0.0001366127546920593,0.00013661306019030806,0.00013661333981358482,0.00013661248549020973,0.9987704827313186,0.00013661247656345522,0.00013661300927708298,0.0001366128078238968,0.00013661298790819686
pope_clement_xiii__appetente_sacro,0.09360406208542364,0.00021650255947591146,0.0002165033417607194,0.06941858901719593,0.05331534387501036,0.00021645196966746047,0.2977230081002723,0.37090925890866827,0.00021649694308595855,0.11416378319943961
pope_clement_xiii__christianae_reipublicae,0.0001602928579491073,0.0001602971573987891,0.16593067939748898,0.044249104792617275,0.00016030112285651054,0.00016025781406806764,0.5806591012029081,0.00016030702198499284,0.0001602971723576905,0.20819936146037046
pope_clement_xiii__cum_primum,0.08714722310140646,0.04175175339997391,0.01664973673923609,6.420142852646838e-05,0.050896888474406904,6.418542338156174e-05,0.2033898253496008,6.420085138611709e-05,6.420426185025872e-05,0.5999077809702315
pope_clement_xiii__in_dominico_agro,0.0001284107241232217,0.00012841036861863694,0.20503899758563984,0.03379905103861738,0.00012840379834429255,0.000128373760808468,0.5877220500326462,0.00012840811985941785,0.029805192883829268,0.14299270168751319
pope_clement_xiii__pastoralis_officii,0.00014818670599551129,0.00014819063877162262,0.19003700598301762,0.000148181032216697,0.19066565775188163,0.0001481504007354116,0.37668719454656496,0.00014818428413879045,0.00014818296574558773,0.24172106569093207
pope_clement_xiii__quam_graviter,0.00035587377396747804,0.0003558732989899511,0.0003558730118322816,0.0003558733678893531,0.00035587349118205617,0.9967971411880121,0.00035587316312673357,0.00035587335284130407,0.0003558726421200581,0.0003558727100388401
pope_clement_xiii__quanta_auxilii,0.00015949013522314408,0.0001594909592100006,0.0001594904036393569,0.00015949122123467264,0.00015949070119467985,0.9985645801124864,0.0001594917969665115,0.00015949354102611356,0.0001594900003422501,0.0001594911286767912
pope_clement_xiii__quanto_in_dolore,0.00013126060659873092,0.00013123434726351152,0.00013123734381456536,0.00013123379331140986,0.000131236174922982,0.9988188505041831,0.00013124135229614615,0.0001312338601248903,0.00013123577766919382,0.00013123623981549707
pope_clement_xiii__summa_quae,0.00023370987152148543,0.00023370473274665195,0.09870942561239486,0.0002337172523297559,0.020248846152202474,0.00023364599539633336,0.6704417169796968,0.00023371676787471135,0.04144776865689953,0.16798374797893745
pope_clement_xiii__ubi_primum_accepimus,0.00033444989594955615,0.0003344493551848729,0.00033444871489173196,0.0003344496666426692,0.00033444894078884716,0.9969899575853449,0.0003344487827208212,0.00033444936003080146,0.0003344490123972471,0.00033444868604852874
pope_clement_xiii__venimus_in_altitudinem,9.652627125449385e-05,9.652568417903576e-05,9.652540005702053e-05,9.65254065882698e-05,9.652611621893091e-05,0.9991312678932457,9.652578333294826e-05,9.652593017583607e-05,9.652561453375873e-05,9.652590041392467e-05
pope_clement_xiv__cum_summi,0.00011537503631591174,0.0001153715511831716,0.09487547729039253,0.00011537474621143257,0.0877577230986667,0.00011534154934925235,0.7473532431966186,0.04485657317534036,0.00011537596484910063,0.024580144391073012
pope_clement_xiv__decet_quam_maxime,0.3706515380437697,2.3288923611683826e-05,2.3288921328142953e-05,2.3288906343328294e-05,0.025586536899930023,0.0006012520743100022,2.3289766389016333e-05,2.328896294799535e-05,2.3288428670131192e-05,0.6030209390726999
pope_clement_xiv__inscrutabili_divinae_sapientiae,0.13392354885420138,0.00019807928102498178,0.00019807728278244162,0.052978703597603156,0.00019807309159565765,0.00019802179724563991,0.1641862269189274,0.12714331166992673,0.00019807560850787414,0.5207778818981846
pope_clement_xiv__salutis_nostrae,0.00012678449537740588,0.00012677466065417721,0.00012676956359333923,0.12206682011633575,0.00012677336587727151,0.00012674346981801768,0.4051412581825274,0.27176764198215514,0.00012677693787946194,0.20026365722578213
pope_eugene_iv__sicut_dudum,0.0003040499485488312,0.00030402429657138314,0.00030402448959133575,0.0003040478269555898,0.04650459953904759,0.00030400789995208623,0.26529606378535653,0.0003040267351954417,0.00030403713873807507,0.6860711183400432
pope_francis__amoris_laetitia___post_synodal_apostolic_exhortati,0.6947861075237728,0.006250974707811104,0.006250450147728854,0.11223557145260714,0.14922224516277263,0.006250303654300689,0.006251018821116445,0.006250571206375123,0.006251911962574989,0.006250845360940211
pope_francis__belarusian,0.18213637049410025,0.0011241193537409433,0.0011237846355347766,0.2587952788094824,0.0011236560314701802,0.4336577388582797,0.001123785963411024,0.001123966096987001,0.10027271256589344,0.01951858719110038
pope_francis__chinese_simple,0.07593581227944075,0.07662457444157585,0.0012504205655207647,0.5841755737561783,0.0012502506077077655,0.22472574647236007,0.0012502619286470387,0.0012502748301965272,0.032286893156151096,0.0012501919622218232
pope_francis__dilexit_nos_,0.0059329955295875725,0.10207017564609676,0.00881332064033149,0.6356723170568833,7.749054835100397e-06,0.0024602349441919893,0.0815396666542299,0.1569785795814924,0.006517211494830181,7.749397521251407e-06
pope_francis__evangelii_guadium,4.404546239573935e-06,0.3445744056581274,0.01272607291677608,0.25925287290495147,4.404544655394902e-06,4.4047516514066315e-06,0.06242089121442012,0.017327882580276288,0.3027389455861546,0.0009457152967474571
pope_francis__fratelli_tutti_,5.29844419104568e-06,0.8586795251810735,5.298414124579867e-06,0.08945851033083362,5.298355892062599e-06,0.0009181546871698712,0.04094477511201151,5.2983485177714694e-06,5.2983395006589665e-06,0.009972542786685327
pope_francis__laudato_si_,5.595652312895598e-06,0.9019146435444929,5.595717486248449e-06,0.05264298418202565,5.5955658602156864e-06,5.5949830472815485e-06,0.002744684391339464,0.035596965526521154,0.0070727448072041175,5.595629709953413e-06
pope_francis__lumen_fidei,1.181959729196952e-05,0.013865405869590222,0.13436357138043045,0.8077280118507268,1.1819384926975778e-05,1.181993039216715e-05,0.0051788941025119615,0.00923170751281303,0.029585130315913265,1.1820055403217904e-05
pope_francis__misericordia_et_misera,0.017797259135356076,0.0664782654982797,3.0091980511496306e-05,0.6903430280066613,3.0093315984283743e-05,3.0084656421507318e-05,0.11130005806505819,0.012549484142341093,0.10141154221326973,3.009298611666893e-05
pope_francis__placuit_deo,0.012747310347987683,0.09165582958828945,0.0339295446258276,0.6808426359283261,5.4480674408489435e-05,5.447758624801989e-05,5.448291723927783e-05,0.05875140537844027,0.11827323380356408,0.003636599149668995
pope_gregory_ix__mira_circa_nos,0.00015554931691255143,0.00015557088174654655,0.00015555432672767692,0.25993983812383614,0.00015556302746346407,0.00015552344993652545,0.3714640846062758,0.29179033194756904,0.00015555233526322863,0.07587243198426892
pope_gregory_x__protection_of_the_jews,0.00023816229328812546,0.00023817764368422046,0.0002381639512901189,0.04463405797501966,0.060323365693871187,0.00023809711078833526,0.00023816676626435462,0.11800447995023013,0.00023817130912065593,0.7756091573064432
pope_gregory_xiii__english___alternate_wikisource_translation,0.46692298640087976,0.00013041080574882115,0.00013041483297591638,0.00013041696995343304,0.00013041714203767066,0.00013038521732236874,0.03566040019508648,0.09384596295545795,0.00013040978334887264,0.40278819569718877
pope_gregory_xiii__inter_gravissimas,0.5561762888611448,0.0006995200680714641,0.0006994787828389001,0.08790142660924116,0.0006994420316377798,0.04795489226872288,0.0006994627790479423,0.0006995311707575012,0.0006994910862500071,0.30377046634228766
pope_gregory_xvi__commissum_divinitus,0.10464125439468355,6.589240643808012e-05,0.036844882804998126,6.589315419703315e-05,0.1634383067431334,6.587682196399572e-05,0.32878606516972125,6.58935102059535e-05,6.589456335650499e-05,0.3659600404313021
pope_gregory_xvi__cum_primum,0.00020497050439860785,0.00020496466652086828,0.00020498248825765575,0.035476723014472696,0.06443502068014202,0.0002049248680983529,0.6317660222089332,0.00020497600762169198,0.00020496453353869857,0.2670924510280162
pope_gregory_xvi__in_supremo_apostolatus,0.00019768573891427204,0.06952098729186357,0.00019768290653936316,0.00019768533752247957,0.10980261293639927,0.0001976318413263824,0.44063983702351733,0.0001976807256964082,0.0001976815146943031,0.37885051468352665
pope_gregory_xvi__inter_praecipuas,0.2586683595794086,6.744790252240481e-05,6.744781887383784e-05,6.744762175049173e-05,0.1510444311323277,0.005286072818617494,0.31510267779348317,6.74495156000154e-05,6.74493925417917e-05,0.2695612164248745
pope_gregory_xvi__mirari_vos,5.722363157087674e-05,5.722272425709019e-05,0.06637947370713779,5.7223284335887264e-05,0.1392073454946507,5.720857628048975e-05,0.5291666765864073,0.019125751936384744,5.7222138843286805e-05,0.2458346519201319
pope_gregory_xvi__probe_nostis,0.00012125081346427605,0.00012124879153752381,0.00012125132501196247,0.005485113807148909,0.027329462490922732,0.00012121507770541212,0.8408299335872489,0.00012124733222909375,0.027167757351251348,0.09858151942347967
pope_gregory_xvi__quas_vestro,0.21241973703384986,0.00014187480266175873,0.00014188018643733594,0.00014187445904121913,0.336814363153425,0.00014184617095020375,0.32088264619651985,0.0001418765064802862,0.00014187934718206226,0.12903202214345255
pope_gregory_xvi__quo_graviora,0.07935898689794546,7.201152525377201e-05,0.19813138882732223,7.201370105646996e-05,0.013979529153165809,7.199557713576475e-05,0.39859823004152,7.201611511322578e-05,7.201243824841255e-05,0.3095718157232389
pope_gregory_xvi__singulari_nos,0.00013853667928274198,0.00013854730422374465,0.1482061602796168,0.017348087379186312,0.05478929420244133,0.0051123939263000495,0.5528089164596515,0.00013853789667017568,0.00013855340400975986,0.2211809724686177
pope_gregory_xvi__summo_iugiter_studio,0.024346646538966458,0.00012426112905058507,0.00012425713171591423,0.00012426639621570545,0.29355855059176217,0.0001242245128999287,0.2904375974241435,0.00012425363633214077,0.00012426848496000455,0.3909116741539536
pope_honorious_iii__solet_annuere,0.00010154268132317634,0.00010154310431225355,0.00010154319132894111,0.005956187086837205,0.00010155099733405586,0.00010152442068282158,0.07458885655543741,0.12488719874393908,0.00010154637491844103,0.7939585068438867
pope_innocent_iv__quae_honorem_conditoris_omnium,0.00012109805603472616,0.04597539180109898,0.00012110096326032932,0.03592757363956261,0.00012109638802448318,0.00012106764716248586,0.18873614119991838,0.1810166806990151,0.00012109870319064139,0.5477387509027323
pope_innocent_xi__coelestis_pastor,0.00010082834211306016,0.00010082979665114453,0.3239898689706157,0.12262985912426301,0.00010083553956110729,0.00010080749466573054,0.09322481239733275,0.29220328705821047,0.00010083049866805263,0.16744804077791892
pope_john_xxii__ad_ea_ex_quibus,0.006252650974190722,0.006250487200530912,0.006250930246909619,0.006252073390493496,0.006250405052014446,0.006253180922157789,0.00625071689554462,0.006252690648050871,0.00625093773476659,0.9437359269353409
pope_john_xxii__quia_quorundam,4.5258797327350085e-05,4.525795878604574e-05,0.07884774998443703,4.5260737996607514e-05,0.08562509599147691,4.525870493710938e-05,4.525982823545713e-05,4.526069586252246e-05,4.525867862756497e-05,0.8352103386223133
pope_john_xxii__quum_inter_nonnullos,0.0003704849703435586,0.00037044931473026346,0.14869870806650182,0.0003704737831133915,0.0003704853405717315,0.00037041758566929046,0.0003704772308758445,0.05520358339034858,0.0003704551346987413,0.7935044651831469
pope_john_xxii__summa_providit_altitudo_consilii,0.0007582214830359753,0.0007576505761067425,0.0007577207719040404,0.0007576106488925668,0.0007576779705929617,0.9931803358650092,0.0007576993187698774,0.0007576474595199948,0.0007576590019583853,0.0007577769042101688
pope_leo_x__decet_romanum_pontificem,0.00013109430361084513,0.00013109994186825385,0.00013109906107645655,0.00013109562402438042,0.0001310990822084199,0.00013106232933559673,0.13986248502520876,0.00013110136664730855,0.0001310963815322646,0.8590887668844878
pope_leo_x__exsurge_domine,6.216760219180576e-05,6.216496487544317e-05,0.03884746265246383,0.05006839696859463,0.013381920685151413,6.21516493589968e-05,0.20300210742330219,0.05562387359996082,6.21667143764387e-05,0.6388275877397244
pope_leo_xii__charitate_christi,0.05242980027821081,4.637386792190062e-05,4.637482119902855e-05,4.637499381250399e-05,0.032243712955414894,4.63666012603776e-05,0.45896424790086676,0.17923335604286808,4.637301806318461e-05,0.2768970195203826
pope_leo_xii__quanta_laetitia,0.7624617671980802,0.0041683337548422406,0.004167894106958806,0.00416813351116699,0.0041673247456437005,0.004166799486726124,0.0041676956924827585,0.004167483506667161,0.004167607698874845,0.20419696029855725
pope_leo_xii__quo_graviora,0.02249074901363573,2.7344877625208364e-05,0.013777998811740407,0.002584644454992184,0.11488550975558025,0.0017879762367438508,0.2922535265579426,0.0028986768607515813,2.7345093700381065e-05,0.5492662283372878
pope_leo_xii__quod_hoc_ineunte,8.506322191998819e-05,8.505591287849676e-05,8.505512321349119e-05,8.505848304424574e-05,8.505575294830992e-05,8.503510079037672e-05,0.4835366247940893,0.32972598166945943,8.505463256799227e-05,0.18614201530908825
pope_leo_xii__ubi_primum,7.895121573413648e-05,7.894598252828137e-05,0.11507061045856544,0.060081894922762696,0.02577013715102658,7.892693172153957e-05,0.5625687652028742,7.894902327190275e-05,7.894592948009959e-05,0.2361138731820352
pope_leo_xiii__ad_extremas,0.1618919955423623,0.00869383675821253,0.013114266591148923,0.00012973371225363982,0.00012973745948509824,0.00012970252699659994,0.7033701546972174,0.0001297332087869404,0.0707548703951353,0.04165596910840142
pope_leo_xiii__adiutricem,5.739196410506098e-05,5.738795443765807e-05,5.7388579583833346e-05,0.03893166144935677,5.7386904069780745e-05,5.737262705521568e-05,0.5250120510969062,0.42733238432785753,5.738752539775166e-05,0.008379587571230336
pope_leo_xiii__aeterni_patris,0.012506124848489108,2.8342948471179255e-05,0.3680173616994144,2.834450974219123e-05,0.19263103523378614,2.8339478693437104e-05,0.2859948921213561,0.09541898052659858,2.834310819530836e-05,0.04531823552525355
pope_leo_xiii__affari_vos,9.151638517408174e-05,0.038198298071895904,0.28958487290374196,9.15108780136087e-05,0.17196268829931327,9.149454043726722e-05,0.4617613875163279,9.151128719865284e-05,9.151375770187676e-05,0.038035206360195424
pope_leo_xiii__amantissimae_voluntatis,4.918135430190524e-05,4.917970859293054e-05,0.002636470625603928,0.09441404068007217,0.0007080527391666334,4.917414252380214e-05,0.6626736046370865,0.19256440287189897,4.9177613185970465e-05,0.04680671562756703
pope_leo_xiii__annum_sacrum,9.134755508577933e-05,9.134899031441445e-05,0.03646841686416665,0.04458176250812573,0.04952750075098535,9.132532978234299e-05,0.4059992812938615,0.37752351903474557,9.134475802610694e-05,0.08553415291490662
pope_leo_xiii__apostolicae_curae,0.335660665604777,4.674048570820407e-05,0.14728899516070676,4.674193372461923e-05,0.07143530989552088,4.673239400788106e-05,0.1312865346846515,0.07795936171200256,4.6741189485298666e-05,0.23618217693941532
pope_leo_xiii__arcanum,2.760849610270281e-05,2.7608580473415253e-05,2.7609405608602413e-05,0.04608495865460018,0.6653542096882323,2.7601666237729762e-05,0.18484338319709118,0.01130593714620477,2.760810938977149e-05,0.09227347505605941
pope_leo_xiii__au_milieu_des_sollicitudes,4.5115797856619176e-05,0.04212221970258409,0.4581614777712087,4.511758692004009e-05,0.06032773320715731,4.510633594484869e-05,0.4058911027933698,4.5116846273636623e-05,4.511600297641872e-05,0.03327189395570866
pope_leo_xiii__augustissimae_virginis_mariae,8.571416077608347e-05,8.571578224966262e-05,8.571525570164528e-05,0.028596831641986637,8.571609770649253e-05,8.569199441666242e-05,0.2973257801523977,0.6734774048771528,8.571326386438656e-05,8.571677374806263e-05
pope_leo_xiii__auspicato_concessum,5.869836010997466e-05,0.02609777740884272,0.06388767649803512,5.870268601713182e-05,0.046604129688910666,5.868591644506561e-05,0.5716422299561829,0.2656808047789256,5.870001887160915e-05,0.025852594687659314
pope_leo_xiii__caritatis_studium,6.641880687884878e-05,6.641965679603442e-05,0.1574958943871678,0.02113358824619404,0.09434447516183224,6.642079831568087e-05,0.5166171436192835,0.1652994156848505,6.641845319817032e-05,0.04484380518548322
pope_leo_xiii__catholicae_ecclesiae,0.0001449708934289395,0.07193008128613138,0.0001449675609035648,0.031517988716004024,0.020252045246773567,0.00014492956263126002,0.6973518844963768,0.0001449609324408095,0.06721379528325787,0.11115437602205197
pope_leo_xiii__christi_nomen,0.18770999149273185,0.00021283427638834184,0.00021283240892986662,0.0002128146221111521,0.000212832796042677,0.00021278741855628995,0.8105874368266258,0.00021281944937437834,0.0002128270850516643,0.0002128236241877878
pope_leo_xiii__constanti_hungarorum,0.05298144901528766,0.00497879127315975,0.12237611893447474,8.660046045165023e-05,0.09937875370178123,8.658134360815928e-05,0.6974077189947104,8.659996053023067e-05,0.02253078076001741,8.660555597859566e-05
pope_leo_xiii__cum_multa,8.260056413494735e-05,8.259860625299222e-05,0.20042946486003266,8.25969477394238e-05,0.10991299444356933,8.257696246602501e-05,0.6395303967593965,8.260246725085905e-05,8.25962487626918e-05,0.04963157214039452
pope_leo_xiii__custodi_di_quella_fede,7.464614859336597e-05,0.0832004436431785,0.19856576844510349,7.464817895002485e-05,0.05691336080559196,7.462948668482022e-05,0.6124817767352729,7.464713363490852e-05,7.464595063806883e-05,0.04846543347235196
pope_leo_xiii__dall_alto_dell_apostolico_seggio,4.020503139771014e-05,0.03639463341052181,0.25671036383571083,4.020300807979507e-05,0.038547524196031815,4.019317610655826e-05,0.6402496484265543,4.020472370249847e-05,4.020363415351862e-05,0.02789682055774104
pope_leo_xiii__depuis_le_jour,0.08972513898382438,0.007411828939657539,0.3321733322488258,3.370276348748641e-05,0.016689658460398726,0.0010447212123233778,0.49224898876161494,3.370293989019957e-05,0.05571050218865864,0.004928423501318992
pope_leo_xiii__diuturni_temporis,0.04686830076018455,0.0001992531659112055,0.0001992519705651034,0.00019925773235432038,0.00019925532577806958,0.00019920646960019958,0.23025176083360915,0.7214852026703211,0.00019924898896680294,0.00019926208270958976
pope_leo_xiii__diuturnum,4.61576645783092e-05,4.616023637670457e-05,0.051289661752849075,4.6159770799075056e-05,0.43839538241248655,4.614705226385134e-05,0.39651518489371257,4.6160934640823305e-05,4.6158133552575257e-05,0.11352282714874044
pope_leo_xiii__divinum_illud_munus,3.6800313378416926e-05,3.680130183908727e-05,3.6803494727936704e-05,0.19155414992059602,0.04913903365839673,0.0012812089015661445,0.1305059885817016,0.5837934230113362,3.68004990075995e-05,0.04357899031745015
pope_leo_xiii__dum_multa,0.110228707017375,0.02962425377174019,0.00029859178794285236,0.00029859896447764,0.38218189999676566,0.00029850798427692813,0.47617364701176274,0.0002985937357974875,0.0002985979323077847,0.0002986017975536003
pope_leo_xiii__etsi_cunctas,0.0005782185480326004,0.0005782016019827519,0.08865565735020335,0.0005782141715893031,0.0005782116476246831,0.0005780395367843375,0.7139764492648267,0.0005782570571739749,0.0005781765392495208,0.19332057428253274
pope_leo_xiii__etsi_nos,5.4422504508436026e-05,5.442401573428566e-05,0.1405567763083112,5.4419267735995716e-05,0.1430073008476712,5.4409446863252964e-05,0.676035459848025,5.4420862056251135e-05,5.4417987540328305e-05,0.04007394891155407
pope_leo_xiii__exeunte_iam_anno,4.632596585492125e-05,4.6330211012673696e-05,0.042174851150013355,0.07788579609716653,0.21226917632110517,4.6318035999093313e-05,0.5840099615800404,0.07867088362782264,4.6329565109545276e-05,0.004804027445875595
