term_str,doc_id
poor,vatican__benedict-xvi__en__homilies_2009_documents_hf_ben_xvi_hom_20091011_canonizzazioni_html
poor,vatican__benedict-xvi__en__homilies_2009_documents_hf_ben_xvi_hom_20091108_brescia_html
poor,vatican__benedict-xvi__en__homilies_2009_documents_hf_ben_xvi_hom_20091128_vespri_avvento_html
poor,vatican__benedict-xvi__en__homilies_2010_documents_hf_ben_xvi_hom_20100106_epifania_html
poor,vatican__benedict-xvi__en__homilies_2010_documents_hf_ben_xvi_hom_20100202_vita_consacrata_html
poor,vatican__benedict-xvi__en__homilies_2010_documents_hf_ben_xvi_hom_20100211_giornata_malato_html
poor,vatican__benedict-xvi__en__homilies_2010_documents_hf_ben_xvi_hom_20100329_anniv_morte_gpii_html
poor,vatican__benedict-xvi__en__homilies_2010_documents_hf_ben_xvi_hom_20100511_terreiro_paco_html
poor,vatican__benedict-xvi__en__homilies_2010_documents_hf_ben_xvi_hom_20100605_religiosi_cipro_html
poor,vatican__benedict-xvi__en__homilies_2010_documents_hf_ben_xvi_hom_20100611_concl_anno_sac_html
poor,vatican__benedict-xvi__en__homilies_2010_documents_hf_ben_xvi_hom_20100919_beatif_newman_html
poor,vatican__benedict-xvi__en__homilies_2010_documents_hf_ben_xvi_hom_20101017_canonizations_html
poor,vatican__benedict-xvi__en__homilies_2010_documents_hf_ben_xvi_hom_20101024_chiusura_sinodo_mo_html
poor,vatican__benedict-xvi__en__homilies_2010_documents_hf_ben_xvi_hom_20101107_barcelona_html
poor,vatican__benedict-xvi__en__homilies_2011_documents_hf_ben_xvi_hom_20110106_epifania_html
poor,vatican__benedict-xvi__en__homilies_2011_documents_hf_ben_xvi_hom_20110202_vita_consacrata_html
poor,vatican__benedict-xvi__en__homilies_2011_documents_hf_ben_xvi_hom_20110820_seminaristi_madrid_html
poor,vatican__benedict-xvi__en__homilies_2011_documents_hf_ben_xvi_hom_20110911_ancona_html
poor,vatican__benedict-xvi__en__homilies_2011_documents_hf_ben_xvi_hom_20110924_domplatz_erfurt_html
poor,vatican__benedict-xvi__en__homilies_2011_documents_hf_ben_xvi_hom_20111009_vespri_serra_san_bruno_html
poor,vatican__benedict-xvi__en__homilies_2011_documents_hf_ben_xvi_hom_20111023_canonizzazioni_html
poor,vatican__benedict-xvi__en__homilies_2011_documents_hf_ben_xvi_hom_20111120_benin_es_apost_html
poor,vatican__benedict-xvi__en__homilies_2011_documents_hf_ben_xvi_hom_20111212_america_latina_html
poor,vatican__benedict-xvi__en__homilies_2011_documents_hf_ben_xvi_hom_20111224_christmas_html
poor,vatican__benedict-xvi__en__homilies_2012_documents_hf_ben_xvi_hom_20120106_epifania_html
poor,vatican__benedict-xvi__en__homilies_2012_documents_hf_ben_xvi_hom_20120202_vita_consacrata_html
poor,vatican__benedict-xvi__en__homilies_2012_documents_hf_ben_xvi_hom_20120325_vespri_leon_html
poor,vatican__benedict-xvi__en__homilies_2012_documents_hf_ben_xvi_hom_20120513_arezzo_html
poor,vatican__benedict-xvi__en__homilies_2012_documents_hf_ben_xvi_hom_20120603_milano_html
poor,vatican__benedict-xvi__en__homilies_2012_documents_hf_ben_xvi_hom_20120715_frascati_html
poor,vatican__benedict-xvi__en__homilies_2012_documents_hf_ben_xvi_hom_20120916_libano_html
poor,vatican__benedict-xvi__en__homilies_2012_documents_hf_ben_xvi_hom_20121011_anno_fede_html
poor,vatican__benedict-xvi__en__homilies_2012_documents_hf_ben_xvi_hom_20121021_canonizzazioni_html
poor,vatican__benedict-xvi__en__homilies_2012_documents_hf_ben_xvi_hom_20121224_christmas_html
poor,vatican__benedict-xvi__en__homilies_2013_documents_hf_ben_xvi_hom_20130101_world_day_peace_html
poor,vatican__benedict-xvi__en__homilies_2013_documents_hf_ben_xvi_hom_20130106_epifania_html
poor,vatican__benedict-xvi__en__homilies_2013_documents_hf_ben_xvi_hom_20130202_vita_consacrata_html
poor,vatican__benedict-xvi__en__letters_2005_documents_hf_ben_xvi_let_20050519_pellegr_saragozza_html
poor,vatican__benedict-xvi__en__letters_2005_documents_hf_ben_xvi_let_20050927_consecrated_life_html
poor,vatican__benedict-xvi__en__letters_2006_documents_hf_ben_xvi_let_20061216_vertice_g8_html
poor,vatican__benedict-xvi__en__letters_2007_documents_hf_ben_xvi_let_20070428_scienze_sociali_html
poor,vatican__benedict-xvi__en__letters_2007_documents_hf_ben_xvi_let_20070527_primate_ungheria_html
poor,vatican__benedict-xvi__en__letters_2007_documents_hf_ben_xvi_let_20070810_giovanni_crisostomo_html
poor,vatican__benedict-xvi__en__letters_2008_documents_hf_ben_xvi_let_20080301_capitolo_salesiani_html
poor,vatican__benedict-xvi__en__letters_2008_documents_hf_ben_xvi_let_20080619_xxv_ruini_html
poor,vatican__benedict-xvi__en__letters_2009_documents_hf_ben_xvi_let_20090616_anno_sacerdotale_html
poor,vatican__benedict-xvi__en__letters_2009_documents_hf_ben_xvi_let_20090701_berlusconi_g8_html
poor,vatican__benedict-xvi__en__letters_2010_documents_hf_ben_xvi_let_20100319_church_ireland_html
poor,vatican__benedict-xvi__en__letters_2010_documents_hf_ben_xvi_let_20100810_rylko_congress_asia_html
poor,vatican__benedict-xvi__en__letters_2010_documents_hf_ben_xvi_let_20100826_missionaries_charity_html
poor,vatican__benedict-xvi__en__letters_2010_documents_hf_ben_xvi_let_20101101_lumen_caritatis_html
poor,vatican__benedict-xvi__en__letters_2010_documents_hf_ben_xvi_let_20101103_giustizia_pace_html
poor,vatican__benedict-xvi__en__letters_2010_documents_hf_ben_xvi_let_20101115_op_sanitari_html
poor,vatican__benedict-xvi__en__letters_2012_documents_hf_ben_xvi_let_20120401_anno_clariano_html
poor,vatican__benedict-xvi__en__messages_communications_documents_hf_ben_xvi_mes_20080124_42nd_world_communications_day_html
poor,vatican__benedict-xvi__en__messages_communications_documents_hf_ben_xvi_mes_20090124_43rd_world_communications_day_html
poor,vatican__benedict-xvi__en__messages_food_documents_hf_ben_xvi_mes_20081013_world_food_day_2008_html
poor,vatican__benedict-xvi__en__messages_food_documents_hf_ben_xvi_mes_20111017_world_food_day_2011_html
poor,vatican__benedict-xvi__en__messages_lent_documents_hf_ben_xvi_mes_20050929_lent_2006_html
poor,vatican__benedict-xvi__en__messages_lent_documents_hf_ben_xvi_mes_20071030_lent_2008_html
poor,vatican__benedict-xvi__en__messages_lent_documents_hf_ben_xvi_mes_20081211_lent_2009_html
poor,vatican__benedict-xvi__en__messages_lent_documents_hf_ben_xvi_mes_20091030_lent_2010_html
poor,vatican__benedict-xvi__en__messages_lent_documents_hf_ben_xvi_mes_20111103_lent_2012_html
poor,vatican__benedict-xvi__en__messages_lent_documents_hf_ben_xvi_mes_20121015_lent_2013_html
poor,vatican__benedict-xvi__en__messages_migration_documents_hf_ben_xvi_mes_20121012_world_migrants_day_html
poor,vatican__benedict-xvi__en__messages_missions_documents_hf_ben_xvi_mes_20070527_world_mission_day_2007_html
poor,vatican__benedict-xvi__en__messages_peace_documents_hf_ben_xvi_mes_20051213_xxxix_world_day_peace_html
poor,vatican__benedict-xvi__en__messages_peace_documents_hf_ben_xvi_mes_20071208_xli_world_day_peace_html
poor,vatican__benedict-xvi__en__messages_peace_documents_hf_ben_xvi_mes_20081208_xlii_world_day_peace_html
poor,vatican__benedict-xvi__en__messages_peace_documents_hf_ben_xvi_mes_20091208_xliii_world_day_peace_html
poor,vatican__benedict-xvi__en__messages_peace_documents_hf_ben_xvi_mes_20121208_xlvi_world_day_peace_html
poor,vatican__benedict-xvi__en__messages_pont_messages_2005_documents_hf_ben_xvi_mes_20050420_missa_pro_ecclesia_html
poor,vatican__benedict-xvi__en__messages_pont_messages_2006_documents_hf_ben_xvi_mes_20061221_medio_oriente_html
poor,vatican__benedict-xvi__en__messages_pont_messages_2009_documents_hf_ben_xvi_mes_20090225_fraternita2009_html
poor,vatican__benedict-xvi__en__messages_pont_messages_2009_documents_hf_ben_xvi_mes_20090924_summit_climat_change_html
poor,vatican__benedict-xvi__en__messages_pont_messages_2010_documents_hf_ben_xvi_mes_20100511_cristo_rei_html
poor,vatican__benedict-xvi__en__messages_pont_messages_2011_documents_hf_ben_xvi_mes_20110325_parvis_gentils_html
poor,vatican__benedict-xvi__en__messages_pont_messages_2011_documents_hf_ben_xvi_mes_20110506_azione_cattolica_html
poor,vatican__benedict-xvi__en__messages_pont_messages_2011_documents_hf_ben_xvi_mes_20111004_adveniat_html
poor,vatican__benedict-xvi__en__messages_pont_messages_2012_documents_hf_ben_xvi_mes_20120406_sacra_tunica_html
poor,vatican__benedict-xvi__en__messages_pont_messages_2012_documents_hf_ben_xvi_mes_20120418_pastorale_turismo_html
poor,vatican__benedict-xvi__en__messages_pont_messages_2012_documents_hf_ben_xvi_mes_20120615_bogota_html
poor,vatican__benedict-xvi__en__messages_pont_messages_2013_documents_hf_ben_xvi_mes_20130213_ifad_html
poor,vatican__benedict-xvi__en__messages_sick_documents_hf_ben_xvi_mes_20090202_world_day_of_the_sick_2009_html
poor,vatican__benedict-xvi__en__messages_sick_documents_hf_ben_xvi_mes_20091122_world_day_of_the_sick_2010_html
poor,vatican__benedict-xvi__en__messages_sick_documents_hf_ben_xvi_mes_20101121_world_day_of_the_sick_2011_html
poor,vatican__benedict-xvi__en__messages_sick_documents_hf_ben_xvi_mes_20130102_world_day_of_the_sick_2013_html
poor,vatican__benedict-xvi__en__messages_urbi_documents_hf_ben_xvi_mes_20050420_missa_pro_ecclesia_html
poor,vatican__benedict-xvi__en__messages_urbi_documents_hf_ben_xvi_mes_20071225_urbi_html
poor,vatican__benedict-xvi__en__messages_urbi_documents_hf_ben_xvi_mes_20081225_urbi_html
poor,vatican__benedict-xvi__en__messages_vocations_documents_hf_ben_xvi_mes_20060305_xliii_vocations_html
poor,vatican__benedict-xvi__en__messages_vocations_documents_hf_ben_xvi_mes_20071203_xlv_vocations_html
poor,vatican__benedict-xvi__en__messages_vocations_documents_hf_ben_xvi_mes_20091113_xlvii_vocations_html
poor,vatican__benedict-xvi__en__messages_youth_documents_hf_ben_xvi_mes_20070127_youth_html
poor,vatican__benedict-xvi__en__messages_youth_documents_hf_ben_xvi_mes_20070720_youth_html
poor,vatican__benedict-xvi__en__messages_youth_documents_hf_ben_xvi_mes_20100222_youth_html
poor,vatican__benedict-xvi__en__messages_youth_documents_hf_ben_xvi_mes_20100806_youth_html
poor,vatican__benedict-xvi__en__messages_youth_documents_hf_ben_xvi_mes_20120315_youth_html
poor,vatican__benedict-xvi__en__motu_proprio_documents_hf_ben_xvi_motu_proprio_20121111_caritas_html
poor,vatican__benedict-xvi__en__prayers_documents_hf_ben_xvi_20090319_prayer_africa_html
poor,vatican__benedict-xvi__en__speeches_2005_august_documents_hf_ben_xvi_spe_20050818_youth_celebration_html
poor,vatican__benedict-xvi__en__speeches_2005_august_documents_hf_ben_xvi_spe_20050820_vigil_wyd_html
poor,vatican__benedict-xvi__en__speeches_2005_august_documents_hf_ben_xvi_spe_20050825_ambassador_venezuela_html
poor,vatican__benedict-xvi__en__speeches_2005_august_documents_hf_ben_xvi_spe_20050829_ambassador_ecuador_html
poor,vatican__benedict-xvi__en__speeches_2005_december_documents_hf_ben_xvi_spe_20051201_ambassador_eritrea_html
poor,vatican__benedict-xvi__en__speeches_2005_december_documents_hf_ben_xvi_spe_20051201_ambassador_finlandia_html
poor,vatican__benedict-xvi__en__speeches_2005_december_documents_hf_ben_xvi_spe_20051201_ambassador_nepal_html
poor,vatican__benedict-xvi__en__speeches_2005_december_documents_hf_ben_xvi_spe_20051201_ambassador_sud_africa_html
poor,vatican__benedict-xvi__en__speeches_2005_december_documents_hf_ben_xvi_spe_20051201_ambassador_tanzania_html
poor,vatican__benedict-xvi__en__speeches_2005_december_documents_hf_ben_xvi_spe_20051203_adlimina_polonia_ii_html
poor,vatican__benedict-xvi__en__speeches_2005_december_documents_hf_ben_xvi_spe_20051217_ad_limina_poland_html
poor,vatican__benedict-xvi__en__speeches_2005_december_documents_hf_ben_xvi_spe_20051219_azione_cattolica_html
poor,vatican__benedict-xvi__en__speeches_2005_july_documents_hf_ben_xvi_spe_20050702_ad_limina_zimbabwe_html
poor,vatican__benedict-xvi__en__speeches_2005_july_documents_hf_ben_xvi_spe_20050704_archdiocese_madrid_html
poor,vatican__benedict-xvi__en__speeches_2005_july_documents_hf_ben_xvi_spe_20050707_circolo_san_pietro_html
poor,vatican__benedict-xvi__en__speeches_2005_june_documents_hf_ben_xvi_spe_20050616_ambassador_azerbaijan_html
poor,vatican__benedict-xvi__en__speeches_2005_june_documents_hf_ben_xvi_spe_20050616_ambassador_zimbabwe_html
poor,vatican__benedict-xvi__en__speeches_2005_june_documents_hf_ben_xvi_spe_20050623_roaco_html
poor,vatican__benedict-xvi__en__speeches_2005_june_documents_hf_ben_xvi_spe_20050624_president_ciampi_html
poor,vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050513_roman_clergy_html
poor,vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050519_ambassador_macedonia_html
poor,vatican__benedict-xvi__en__speeches_2005_may_documents_hf_ben_xvi_spe_20050530_cei_html
poor,vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051112_bulgaria_ad_limina_html
poor,vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051113_beatifications_html
poor,vatican__benedict-xvi__en__speeches_2005_november_documents_hf_ben_xvi_spe_20051126_adlimina_polonia_html
poor,vatican__benedict-xvi__en__speeches_2005_october_documents_hf_ben_xvi_spe_20051024_pilgrims_canonization_html
poor,vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050908_ad_limina_mexico_html
poor,vatican__benedict-xvi__en__speeches_2005_september_documents_hf_ben_xvi_spe_20050929_ad_limina_mexico_iv_html
poor,vatican__benedict-xvi__en__speeches_2006_april_documents_hf_ben_xvi_spe_20060406_xxi_wyd_html
poor,vatican__benedict-xvi__en__speeches_2006_august_documents_hf_ben_xvi_spe_20060831_sacerdoti_albano_html
poor,vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061214_amb_kyrgyz_rep_html
poor,vatican__benedict-xvi__en__speeches_2006_december_documents_hf_ben_xvi_spe_20061221_acr_html
poor,vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060218_deacons_rome_html
poor,vatican__benedict-xvi__en__speeches_2006_february_documents_hf_ben_xvi_spe_20060220_ad_limina_africa_html
poor,vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060109_diplomatic_corps_html
poor,vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060120_collegio_capranica_html
poor,vatican__benedict-xvi__en__speeches_2006_january_documents_hf_ben_xvi_spe_20060123_cor_unum_html
poor,vatican__benedict-xvi__en__speeches_2006_june_documents_hf_ben_xvi_spe_20060617_ass_pietro_paolo_html
poor,vatican__benedict-xvi__en__speeches_2006_march_documents_hf_ben_xvi_spe_20060302_roman_clergy_html
poor,vatican__benedict-xvi__en__speeches_2006_march_documents_hf_ben_xvi_spe_20060330_eu_parliamentarians_html
poor,vatican__benedict-xvi__en__speeches_2006_may_documents_hf_ben_xvi_spe_20060501_rosary_html
poor,vatican__benedict-xvi__en__speeches_2006_may_documents_hf_ben_xvi_spe_20060511_ad_limina_quebec_html
poor,vatican__benedict-xvi__en__speeches_2006_may_documents_hf_ben_xvi_spe_20060512_s_maria_anima_html
poor,vatican__benedict-xvi__en__speeches_2006_may_documents_hf_ben_xvi_spe_20060515_pc_migrants_html
poor,vatican__benedict-xvi__en__speeches_2006_may_documents_hf_ben_xvi_spe_20060518_ambassador_india_html
poor,vatican__benedict-xvi__en__speeches_2006_may_documents_hf_ben_xvi_spe_20060518_cei_html
poor,vatican__benedict-xvi__en__speeches_2006_may_documents_hf_ben_xvi_spe_20060522_vita_consacrata_html
poor,vatican__benedict-xvi__en__speeches_2006_may_documents_hf_ben_xvi_spe_20060525_incontro_ecumenico_html
poor,vatican__benedict-xvi__en__speeches_2006_may_documents_hf_ben_xvi_spe_20060525_poland_clergy_html
poor,vatican__benedict-xvi__en__speeches_2006_november_documents_hf_ben_xvi_spe_20061107_swiss_bishops_html
poor,vatican__benedict-xvi__en__speeches_2006_november_documents_hf_ben_xvi_spe_20061109_concl_swiss_bishops_html
poor,vatican__benedict-xvi__en__speeches_2006_november_documents_hf_ben_xvi_spe_20061123_common_decl_html
poor,vatican__benedict-xvi__en__speeches_2006_november_documents_hf_ben_xvi_spe_20061128_pres_religious_affairs_html
poor,vatican__benedict-xvi__en__speeches_2006_november_documents_hf_ben_xvi_spe_20061130_dichiarazione_comune_html
poor,vatican__benedict-xvi__en__speeches_2006_october_documents_hf_ben_xvi_spe_20061013_bishops_zambia_html
poor,vatican__benedict-xvi__en__speeches_2006_october_documents_hf_ben_xvi_spe_20061014_opere_san_pio_html
poor,vatican__benedict-xvi__en__speeches_2006_october_documents_hf_ben_xvi_spe_20061019_convegno_verona_html
poor,vatican__benedict-xvi__en__speeches_2006_october_documents_hf_ben_xvi_spe_20061021_lateranense_html
poor,vatican__benedict-xvi__en__speeches_2006_september_documents_hf_ben_xvi_spe_20060914_clergy_freising_html
poor,vatican__benedict-xvi__en__speeches_2006_september_documents_hf_ben_xvi_spe_20060922_plenaria_laici_html
poor,vatican__benedict-xvi__en__speeches_2006_september_documents_hf_ben_xvi_spe_20060923_corso_evang_html
poor,vatican__benedict-xvi__en__speeches_2006_september_documents_hf_ben_xvi_spe_20060928_ambassador_germany_html
poor,vatican__benedict-xvi__en__speeches_2006_september_documents_hf_ben_xvi_spe_20060929_ambassador_albania_html
poor,vatican__benedict-xvi__en__speeches_2007_december_documents_hf_ben_xvi_spe_20071213_suriname_html
poor,vatican__benedict-xvi__en__speeches_2007_december_documents_hf_ben_xvi_spe_20071213_thailand_html
poor,vatican__benedict-xvi__en__speeches_2007_december_documents_hf_ben_xvi_spe_20071221_curia_romana_html
poor,vatican__benedict-xvi__en__speeches_2007_february_documents_hf_ben_xvi_spe_20070202_festa_presentazione_html
poor,vatican__benedict-xvi__en__speeches_2007_february_documents_hf_ben_xvi_spe_20070208_focolari_html
poor,vatican__benedict-xvi__en__speeches_2007_february_documents_hf_ben_xvi_spe_20070209_advance_market_html
poor,vatican__benedict-xvi__en__speeches_2007_february_documents_hf_ben_xvi_spe_20070210_amb_costa_rica_html
poor,vatican__benedict-xvi__en__speeches_2007_february_documents_hf_ben_xvi_spe_20070210_misericordie_italia_html
poor,vatican__benedict-xvi__en__speeches_2007_february_documents_hf_ben_xvi_spe_20070211_messa_malati_html
poor,vatican__benedict-xvi__en__speeches_2007_february_documents_hf_ben_xvi_spe_20070212_pul_html
poor,vatican__benedict-xvi__en__speeches_2007_february_documents_hf_ben_xvi_spe_20070217_america_latina_html
poor,vatican__benedict-xvi__en__speeches_2007_february_documents_hf_ben_xvi_spe_20070222_clergy_rome_html
poor,vatican__benedict-xvi__en__speeches_2007_january_documents_hf_ben_xvi_spe_20070108_diplomatic_corps_html
poor,vatican__benedict-xvi__en__speeches_2007_january_documents_hf_ben_xvi_spe_20070111_admin_roma_lazio_html
poor,vatican__benedict-xvi__en__speeches_2007_january_documents_hf_ben_xvi_spe_20070120_pcal_html
poor,vatican__benedict-xvi__en__speeches_2007_july_documents_hf_ben_xvi_spe_20070724_clero_cadore_html
poor,vatican__benedict-xvi__en__speeches_2007_june_documents_hf_ben_xvi_spe_20070608_caritas_internationalis_html
poor,vatican__benedict-xvi__en__speeches_2007_june_documents_hf_ben_xvi_spe_20070614_populorum_progressio_html
poor,vatican__benedict-xvi__en__speeches_2007_june_documents_hf_ben_xvi_spe_20070616_chrysostomos_ii_html
poor,vatican__benedict-xvi__en__speeches_2007_june_documents_hf_ben_xvi_spe_20070617_cappuccine_assisi_html
poor,vatican__benedict-xvi__en__speeches_2007_june_documents_hf_ben_xvi_spe_20070617_clarisse_assisi_html
poor,vatican__benedict-xvi__en__speeches_2007_june_documents_hf_ben_xvi_spe_20070617_clero_assisi_html
poor,vatican__benedict-xvi__en__speeches_2007_march_documents_hf_ben_xvi_spe_20070308_circolo_s_pietro_html
poor,vatican__benedict-xvi__en__speeches_2007_march_documents_hf_ben_xvi_spe_20070316_ambassador_peru_html
poor,vatican__benedict-xvi__en__speeches_2007_march_documents_hf_ben_xvi_spe_20070317_oftal_ciechi_html
poor,vatican__benedict-xvi__en__speeches_2007_march_documents_hf_ben_xvi_spe_20070322_pc_salute_html
poor,vatican__benedict-xvi__en__speeches_2007_march_documents_hf_ben_xvi_spe_20070324_comece_html
poor,vatican__benedict-xvi__en__speeches_2007_march_documents_hf_ben_xvi_spe_20070324_comunione_liberazione_html
poor,vatican__benedict-xvi__en__speeches_2007_may_documents_hf_ben_xvi_spe_20070509_interview_brazil_html
poor,vatican__benedict-xvi__en__speeches_2007_may_documents_hf_ben_xvi_spe_20070509_welcome_brazil_html
poor,vatican__benedict-xvi__en__speeches_2007_may_documents_hf_ben_xvi_spe_20070510_youth_brazil_html
poor,vatican__benedict-xvi__en__speeches_2007_may_documents_hf_ben_xvi_spe_20070511_bishops_brazil_html
poor,vatican__benedict-xvi__en__speeches_2007_may_documents_hf_ben_xvi_spe_20070512_clarisse_brazil_html
poor,vatican__benedict-xvi__en__speeches_2007_may_documents_hf_ben_xvi_spe_20070513_conference_aparecida_html
poor,vatican__benedict-xvi__en__speeches_2007_may_documents_hf_ben_xvi_spe_20070524_cei_html
poor,vatican__benedict-xvi__en__speeches_2007_may_documents_hf_ben_xvi_spe_20070526_ad_limina_mozambico_html
poor,vatican__benedict-xvi__en__speeches_2007_may_documents_hf_ben_xvi_spe_20070528_siro_malankaresi_html
poor,vatican__benedict-xvi__en__speeches_2007_november_documents_hf_ben_xvi_spe_20071109_fuci_html
poor,vatican__benedict-xvi__en__speeches_2007_november_documents_hf_ben_xvi_spe_20071110_confraternite_html
poor,vatican__benedict-xvi__en__speeches_2007_november_documents_hf_ben_xvi_spe_20071126_new_cardinals_html
poor,vatican__benedict-xvi__en__speeches_2007_october_documents_hf_ben_xvi_spe_20071019_ad_limina_congo_html
poor,vatican__benedict-xvi__en__speeches_2007_september_documents_hf_ben_xvi_spe_20070907_hofburg_wien_html
poor,vatican__benedict-xvi__en__speeches_2007_september_documents_hf_ben_xvi_spe_20070908_vespri_mariazell_html
poor,vatican__benedict-xvi__en__speeches_2007_september_documents_hf_ben_xvi_spe_20070915_clarisse_albano_html
poor,vatican__benedict-xvi__en__speeches_2007_september_documents_hf_ben_xvi_spe_20070917_card_van_thuan_html
poor,vatican__benedict-xvi__en__speeches_2008_april_documents_hf_ben_xvi_spe_20080404_papal_foundation_html
poor,vatican__benedict-xvi__en__speeches_2008_april_documents_hf_ben_xvi_spe_20080407_saluto_finale_html
poor,vatican__benedict-xvi__en__speeches_2008_april_documents_hf_ben_xvi_spe_20080416_bishops_usa_html
poor,vatican__benedict-xvi__en__speeches_2008_april_documents_hf_ben_xvi_spe_20080419_st_joseph_seminary_html
poor,vatican__benedict-xvi__en__speeches_2008_april_documents_hf_ben_xvi_spe_20080424_vescovi_caucaso_html
poor,vatican__benedict-xvi__en__speeches_2008_december_documents_hf_ben_xvi_spe_20081204_ad_limina_cile_html
poor,vatican__benedict-xvi__en__speeches_2008_december_documents_hf_ben_xvi_spe_20081205_santo_sepolcro_html
poor,vatican__benedict-xvi__en__speeches_2008_december_documents_hf_ben_xvi_spe_20081218_belize_html
poor,vatican__benedict-xvi__en__speeches_2008_december_documents_hf_ben_xvi_spe_20081218_fiji_island_html
poor,vatican__benedict-xvi__en__speeches_2008_february_documents_hf_ben_xvi_spe_20080202_vita_consacrata_html
poor,vatican__benedict-xvi__en__speeches_2008_february_documents_hf_ben_xvi_spe_20080207_clergy_rome_html
poor,vatican__benedict-xvi__en__speeches_2008_february_documents_hf_ben_xvi_spe_20080221_gesuiti_html
poor,vatican__benedict-xvi__en__speeches_2008_february_documents_hf_ben_xvi_spe_20080222_circolo_s_pietro_html
poor,vatican__benedict-xvi__en__speeches_2008_february_documents_hf_ben_xvi_spe_20080225_acd_life_html
poor,vatican__benedict-xvi__en__speeches_2008_january_documents_hf_ben_xvi_spe_20080104_saluto_finale_html
poor,vatican__benedict-xvi__en__speeches_2008_january_documents_hf_ben_xvi_spe_20080118_celra_html
poor,vatican__benedict-xvi__en__speeches_2008_july_documents_hf_ben_xvi_spe_20080717_barangaroo_html
poor,vatican__benedict-xvi__en__speeches_2008_july_documents_hf_ben_xvi_spe_20080717_welcome_html
poor,vatican__benedict-xvi__en__speeches_2008_july_documents_hf_ben_xvi_spe_20080718_darlinghurst_html
poor,vatican__benedict-xvi__en__speeches_2008_june_documents_hf_ben_xvi_spe_20080602_diocesi_torino_html
poor,vatican__benedict-xvi__en__speeches_2008_june_documents_hf_ben_xvi_spe_20080607_interrelg_dialogue_html
poor,vatican__benedict-xvi__en__speeches_2008_june_documents_hf_ben_xvi_spe_20080619_ad_limina_pakistan_html
poor,vatican__benedict-xvi__en__speeches_2008_june_documents_hf_ben_xvi_spe_20080619_roaco_html
poor,vatican__benedict-xvi__en__speeches_2008_june_documents_hf_ben_xvi_spe_20080627_hong_kong_macao_html
poor,vatican__benedict-xvi__en__speeches_2008_march_documents_hf_ben_xvi_spe_20080313_bishops_haiti_html
poor,vatican__benedict-xvi__en__speeches_2008_march_documents_hf_ben_xvi_spe_20080331_salesiani_html
poor,vatican__benedict-xvi__en__speeches_2008_may_documents_hf_ben_xvi_spe_20080515_migranti_html
poor,vatican__benedict-xvi__en__speeches_2008_may_documents_hf_ben_xvi_spe_20080516_bishops_thailand_html
poor,vatican__benedict-xvi__en__speeches_2008_may_documents_hf_ben_xvi_spe_20080517_vescovi_seminario_html
poor,vatican__benedict-xvi__en__speeches_2008_may_documents_hf_ben_xvi_spe_20080518_genova_giovani_html
poor,vatican__benedict-xvi__en__speeches_2008_may_documents_hf_ben_xvi_spe_20080518_genova_san_lorenzo_html
poor,vatican__benedict-xvi__en__speeches_2008_may_documents_hf_ben_xvi_spe_20080529_ambassador_bangladesh_html
poor,vatican__benedict-xvi__en__speeches_2008_may_documents_hf_ben_xvi_spe_20080530_bishops_myanmar_html
poor,vatican__benedict-xvi__en__speeches_2008_may_documents_hf_ben_xvi_spe_20080531_centesimus_annus_html
poor,vatican__benedict-xvi__en__speeches_2008_november_documents_hf_ben_xvi_spe_20081107_ambassador_lithuania_html
poor,vatican__benedict-xvi__en__speeches_2008_november_documents_hf_ben_xvi_spe_20081115_laity_html
poor,vatican__benedict-xvi__en__speeches_2008_october_documents_hf_ben_xvi_spe_20081002_ad_limina_asia_centr_html
poor,vatican__benedict-xvi__en__speeches_2008_october_documents_hf_ben_xvi_spe_20081004_quirinale_html
poor,vatican__benedict-xvi__en__speeches_2008_october_documents_hf_ben_xvi_spe_20081006_sinodo_html
poor,vatican__benedict-xvi__en__speeches_2008_october_documents_hf_ben_xvi_spe_20081027_ambassador_philippines_html
poor,vatican__benedict-xvi__en__speeches_2008_september_documents_hf_ben_xvi_spe_20080907_cagliari_cattedrale_html
poor,vatican__benedict-xvi__en__speeches_2008_september_documents_hf_ben_xvi_spe_20080912_parigi_cultura_html
poor,vatican__benedict-xvi__en__speeches_2008_september_documents_hf_ben_xvi_spe_20080912_parigi_elysee_html
poor,vatican__benedict-xvi__en__speeches_2008_september_documents_hf_ben_xvi_spe_20080914_lourdes_processione_html
poor,vatican__benedict-xvi__en__speeches_2008_september_documents_hf_ben_xvi_spe_20080926_ad_limina_uruguay_html
poor,vatican__benedict-xvi__en__speeches_2009_april_documents_hf_ben_xvi_spe_20090403_circolo_san_pietro_html
