doc_id,vader_neg,vader_neu,vader_pos,vader_compound
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_15111999_sisters_penance_html,0.013,0.754,0.233,0.9996
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_16111999_pul_html,0.02,0.826,0.155,0.9992
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_17111999_semaines_sociales_html,0.031,0.796,0.173,0.9998
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_18111999_ad_limina_german_html,0.04,0.804,0.156,0.9999
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_18111999_cassidy_html,0.004,0.856,0.14,0.9962
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_18111999_fao_html,0.099,0.686,0.215,0.9993
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_19111999_pc_hlthwork_conference_html,0.061,0.721,0.218,0.9997
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_19991107_religioni_new_delhi_html,0.047,0.666,0.287,0.9999
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_19991108_john_paul_ii_ilia_ii_html,0.097,0.662,0.242,0.9942
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_19991108_tbilisi_arrival_html,0.043,0.782,0.174,0.9989
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_19991108_tbilisi_cathedral_html,0.031,0.767,0.202,0.9992
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_19991108_tbilisi_patriarch_html,0.024,0.773,0.203,0.9998
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_19991109_tbilisi_catholic_html,0.009,0.766,0.225,0.9993
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_19991109_tbilisi_culture_html,0.034,0.735,0.231,0.9999
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_19991119_plenary_pc_culture_html,0.027,0.784,0.189,0.9997
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_20111999_ad_limina_german_html,0.032,0.785,0.183,1.0
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_20111999_bocconi_html,0.029,0.711,0.26,0.9997
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_22111999_beatifications_html,0.024,0.782,0.195,0.9995
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_25111999_bossey_html,0.0,0.788,0.212,0.9972
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_25111999_lux_vide_html,0.006,0.78,0.214,0.9973
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_26111999_banca_italia_html,0.009,0.758,0.233,0.9995
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_27111999_friuli_html,0.023,0.814,0.164,0.9994
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_29111999_pont_sem_umbro_html,0.018,0.78,0.202,0.9993
vatican__john-paul-ii__en__speeches_1999_november_documents_hf_jp_ii_spe_30111999_portugal_adlimina_html,0.03,0.801,0.168,0.9999
vatican__john-paul-ii__en__speeches_1999_october_documents_hf_jp_ii_spe_04101999_beatifications_html,0.022,0.739,0.238,0.9998
vatican__john-paul-ii__en__speeches_1999_october_documents_hf_jp_ii_spe_14101999_ecuador_ambassador_html,0.03,0.758,0.212,0.9994
vatican__john-paul-ii__en__speeches_1999_october_documents_hf_jp_ii_spe_14101999_riparatrici_html,0.021,0.799,0.18,0.9966
vatican__john-paul-ii__en__speeches_1999_october_documents_hf_jp_ii_spe_15101999_ador_sacrament_html,0.007,0.792,0.202,0.9975
vatican__john-paul-ii__en__speeches_1999_october_documents_hf_jp_ii_spe_19101999_pres_ciampi_html,0.023,0.824,0.153,0.9994
vatican__john-paul-ii__en__speeches_1999_october_documents_hf_jp_ii_spe_28101999_interreligious_assembly_html,0.071,0.707,0.221,0.9998
vatican__john-paul-ii__en__speeches_1999_october_documents_hf_jp_ii_spe_29101999_lumsa_html,0.035,0.732,0.232,0.9997
vatican__john-paul-ii__en__speeches_1999_october_documents_hf_jp_ii_spe_30101999_ad_limina_west_canada_html,0.061,0.779,0.161,0.9998
vatican__john-paul-ii__en__speeches_1999_october_documents_hf_jp_ii_spe_30101999_catholic_school_html,0.049,0.745,0.205,0.9998
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_mes_30091999_oic_conference_html,0.056,0.733,0.211,0.9991
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_03091999_ad_limina_zambia_html,0.058,0.724,0.218,0.9999
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_04091999_salerno_html,0.012,0.826,0.162,0.9994
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_06091999_malawi_adlimina_html,0.024,0.753,0.224,0.9999
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_09091999_ad_limina_chad_html,0.039,0.738,0.224,0.9999
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_10091999_ad_limina_burundi_html,0.036,0.73,0.234,1.0
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_11091999_ad_limina_puerto_rico_html,0.027,0.769,0.204,0.9999
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_11091999_centesimus_annus_html,0.054,0.767,0.18,0.9997
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_12091999_concerto_chopin_html,0.017,0.774,0.21,0.9979
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_13091999_italian_ambassador_html,0.016,0.757,0.227,0.9998
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_17091999_ad_limina_lituania_html,0.026,0.786,0.187,0.9999
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_18091999_ad_limina_lettonia_html,0.026,0.787,0.187,0.9999
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_19091999_slovenia_cathedral_html,0.018,0.793,0.189,0.9997
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_19990904_salerno_html,0.012,0.826,0.162,0.9994
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_19990911_japanese_ambassador_html,0.034,0.791,0.175,0.9992
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_19990919_slovenia_cathedral_html,0.018,0.793,0.189,0.9997
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_22091999_address_to_ucpi_html,0.041,0.804,0.155,0.9992
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_25091999_ad_limina_canada_html,0.022,0.851,0.128,0.9997
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_25091999_pastoral_universitaria_html,0.012,0.816,0.172,0.9996
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_26091999_italian_air_force_html,0.011,0.71,0.279,0.9994
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_27091999_central_africa_ad_limina_html,0.021,0.76,0.219,1.0
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_27091999_cua_html,0.024,0.688,0.288,0.9985
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_28091999_castel_gandolfo_authorities_html,0.008,0.731,0.261,0.9972
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_28091999_castel_gandolfo_personnel_html,0.0,0.735,0.265,0.9971
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_28091999_castel_gandolfo_security_officers_html,0.006,0.687,0.307,0.995
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_30091999_basilica_inauguration_html,0.003,0.789,0.208,0.9994
vatican__john-paul-ii__en__speeches_1999_september_documents_hf_jp_ii_spe_30091999_gynecology_congress_html,0.158,0.651,0.191,0.9908
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000401_card_baum_html,0.043,0.768,0.189,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000401_czech_rep_html,0.016,0.761,0.224,0.9995
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000401_jubilee_pilgrimages_html,0.004,0.716,0.28,0.9999
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000401_rosary_html,0.0,0.787,0.213,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000403_gynecology_congress_html,0.047,0.774,0.18,0.9989
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000403_mineral_academy_cracow_html,0.005,0.834,0.161,0.9984
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000406_brothers_ploermel_html,0.041,0.763,0.196,0.9984
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000407_secretary_general_un_html,0.038,0.749,0.213,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000408_jubilee_pilgrimage_html,0.016,0.745,0.238,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000410_beatifications_html,0.041,0.694,0.265,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000413_univ_catt_sacro_cuore_html,0.016,0.799,0.186,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000414_argentina_embassador_html,0.037,0.759,0.203,0.9995
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000414_rouen_france_html,0.007,0.711,0.282,0.9996
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000415_fabriano_matelica_html,0.014,0.707,0.279,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000417_univ_2000_html,0.033,0.766,0.201,0.9994
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000421_after_via_crucis_html,0.123,0.793,0.085,-0.9883
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000421_via_crucis_html,0.101,0.759,0.139,0.9996
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000424_catholic_charismatic_renewal_html,0.015,0.795,0.191,0.9996
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000429_jubilee_pilgrimage_html,0.007,0.766,0.227,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000429_saint_gabriel_html,0.022,0.809,0.169,0.9993
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000501_jub_workers_html,0.049,0.766,0.185,0.9983
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000502_papal_foundation_html,0.015,0.725,0.261,0.9982
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000502_workers_audience_html,0.034,0.812,0.154,0.9984
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000504_agip_html,0.015,0.823,0.162,0.9962
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000504_notre_dame_html,0.003,0.795,0.202,0.9994
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000505_sergio_zaninelli_html,0.041,0.74,0.219,0.9999
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000505_swissguard_html,0.006,0.778,0.217,0.9994
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000506_jubilee_pilgrimage_html,0.01,0.755,0.235,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000508_uefa_html,0.011,0.742,0.247,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000511_opere_missionarie_html,0.011,0.779,0.209,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000511_venezuela_html,0.045,0.734,0.222,0.9991
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000512_giro_italia_html,0.018,0.697,0.285,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000512_portugal_arrival_html,0.0,0.739,0.261,0.9978
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000513_sick_fatima_html,0.103,0.662,0.235,0.9969
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000513_sodano_fatima_html,0.069,0.825,0.106,0.9633
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000515_camilliani_html,0.084,0.695,0.221,0.9999
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000515_ifec_paris_html,0.014,0.814,0.172,0.999
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000515_scuole_cristiane_html,0.007,0.859,0.134,0.9979
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000515_sport_silenziosi_html,0.038,0.709,0.253,0.9993
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000517_jubilpriest_html,0.005,0.803,0.192,0.9921
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000518_concert_holy_father_html,0.01,0.73,0.261,0.9995
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000518_domus_sanctae_marthae_html,0.004,0.719,0.277,0.9978
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000519_auxilium_html,0.041,0.799,0.16,0.9991
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000519_diplomatic_corps_html,0.009,0.765,0.226,0.999
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000520_santa_rita_html,0.062,0.717,0.221,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000522_bulgaria_html,0.01,0.763,0.227,0.999
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000522_canonization_html,0.018,0.795,0.188,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000522_macedonia_html,0.017,0.752,0.231,0.9986
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000522_mexican_college_html,0.01,0.822,0.168,0.993
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000523_cei_html,0.014,0.778,0.208,0.9996
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000524_antioche_html,0.044,0.747,0.208,0.986
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000524_ethiopia_eritrea_html,0.042,0.678,0.28,0.9976
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000525_ambassador_congo_html,0.047,0.685,0.268,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000525_ambassador_ghana_html,0.033,0.759,0.208,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000525_ambassador_kuwait_html,0.057,0.71,0.233,0.9993
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000525_ambassador_new_zealand_html,0.068,0.714,0.218,0.9996
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000525_credentials_html,0.027,0.803,0.17,0.9983
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000525_jubilee_science_html,0.018,0.765,0.217,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000525_partita_cuore_html,0.0,0.713,0.287,0.9963
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000526_ambassador_hellenic_republic_html,0.052,0.746,0.203,0.9992
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000526_archeology_html,0.004,0.855,0.141,0.9978
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000527_jubilpilgrimage_html,0.026,0.742,0.232,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000527_marathon_html,0.0,0.767,0.233,0.9976
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000527_saint_francis_de_sales_html,0.014,0.814,0.172,0.9989
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000530_madrid_archbishop_html,0.021,0.827,0.152,0.9987
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000531_miss_sacro_cuore_html,0.039,0.778,0.182,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000531_visitazione_html,0.004,0.77,0.227,0.9989
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000602_archbishop_hamburg_html,0.031,0.789,0.18,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000603_jubilee_pilgrims_html,0.02,0.728,0.252,0.9996
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000604_journalists_html,0.031,0.724,0.246,0.9999
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000605_circolo_s_pietro_html,0.034,0.716,0.25,0.9992
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000608_bolivia_ambassador_html,0.06,0.739,0.2,0.9995
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000608_concert_austria_html,0.0,0.721,0.279,0.9986
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000609_brothers_christian_schools_html,0.01,0.808,0.182,0.9986
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000610_france_ambassador_html,0.03,0.753,0.216,0.9999
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000610_pilgrimages_html,0.02,0.767,0.213,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000612_chiesa_caldea_html,0.024,0.787,0.189,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000612_indonesia_ambassador_html,0.059,0.712,0.229,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000615_francescane_immacolata_html,0.018,0.825,0.157,0.9985
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000615_guatemala_ambassador_html,0.041,0.744,0.215,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000615_mensa_poveri_html,0.02,0.684,0.296,0.9988
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000616_sisters_st_felix_html,0.084,0.712,0.204,0.9996
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000617_immacolatine_html,0.006,0.826,0.169,0.9995
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000617_pilgrimage_html,0.009,0.723,0.268,0.9998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000619_missionaries_kolbe_html,0.018,0.822,0.16,0.9992
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000619_roaco_html,0.038,0.75,0.212,0.9996
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000624_jubilee_pilgrimage_html,0.02,0.778,0.202,0.9996
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000627_on_emilio_colombo_html,0.006,0.777,0.217,0.998
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000629_ecumenical_patriarchate_html,0.022,0.78,0.198,0.9989
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000630_divine_word_html,0.039,0.771,0.19,0.9997
vatican__john-paul-ii__en__speeches_2000_apr_jun_documents_hf_jp_ii_spe_20000630_metropoliti_html,0.006,0.8,0.193,0.9993
vatican__john-paul-ii__en__speeches_2000_jan_mar_documents_hf_jp_ii_spe_20000108_figlie_misericordia_html,0.035,0.764,0.201,0.9997
vatican__john-paul-ii__en__speeches_2000_jan_mar_documents_hf_jp_ii_spe_20000109_presepe_netturbini_html,0.006,0.703,0.292,0.9985
vatican__john-paul-ii__en__speeches_2000_jan_mar_documents_hf_jp_ii_spe_20000110_diplomatic_corps_html,0.09,0.718,0.192,0.9998
vatican__john-paul-ii__en__speeches_2000_jan_mar_documents_hf_jp_ii_spe_20000113_administration_of_rome_html,0.018,0.738,0.243,0.9999
vatican__john-paul-ii__en__speeches_2000_jan_mar_documents_hf_jp_ii_spe_20000114_ispettorato_scv_html,0.006,0.766,0.228,0.9992
