term_str,pre_mean,post_mean
theodosius,2.4073542488194646e-05,0.0
theologiae,3.35443697658793e-06,0.00011628304765999386
theologian,3.5130501090124226e-05,1.8414137227303946e-05
theologians,0.0001070870669870247,0.00021027891187632366
theological,9.590674502594395e-05,0.0004707798181117074
theologically,0.0,7.25388072847291e-06
theology,0.00026765515204645073,0.0006406286921091427
theopera,6.824971531849172e-06,0.0
theordo,0.0,4.578279915590877e-05
theoretical,3.294600169833414e-05,4.26871357459674e-05
theories,8.093155910098098e-05,9.893674045744841e-05
theory,7.25165986076121e-05,4.706279325184055e-05
theotokos,0.0,5.895186563093318e-05
theour,0.0,3.599414906299843e-05
thepastoral,0.0,4.851871577409073e-06
thepontifical,0.0,6.8119081149403975e-06
thepoverelloof,0.0,0.0
theprayer,0.0,0.0
therapeutic,1.600191005411211e-05,5.6085953816151836e-05
therapies,0.0,2.0086544900667727e-06
therapy,0.0,7.242041593634983e-05
thereafter,5.707025219088082e-05,5.588423384101468e-05
thereby,0.00017023107723078548,0.00012514555856226681
therefore,0.0010315539027266711,0.0006874629126199842
therefrom,7.343415777674675e-05,3.627360819351032e-05
theregina,0.0,0.0
therein,0.00011238980408535598,5.824485539648256e-05
thereligious,0.0,5.304106611967271e-06
thereof,0.00013808924089130778,1.81957764594841e-05
theres,0.0,4.020271739343686e-06
theresa,0.0,2.6781263173389956e-06
therese,7.570591502347644e-06,4.5921259076041554e-05
thereto,4.395351864127014e-05,1.5841126053351077e-06
theroman,0.0,6.505110390397917e-06
thes,1.5754600245271322e-05,9.530615250163547e-06
thesacrament,0.0,2.0204012729794142e-05
thesacred,0.0,3.010068416137705e-05
thesalus,0.0,0.0
thesecond,7.290394101962915e-06,9.820261528744147e-05
thesensus,0.0,7.713240400100208e-06
thesequela,0.0,0.0
thesick,0.0,0.0
thesickand,0.0,0.0
thesickandnewlyweds,0.0,0.0
thesis,2.1953793508846353e-05,3.886538904832589e-05
thesocial,0.0,9.27965457393017e-06
thesolemn,0.0,0.0
thesolemnity,0.0,2.003587796200648e-06
thespecial,0.0,0.0
thespiritual,0.0,9.20667328455434e-06
thess,1.4362044016628837e-05,5.9192793887205e-06
thessalonians,3.958980519413897e-06,9.840172542977783e-06
thessalonica,1.0329413361712002e-05,7.334883276005764e-06
thesynod,0.0,6.591070452271251e-06
thete,0.0,0.0
thetheotokos,0.0,0.0
thethird,0.0,1.403146451520451e-06
thetruth,8.669379035762572e-07,4.124648121457762e-06
theunited,3.071037199778593e-06,1.8474713259720696e-06
theuniversal,0.0,1.1173349780554879e-05
thevatican,0.0,0.0
thevia,0.0,5.40609404282608e-06
thevisit,0.0,0.0
theway,0.0,4.542540189550299e-06
theweek,0.0,4.724201131394925e-06
theword,0.0,0.0
theworld,0.0,8.144951178050925e-06
theyear,0.0,8.379525538783551e-06
theyoung,0.0,0.0
thick,1.5084678448764665e-05,3.1336355140078412e-06
thief,1.6116676444661295e-05,4.07057251350173e-06
thieves,4.9820228552743606e-05,8.714732672013896e-06
thin,4.8205467828714575e-06,4.7452108391583434e-06
thine,2.5557631642806103e-05,1.2601410720314242e-05
thing,0.0002045717594545477,0.0001446229846240138
things,0.0012267291846694225,0.0004546526445491101
think,0.0002364819957041201,0.0001442295471881592
thinker,2.706051483604318e-06,1.340541292962555e-05
thinkers,6.5234703849488535e-06,3.2211982539155885e-05
thinking,8.512940758950204e-05,0.0001554262180076392
thinks,5.236680541268399e-05,4.246775880961254e-05
third,0.00020187116666587414,0.0002646881223130809
thirdly,2.6042456272228254e-05,4.868834234061508e-06
thirst,2.6500504518978333e-05,5.920060168847116e-05
thirsting,4.273376273103368e-06,1.627388389860024e-05
thirsts,3.3754750146752554e-06,1.5862895755220596e-05
thirsty,9.636086857185773e-06,1.791853286608063e-05
thirteen,5.766604263999642e-06,5.88403748896507e-06
thirteenth,5.386267994100703e-05,2.8051883594470374e-05
thirtieth,3.6611809177500455e-05,6.582007291012213e-05
thirty,5.935111027981538e-05,1.5711635096610985e-05
thisad,0.0,0.0
thisangelus,0.0,0.0
thisangelusprayer,0.0,0.0
thisjubilee,0.0,0.0
thisworld,0.0,0.0
thisyear,0.0,0.0
thither,4.791407314682685e-05,0.0
thomas,0.00028117829656893275,0.00023033966434699363
thorn,9.522594978272377e-06,0.0
thorns,4.909086115370854e-05,1.470782256882495e-05
thorny,2.9257388959815e-06,0.0
thorough,4.565021912375025e-05,5.274421233498106e-05
thoroughly,0.0002285326697231605,2.3075655678326102e-05
thou,0.0003601435181686289,4.2180946172584786e-05
though,0.0006060466101695341,0.00038900279528356996
thought,0.0003565886665531174,0.00023570944450809468
thoughtful,2.072132451384448e-05,5.673751540488387e-06
thoughtfulness,7.185939137770853e-06,0.0
thoughtless,2.430882021436914e-05,0.0
thoughts,0.00017611691931424987,0.00010197674044693693
thousand,6.777265420130314e-05,9.212880014279e-05
thousands,0.00010971379825697891,2.8578882340847687e-05
thousandth,4.191637867929765e-06,1.1133922350090977e-05
thread,0.0,2.216586132142422e-05
threads,0.0,2.4275610499158707e-05
threat,6.748383434611847e-05,8.867455495830704e-05
threaten,0.00011082775375332815,2.389323991497333e-05
threatened,9.935342689146077e-05,8.224952145550485e-05
threatening,9.491796858328237e-05,2.7471271483826422e-05
threatens,5.381586526395096e-05,1.837821849012312e-05
threats,8.758637460902935e-05,7.639557818535174e-05
three,0.00027423689542159854,0.00031237874214728496
threefold,2.3390489655443113e-05,0.00010380236816867321
threshold,1.3872253414031476e-05,0.00014690263657894258
threw,4.669498433711453e-05,6.060914196885428e-06
thrice,4.817332544406286e-06,3.1702238893575363e-06
thrill,0.0,1.0158935577202722e-05
thrilling,0.0,1.1469283514414615e-06
thrive,4.376963198009306e-05,6.916293644184552e-06
thrives,5.79449346482768e-06,0.0
thriving,9.464859574892638e-06,0.0
throat,3.151806364097754e-06,0.0
throne,0.00010646376482525237,0.00011261972982023684
thrones,4.164388031080979e-06,1.0320764362163969e-05
throng,1.6043328709082565e-05,1.5252420222317762e-05
throngs,2.6048369596197982e-05,9.3864455928548e-06
throughout,0.0002739120710064328,0.0002268782298792295
throughthe,0.0,1.35985557748476e-06
throw,7.887918276206088e-05,1.8881264527650125e-05
throwaway,0.0,7.237304150694388e-06
throwing,2.8480421015739837e-05,7.402699301030281e-06
thrown,7.242480551159705e-05,1.1025657849955337e-05
throws,1.5751880037522505e-05,1.564580376084282e-05
thrust,2.1050715426069098e-05,4.483531856987875e-05
thunder,1.3847208955946192e-05,0.0
thursday,2.8528623684710766e-06,5.818658682392581e-05
thus,0.0005863092645418507,0.0005911133769808229
thwart,1.2787747024127972e-05,2.3218165927376696e-06
thwarted,7.253509404674228e-06,3.56368179814499e-06
thy,0.0004216582418491636,5.369333495381262e-05
thyself,6.413481981718909e-05,0.0
thérèse,0.0,0.0004921121791056939
tiber,4.233437083890037e-06,0.0
tiberias,2.933654276526392e-06,1.8012112487796343e-06
tibi,6.7838799504357475e-06,4.75278293084371e-05
tide,1.2835298429213468e-05,8.638248601601357e-06
tidings,6.249242592128687e-05,4.6873882520902755e-06
tie,3.615009280449758e-05,1.3487297391823202e-05
tied,5.88272559089379e-07,4.3842329311699415e-05
tiempo,0.0,0.0
tierra,0.0,2.7405702167902928e-06
ties,5.402081724512771e-05,3.0712319125808055e-05
tight,1.7733954261893616e-05,1.7806295593065392e-06
tightly,9.861485432860996e-06,1.276789650855783e-06
till,7.963006483385388e-05,3.172128036882562e-05
tilled,1.8509165544914296e-05,3.941292251328519e-06
tim,4.551015743600189e-05,5.643679364831223e-05
time,0.0004949142821406423,0.0005258648940892431
timeless,0.0,6.691586948563883e-06
timeliness,2.1939571787958107e-06,5.178020116973859e-06
timely,0.0001377368854413144,7.282667365068855e-05
times,0.0006502254548209607,0.00041299685159107804
timid,3.083610298617102e-05,1.666669967914193e-06
timidity,1.663483616456679e-05,5.521970543343105e-06
timor,0.0,0.0
timothy,0.00011012003842997448,4.2898848090159096e-05
tiny,3.085106976266977e-05,9.19326044708649e-07
tirana,0.0,3.8707409075806e-06
tire,3.255304458961057e-06,2.086084430981018e-05
tired,1.3720863829768872e-05,4.8617649822706785e-05
tiredness,0.0,1.0825026478630967e-06
tireless,2.6083147094871467e-05,5.587846040255773e-05
tirelessly,6.8046009288679615e-06,2.226783085909004e-05
tires,5.091165983264522e-06,1.4087276068574065e-05
tiring,1.4627582555892873e-05,6.581218486749351e-06
tissue,5.472266602797372e-06,1.7254953827806405e-05
tissues,0.0,1.194900047261004e-05
tit,5.099601330191882e-05,3.137978978297755e-05
title,0.00023873122407868955,0.00015543451663315062
titles,7.874267678662285e-05,4.2861780709128864e-05
titular,2.511937039417617e-05,2.0739381831479594e-05
titus,5.179620099675352e-05,3.272247433890407e-06
toa,0.0,2.7169810444809972e-06
toall,0.0,3.7900004458685615e-06
tobe,0.0,4.922522384767661e-06
tobit,3.293369714178418e-07,2.267879461383247e-06
toda,0.0,0.0
todas,0.0,0.0
today,7.633088166504121e-05,0.00018771317180011246
todo,0.0,0.0
todos,0.0,1.249709697319429e-06
together,0.0002412815086699832,0.00030315373767513627
togetherness,0.0,1.014219158533443e-05
togive,0.0,9.117324356034132e-06
togo,0.0,1.8381261731148384e-06
toil,0.0001758839533464402,4.6187656388189024e-05
toiled,2.2634082305292407e-05,3.076987717075724e-06
toiling,2.43821299158408e-05,2.8928134915550022e-06
toils,3.965408313650176e-05,5.320591867333883e-06
token,0.0002873192742305717,1.2813860608439473e-05
tokens,8.558149899266894e-05,0.0
tokyo,0.0,2.910954287940918e-06
told,5.9968800762456214e-05,7.716641558152274e-05
toledo,2.1172837927365338e-05,0.0
tolerable,7.101311186721515e-06,3.80466072359955e-06
tolerance,2.465030192001426e-05,3.5597176995278695e-05
tolerant,0.0,0.0
tolerate,6.756659788160615e-05,0.00015570328403433849
tolerated,0.00012982130266221036,1.0104548401874308e-05
tolerating,2.9994995713943375e-06,5.402471428000969e-06
toleration,5.0993762673339127e-05,2.662431988641092e-05
tolive,0.0,9.700542386318462e-06
toll,1.2188877762991917e-06,3.6663530832943223e-06
tomb,4.425714185641008e-05,8.51956687612849e-05
tombs,3.691918396784222e-05,1.580152902248063e-05
tomko,0.0,0.0
tommaso,2.9684322937221786e-06,0.0
tomorrow,7.249370288289785e-06,4.084297457031189e-05
tomás,0.0,0.0
tomé,0.0,2.1388703769353057e-06
tone,1.412866042593237e-05,1.739931876993431e-05
tones,1.3630316551513807e-05,7.237334079298859e-06
tonewlyweds,0.0,0.0
tongue,0.0001356544697689581,3.239138175898838e-05
tongues,5.302611606454514e-05,2.673270052638777e-05
tonight,0.0,0.0
toniolo,0.0,0.0
took,0.00014032156110005734,0.000243121126290503
tool,6.327989906995775e-07,1.141991108642201e-05
tools,1.2768365271713435e-05,3.182993931682178e-05
top,6.265638399617049e-05,5.8325952045818315e-05
topic,1.7999680027008586e-05,1.5936847553645483e-05
topical,0.0,5.815408081615548e-06
topics,1.8673084807580164e-05,6.702772943576647e-06
tor,0.0,4.01864670248196e-06
torah,0.0,1.2410876896753656e-06
torch,2.94572409487409e-05,3.1838397904155692e-06
torches,3.147521779971197e-05,0.0
tore,7.319183435776254e-06,0.0
torment,3.551878194870821e-05,1.5446932709271336e-05
tormented,2.646813454962487e-05,3.24013023869478e-05
torments,4.857110588650863e-05,2.0285000932235795e-05
torn,0.00012509929843688695,1.702274944881534e-05
toronto,1.3476993451558529e-06,0.0
torre,1.7132028743015636e-06,0.0
torrent,1.6237035264405878e-05,7.837662332345238e-06
tortuous,6.3214755537963856e-06,1.3222485106616384e-05
torture,4.714522860595973e-05,1.5146074255863367e-05
tortured,3.164430778705448e-05,1.0325483534073087e-06
tortures,6.828556263570047e-05,2.9286642951685136e-06
tossed,8.416825286240712e-05,2.6344779324915497e-06
total,2.6577927700256648e-05,0.00027181091101163363
totalitarian,4.446626364284364e-06,4.342981115561383e-05
totalitarianism,0.0,5.258112793506011e-05
totality,3.8776282056866906e-05,7.168465343553001e-05
totally,0.0001987192973955005,0.00016361532083801226
tothe,0.0,1.6021902840010267e-05
totius,1.0061889747756858e-05,7.850391029908183e-05
tottering,4.617886142438687e-05,0.0
totus,0.0,1.6413322678747803e-05
touch,6.804617817530923e-05,0.0001115181211677075
touched,8.41154177067036e-05,6.498869722206756e-05
touches,7.036051458440808e-05,7.435509132587869e-05
touching,0.00016400684875277224,5.0720245857019526e-05
touchstone,1.6958057850127864e-06,1.371133298439418e-05
tough,0.0,0.0
toujours,0.0,0.0
tour,0.0,1.801373634636167e-06
tourism,0.0,0.00011728665396937667
tourist,0.0,3.3900231270997456e-06
tourists,0.0,7.89514941639343e-06
tours,1.0266505603398094e-05,3.547402938807378e-06
tous,0.0,1.0364666316682248e-06
tout,0.0,0.0
toute,3.305185893433272e-06,0.0
toutes,0.0,0.0
toward,0.0005108769206015882,0.00027710447673628713
towards,0.000289831660426958,0.00042550663661158243
tower,6.643234642973302e-06,1.2698840104843023e-05
towers,5.605196252522148e-06,5.017517720007252e-06
town,4.1087187595806864e-05,2.6631475501989064e-05
towns,0.00014608658947930467,2.5182576804501163e-05
toxic,0.0,4.168753418118335e-06
toyoung,0.0,0.0
toyoungpeople,0.0,0.0
tra,5.915477197765297e-06,0.0
trace,3.511216840220788e-05,1.7305812973172185e-05
traced,2.0986533927161322e-05,3.516185912777918e-05
traces,4.644335462687618e-05,2.1366859072113503e-05
tracing,8.311842526866593e-06,1.857365810038643e-06
track,7.592020538528927e-07,1.5653496907542889e-06
tracks,8.519294037622092e-06,0.0
tract,1.5636005353231663e-05,5.597936364865762e-06
tractatus,9.820080329284845e-07,3.774340869938635e-05
trade,8.874231671422776e-05,6.824941219677445e-05
tradendae,0.0,1.0840759041841604e-05
trades,1.238884669165244e-05,1.8892361596506377e-05
trading,2.573230663793674e-05,1.3847063836875506e-06
tradition,0.0001195076294286537,0.0006845960495594158
traditional,8.229139342955016e-05,0.00020816623574168342
traditionally,4.012515203233675e-06,4.159354674328871e-05
traditions,6.519423065535201e-05,0.00023071854032927664
traffic,1.4151916692245338e-05,2.8428836939038616e-06
traffickers,1.3052144385743865e-06,1.1503802722806528e-06
trafficking,0.0,1.4476766570452746e-05
tragedies,1.2488775075005478e-06,1.266236003615414e-05
tragedy,1.0484714496416486e-05,2.8709336683205972e-05
tragic,3.4887961988690116e-05,7.623266689500268e-05
tragically,3.6883317946192844e-05,4.166110960288227e-06
trail,9.940535673164737e-07,8.848737441347332e-06
trails,0.0,2.4836836315450806e-06
train,0.0001085136467929699,2.6667332878915446e-05
trained,0.00015878824568339072,6.727000988988134e-05
training,0.00022314811149156704,0.00026361704373167617
trains,2.378938352787817e-05,6.25038249714543e-06
trait,1.1120676703116257e-05,1.0920898223847086e-05
traitor,7.145654135648918e-06,0.0
traits,9.873324936109078e-06,9.556782095002894e-06
trample,5.4707100310036885e-05,6.061474510996193e-06
trampled,5.77154224664062e-05,1.629212974592903e-05
tramples,7.143907191614215e-06,0.0
trampling,2.3931106999070132e-05,5.259114109591114e-06
tranquil,8.272989988566803e-05,3.116495518497172e-05
tranquility,0.0001365611329183788,1.97482288541722e-06
tranquillity,0.00023296368431636452,2.6363565328478835e-05
transactions,1.20602234605563e-05,3.859123758651672e-06
transcend,1.2453338092436565e-05,6.619020711869093e-05
transcended,0.0,1.5574840240861074e-05
transcendence,2.262699429376221e-06,7.159948047973208e-05
transcendent,2.118030322158993e-05,0.00012753562599611315
transcendental,3.7706704795247745e-06,1.5714994687287563e-05
transcending,1.0856150508879047e-05,1.928239202417757e-05
transcends,5.109661630363146e-06,8.035917648966325e-05
transfer,6.625475142619247e-05,7.377978678561336e-05
transferred,8.605124596710068e-05,5.898095088074999e-05
transferring,1.5978544752725336e-05,4.403235350593981e-06
transfers,5.20537511839225e-07,1.2537535500927268e-05
transfiguration,2.19439396658902e-06,4.905957724624147e-05
transfigured,6.999964761445888e-06,4.912247563334624e-05
transfigures,1.7656013854739307e-06,5.631785362792674e-06
transform,1.0075283099647938e-05,5.781006870982809e-05
transformation,1.5936728859702113e-05,0.00013030530230049163
transformations,1.6079226885777462e-05,3.2950003307713134e-05
transformative,0.0,0.0
transformed,2.9422654820180684e-05,9.193972385607137e-05
transforming,1.5546111141020867e-06,4.976902730205259e-05
transforms,1.4415738901176527e-06,7.43157714075563e-05
transgress,3.6461951189252575e-05,1.3017219815729212e-06
transgression,2.423449779881806e-05,3.451338715552709e-05
transgressions,2.813256196351642e-05,1.8601065082421976e-05
transgressors,6.133054038255805e-05,6.88590103867421e-06
transience,0.0,0.0
transient,1.247510869746529e-05,6.115640549944201e-06
transit,4.3983175631658445e-07,6.443394848698436e-06
transition,2.823880456683275e-06,2.399587138734435e-05
transitory,2.758146880137606e-05,2.745765932990432e-05
translate,2.5843626513458825e-05,5.471666441644653e-05
translated,4.119763858375263e-05,5.361989898525433e-05
translates,7.87217417962865e-06,2.6547374243834e-05
translating,4.242688730517223e-06,5.6144821374173256e-05
translation,0.0002331655659456555,4.269729202129335e-05
translations,6.0027432422750385e-05,1.71577297217783e-05
translator,6.232484915834476e-05,0.0
translators,5.227109784114868e-06,2.1388703769353057e-06
transmission,1.4711695818886869e-05,0.00011529911362548082
transmit,3.597761385832902e-05,6.750079638511034e-05
transmits,4.537267536043948e-06,9.970513857095439e-05
transmitted,3.815167825087432e-05,6.081399442645145e-05
transmitting,3.66402339237187e-05,7.25538838130751e-05
transparency,1.0265998142308997e-06,3.0334637446019927e-05
transparent,6.444950190781513e-06,2.8554701723821203e-05
transplant,1.9535814856841632e-06,0.0
transport,1.5068150730913831e-05,9.426270841869271e-06
transportation,1.871628958791426e-05,8.120945886023004e-06
transported,2.005483909470052e-05,0.0
transubstantiation,1.0501403535733524e-05,6.675332182055803e-06
trap,3.610009584338705e-06,3.884570646614169e-06
trapped,2.69120245501419e-06,1.6420270467118264e-05
trappings,3.7791107383756093e-06,1.1633162157108478e-06
traps,6.322888848251688e-06,0.0
trastevere,0.0,0.0
trauma,0.0,0.0
traumatic,0.0,0.0
travail,3.975950958610407e-07,2.4002873621853036e-05
travel,6.26728846826958e-05,2.8564169145217177e-05
traveled,1.8603783060207837e-05,6.8940191849166494e-06
travelers,2.2958380706872243e-05,1.1336010495790588e-05
traveling,1.909295713393562e-05,7.305299396370046e-06
travelled,8.15828960670176e-06,2.3054685527598653e-06
traveller,1.0480106877843125e-05,1.2641739812461495e-06
travellers,2.8374664278268158e-06,2.9649913920604634e-06
travelling,6.3424318670142176e-06,9.61252248723366e-06
travels,2.1187406828332552e-06,0.002147522437680047
traverse,1.668009694131886e-05,0.0
traversed,1.8501294305102588e-05,5.229554799108707e-06
treacherous,8.929096602146727e-05,2.0616686437475756e-06
tread,1.304406203564506e-06,1.6130856605888987e-05
treading,1.2060544162343554e-05,0.0
treasure,9.489572234638374e-05,0.00018999463474237473
treasured,3.4079605261241466e-06,6.96690034529309e-06
treasures,0.0001779633096227925,0.0001091689325286854
treasuring,6.317990544771056e-06,1.0263781192210308e-05
treasury,0.00013985279631115315,0.0001014486504870307
treat,0.00013388121543420254,3.3980983215305135e-05
treated,0.00015667496563012353,0.0001548216847330189
treaties,7.039572518672453e-05,2.418164226014509e-06
treating,4.151116808782396e-05,5.976652376381294e-05
treatise,3.8590941372454226e-05,1.438577376822338e-05
treatises,1.61568530084717e-05,4.42689123807167e-06
treatment,6.890496032683444e-05,9.273752989081079e-05
treatments,5.876058314127601e-06,1.8847426778843715e-05
treats,2.7053822755097782e-05,2.1300108490491794e-05
treaty,3.302418780078577e-05,0.0
tree,3.5087319650494406e-05,5.2744969814130975e-05
trees,1.8720265391175406e-05,1.412018199332808e-05
tremble,2.332753558837157e-05,2.315019179320128e-06
trembling,2.5328791053402472e-05,5.563201536446906e-06
tremendous,4.4221111248858476e-05,2.417519081498073e-05
trend,1.2563231591082496e-05,1.5285110807556077e-05
trends,3.847876756779208e-06,0.00012466849237923288
trent,0.0005629248559975346,0.00034323199393634273
trento,6.8524283382060974e-06,0.0
trepidation,2.338767933900426e-05,5.586992870367431e-06
trespass,5.144359805503966e-06,1.0882740640857772e-05
trespasses,5.277859045033858e-06,2.1459279461212725e-05
treviso,2.827097971889203e-06,0.0
trial,7.118462417336047e-05,0.00018967060368250033
trials,0.00018132131448660383,9.229280044850369e-05
tribal,1.6089486662084473e-06,1.9589990404870107e-05
tribalism,0.0,5.790922512550379e-06
tribe,3.9030066780439835e-06,1.0568106944959032e-05
tribes,6.038025104340097e-05,1.46485572606772e-05
tribulation,0.00010061740112542865,2.784191277378055e-05
tribulations,4.4878188630538855e-05,3.16826796892396e-05
tribunal,7.008466050066171e-05,0.00033416661870498476
tribunals,1.842736318558204e-05,3.470836965757158e-05
tribute,0.00012390253504358591,2.2784319481883136e-05
triduum,3.048221055460122e-05,0.00013869589394213534
tried,0.0001336927624463781,5.551280622063344e-05
tries,6.40371073374658e-05,4.400320605277193e-05
trinidad,0.0,0.0
trinitarian,6.100264566466124e-06,8.69768781867187e-05
trinitate,4.2508882996267055e-06,1.684449362456549e-05
trinity,0.00011511133248634963,0.00020152892792121762
trip,7.876706875723491e-06,2.6783564980740785e-06
triple,6.266609139371847e-05,3.646518132814641e-06
trips,1.4948750714639663e-06,0.0
triptych,0.0,0.0
triumph,0.00018098724556632167,3.99624511391524e-05
triumphal,1.229747077028164e-05,0.0
triumphalism,0.0,2.00474368824088e-06
triumphant,6.706202820191548e-05,4.991292287631105e-06
triumphantly,4.006662084872118e-05,1.1469283514414615e-06
triumphed,4.1880272940119737e-05,6.85345511985649e-06
triumphs,7.365005436289868e-05,2.7926173969240394e-05
triune,8.516720582870875e-06,9.244024706511728e-05
trivial,1.5484596734746675e-05,1.709160332301677e-06
trivialize,0.0,1.5351406971763854e-05
trod,1.2216187594771285e-05,0.0
trodden,5.1147486843392345e-05,9.114230773132958e-06
troops,5.5207567417255355e-05,0.0
tropical,0.0,4.408974696680873e-06
trouble,9.998686655409174e-05,1.9856386948001023e-05
troubled,0.00019443783774953413,5.422659232878166e-05
troubles,0.00016601437573914474,1.8088052483058715e-05
troublesome,2.5882414093181308e-05,4.307555597570286e-06
troubling,1.5151322985265696e-05,2.9079337685111706e-05
truce,2.1669520909583065e-05,2.9950061989098565e-06
true,0.00047850638195632547,0.0005222332023055545
truer,4.773571551546346e-06,2.173215498166083e-06
truest,1.4081825281287214e-05,2.3821659092259073e-05
trujillo,0.0,0.0
truly,0.0003181803778505223,0.0002845036132826649
trumpet,4.185675847345474e-05,0.0
trunk,1.4912206586176909e-05,0.0
trust,0.00020709005215812203,0.00014711153889750372
trusted,3.973983170875538e-05,1.2356963267160067e-05
trustees,2.1959871208388084e-06,5.361100715851284e-06
trustful,1.3802682825254751e-05,7.462180503634844e-06
trustfully,9.007598492687818e-06,8.048462811969846e-06
trusting,0.00011137442635278795,7.509892274705623e-05
trustingly,0.0,3.306865674668892e-05
trusts,8.83076364143603e-06,2.026286839055102e-05
trustworthy,6.0672390500515785e-05,4.0495230076597244e-05
truth,0.0007679273458451535,0.0009999367739263719
truthful,4.025361592416702e-06,4.728820170854479e-06
truthfully,1.9951705413851334e-05,4.965558645739809e-06
truthfulness,0.0,1.613128267670579e-05
truths,0.0003022766722793137,0.00030849492712148796
try,0.00016136901970153217,7.329558571694636e-05
trying,6.890490232708413e-05,3.983092488350467e-05
très,0.0,0.0
tua,0.0,1.3230523552789239e-06
tuberculosis,0.0,6.036091768500818e-06
tuesday,1.3262186423831776e-06,2.301804511470479e-06
tumult,6.129329311318578e-05,1.3742301193990827e-06
tumultuous,2.0100804328936255e-06,0.0
tune,1.2168961386871175e-06,4.65813852373365e-06
tunic,5.6159076216258404e-05,1.551660079826273e-05
tunisia,0.0,0.0
tuo,1.8217327721280674e-05,0.0
turbulence,7.212464617321326e-06,0.0
turbulent,4.890312640083358e-05,4.206291492148281e-06
turibius,0.0,2.000470746105432e-06
turin,1.8582471324312979e-06,6.791859213430926e-05
turkey,0.0,2.885357124310179e-06
turkish,0.00010631681079240506,0.0
turks,5.6178470083356074e-05,1.8384953330722862e-06
turkson,0.0,0.0
turmoil,6.06647735584343e-05,1.1684868097379261e-05
turn,0.0002684939593068371,0.00020324898391141675
turned,0.00021073874932208566,4.7249866603758136e-05
turning,5.258018181487349e-05,7.054396902540201e-05
turns,5.058296102956286e-05,0.00010008942046997578
tuscany,3.989328073281079e-06,2.312054596686759e-06
tutti,0.0,8.415394725735564e-07
tutto,2.9337294274303534e-05,0.0
tuum,1.151994574186702e-05,0.0
tuus,0.0,8.318995235413444e-06
twal,0.0,0.0
twelfth,0.00013254892052486412,4.154161432677829e-05
twelve,5.098476058151862e-05,8.688268107128673e-05
twentieth,8.062668589129657e-05,6.355688836905993e-05
twenty,3.6600657704545125e-05,4.635617829437882e-05
twice,2.0760554361933726e-05,2.5467101802316555e-05
twilight,2.153355919194285e-05,0.0
twin,2.5664591419230718e-05,1.7990032471020368e-06
twisted,3.72584502285941e-05,3.207305504427746e-06
two,0.0003197190121045933,0.0004569072047767592
twofold,6.799635579467616e-05,6.976843470105698e-05
type,0.00011851662444858063,9.559326886975951e-05
types,6.217817385778406e-05,5.908691240046591e-05
typhoon,0.0,0.0
typical,1.2035986102644093e-05,8.783370550599417e-05
typically,0.0,1.4759275685058185e-05
tyrannical,1.7929258699110213e-05,7.190959346453779e-06
tyranny,6.131894893260289e-05,3.826766621971077e-06
tyrant,1.349905281500059e-05,1.3373767413669244e-06
tyrants,3.122602722268752e-05,5.464008681570574e-06
tyre,9.167548182208885e-06,0.0
témoignage,0.0,0.0
türkiye,0.0,0.0
ubi,1.920644922923217e-05,0.0
uganda,1.4213479871715498e-06,2.8784195957840402e-06
ugandan,0.0,5.519570258703123e-06
ugly,1.0345159346410193e-06,0.0
ugo,0.0,0.0
ukraine,7.637413615674966e-06,2.1784187049631805e-06
ukrainian,2.6667174119100378e-05,0.0
ukrainians,3.9165361443201475e-06,0.0
ulterior,5.485152993050947e-06,4.940340231347076e-06
ultimate,5.775346536955949e-05,0.00019192892587832226
ultimately,2.1552802231928605e-05,0.00010463935579202608
umbria,7.65697987855507e-06,0.0
una,9.652050184654765e-06,2.7320412902722036e-05
unable,0.00014850254952811367,7.499554970302588e-05
unacceptable,2.020145398903192e-06,0.00013125881961241145
unaffected,1.2779770638082117e-05,1.2603623247456436e-05
unafraid,2.7767846977280016e-06,2.3763137351547343e-06
unaided,8.30942034393103e-06,3.8867098046482555e-06
unaltered,1.7876744796787825e-05,1.8804387228864454e-05
unambiguous,1.178205510523959e-05,1.6134517339289255e-05
unambiguously,6.799833050723094e-07,7.834147792892567e-06
unanimity,0.00015693328735582026,2.6374869957797325e-06
unanimous,0.0001365934438872228,1.685644551488603e-05
unanimously,8.253172906322249e-05,5.7291194472780345e-05
unanswered,0.0,1.9960263095801037e-06
unarmed,1.821901543950829e-05,7.2422603685566306e-06
unassuming,1.8840321642645539e-06,4.731827277537923e-06
unattainable,6.966466274217655e-06,1.4363046606207332e-05
unavoidable,3.637243265438381e-06,2.6387324283964204e-05
unaware,0.00013218162836369857,2.15364062764349e-05
unbearable,5.607853673332157e-06,1.6403669864430976e-05
unbecoming,2.8544986323030448e-05,5.769686590014797e-06
unbelief,3.884779090805972e-05,1.905676095448219e-05
unbelievable,5.3251286057060596e-05,0.0
unbelievers,5.726887053089769e-05,1.0596504768274179e-05
unbending,3.9885446431278396e-06,0.0
unblemished,2.7566449070063538e-05,1.6266473494249014e-05
unbloody,3.0189281500605122e-05,6.1249730439014366e-06
unborn,2.216800685821894e-06,0.00014412048600624054
unbounded,2.079120683033986e-05,1.1800048970792704e-05
unbreakable,3.0596390355692984e-05,2.2084687075809476e-05
unbridled,0.00014564920578386553,1.4475937370902435e-05
unbroken,5.580178972993763e-05,2.9123300220767906e-05
