term_str,pre_mean,post_mean
conquer,5.881451065656279e-05,3.4288102648370667e-05
conquered,6.0329958120296085e-05,3.73897062850093e-05
conquering,2.0900690552925633e-05,3.5292155999773426e-06
conqueror,1.2780517930489662e-05,9.569912662755359e-06
conquerors,1.2013425508769096e-05,0.0
conquers,8.69092526709396e-06,2.281739239099075e-05
conquest,5.278354651330095e-05,6.571675304504683e-06
conquests,1.1880235183614494e-05,1.2230618501591251e-05
conscience,0.0002946925150193408,0.0003923862256390378
consciences,7.44122626118621e-05,0.00013259993211094746
conscientia,0.0,1.408987394842832e-05
conscientious,3.638200618960621e-05,3.189857037409648e-05
conscientiously,6.649901616129695e-05,0.0
conscious,8.41247037134472e-05,0.00025415590418746773
consciously,1.1110456608274959e-05,2.6864452533792396e-05
consciousness,0.0001262912743567386,0.00021585261399905618
consecrata,0.0,1.0682360776206836e-05
consecrate,8.923399193508616e-05,5.182902933775351e-05
consecrated,0.00017155770743254104,0.0005636094457779457
consecrates,1.5283519168527307e-05,1.2783368788189034e-05
consecrating,5.8131339211640686e-05,1.5746552111202932e-05
consecration,0.00014652360663417564,0.00024337977919914553
consecutive,2.429840247554856e-06,9.274872391625924e-06
consensus,4.626673356090525e-05,3.968595237782594e-05
consent,0.0003397508734638269,0.00038902869177565025
consented,2.8152729070344113e-05,1.963855818746123e-05
consenting,3.2124611744392196e-05,1.714633064176497e-05
consequence,0.00014185188058711142,0.00011122777623264837
consequences,8.518624254924426e-05,0.00015947619693024615
consequent,2.4388757624570828e-05,7.268871544020603e-05
consequently,0.00024055505050561585,0.00028299136991079846
conservation,1.1555051867920732e-05,3.442205344493901e-06
conservative,1.4856721871910714e-05,1.1549271161442404e-06
conserve,1.238683747557255e-05,2.3020174269632535e-06
conserved,5.135225881268556e-06,1.323076794790385e-06
conserves,3.587115484471187e-06,5.708068748495753e-06
conserving,4.911021400871989e-06,1.4511639605187767e-06
consider,0.0004312607079169871,0.00029549979952106254
considerable,9.042964130453444e-05,8.025280687820998e-05
considerably,1.5742548679171534e-05,5.968954524727371e-05
consideration,0.0002927106526734718,0.0002533441155436868
considerations,0.00013701471788230167,0.0002495023332663521
considered,0.0003842940985202483,0.00044534706441231957
considering,0.00015449100391101258,0.00010613292339939036
considers,6.982353294144297e-05,7.383273011577769e-05
consign,9.391372880017806e-06,0.0
consigned,2.3094063357967942e-06,5.190836365215117e-06
consigning,0.0,2.5171277630226463e-06
consignment,0.0,0.0
consist,5.478536373374279e-05,0.00010481255636591558
consisted,0.0,7.884674471527795e-06
consistency,6.8154028041636785e-06,3.5662770299834035e-05
consistent,4.104992282799732e-05,9.750518586488567e-05
consistently,2.7133836338854056e-05,5.0092282209229314e-05
consisting,1.930071468031455e-05,8.68470666206966e-06
consistory,3.719442422823252e-05,1.0102249465835505e-05
consistoryfor,0.0,0.0
consists,0.00011715168486064018,0.00017481347878605153
consolation,0.000419311229922711,7.344749478293032e-05
consolations,5.9699560327058534e-05,1.7245387516969968e-05
console,8.41127151005259e-05,2.818187647819314e-05
consoled,0.00015484458834048994,1.0177019753627913e-05
consoler,1.713197194987199e-05,2.115120745999761e-05
consoles,3.701101620409159e-05,0.0
consolidate,1.6236014565910376e-05,2.104770433880211e-05
consolidated,9.836802513197975e-06,3.301491851358114e-05
consolidates,2.1570739256041838e-06,9.046270774685913e-06
consolidating,3.575114727628171e-06,7.655985105776014e-06
consolidation,2.897938561867444e-06,2.1261667251405023e-05
consoling,7.117287554752844e-05,4.0373904878489305e-05
consonance,4.109553500212389e-06,1.907489434299735e-06
consonant,8.745910689912401e-05,5.1969243247999546e-05
consortio,3.359875916018465e-06,0.0001669633119271804
conspicuous,0.00010262813811337181,5.2954465172276175e-06
conspiracies,5.72956208583065e-05,0.0
conspiracy,0.00012290257124503295,6.424047722008963e-06
const,3.713563570762671e-05,1.2785122507631542e-05
constancy,0.00036236607110553333,8.471548431777406e-06
constant,0.0001939730619559344,0.00023384316503955032
constantine,3.5654859538380766e-05,6.0080556927898974e-05
constantinople,0.00017338228910870472,0.0001989786700549014
constantinopleecumenical,0.0,0.0
constantly,0.00022621077215749814,0.00023238145240962388
constellation,0.0,1.521747549364909e-06
constituent,7.401183067607819e-06,4.5367660814248095e-06
constitute,6.741991297071561e-05,0.00017306294013448765
constituted,0.00020398200059893777,0.00014516545789120994
constitutes,5.103089766256177e-05,0.00030477394781581205
constituting,1.4910750677081932e-05,5.062617682871127e-05
constitution,0.0007020261491926101,0.0011372899970159597
constitutional,7.217823685203041e-06,5.729806481776494e-06
constitutiondei,0.0,6.319065471002159e-05
constitutiongaudium,0.0,0.00012160200996047847
constitutionlumen,5.678026275857387e-06,0.00026768888536766615
constitutionpastor,0.0,2.8379821253478326e-05
constitutionpraedicate,0.0,0.0
constitutions,0.0003333433501750217,0.00026668103319822184
constitutionsacrosanctum,0.0,5.862115830328835e-05
constitutionveritatis,0.0,0.0
constitutive,2.474785619234982e-06,0.0001299359843700119
constrained,9.430947638604987e-05,1.5082986463910963e-05
constraint,2.642325001281277e-05,1.2999551473735547e-05
constraints,1.572745323759412e-06,1.2709655832017277e-05
construct,7.459988497292968e-06,2.1240525454636995e-05
constructed,2.478068822115233e-05,9.508384007818697e-06
constructing,1.3193080189747423e-05,6.3314290930621905e-06
construction,5.5702046225343346e-05,2.555606134508131e-05
constructive,1.1534776465110527e-05,4.329229017526987e-05
constructively,0.0,0.0
constructs,8.850307860966381e-07,4.720464113808351e-06
consubstantial,2.1398292968132414e-05,2.4134986041407355e-05
consult,8.872880362457193e-05,2.457874989328078e-05
consultants,0.0,1.734829453517931e-06
consultation,7.172395731442164e-05,0.00019505088327039744
consultations,5.212753646717373e-06,6.434956743165021e-06
consultative,0.0,2.5806052337684303e-05
consulted,5.580270164029663e-05,6.10678217158382e-05
consulting,5.2154330262209754e-05,2.6792192327728813e-05
consultors,3.4558726335824435e-06,0.0001120385191423198
consume,4.9481161621016906e-05,1.5612256422876468e-05
consumed,4.707174764597411e-05,2.0258438483030634e-05
consumer,3.218917675385721e-06,4.677176822253437e-05
consumerism,0.0,3.9930393021604884e-05
consumerist,0.0,1.8778335647324505e-05
consumeristic,0.0,3.6567169195840056e-06
consumers,7.661725059166926e-07,1.8831473554021635e-05
consumes,1.5254969415951267e-05,1.3524804204433288e-05
consuming,6.188919518994942e-06,9.937849449975976e-06
consummate,2.608374462806947e-05,3.6618568509660707e-06
consummated,1.4611214787532632e-05,0.0
consummation,9.660877091612507e-05,2.0255760704247266e-05
consumption,6.285422521261297e-06,7.423237147479101e-05
contact,6.653571279088653e-05,0.0001374061799497617
contacts,1.6425116496873284e-05,4.428843053521852e-05
contagion,0.00012038743708558688,0.0
contagious,3.36778533815504e-05,5.6027592245541885e-06
contain,0.00012448013991818218,0.00014375029020581332
contained,0.00022617008019496182,0.0002773629667449317
containing,3.183857026958455e-05,7.761784830537558e-05
contains,8.476544793064274e-05,8.957259820839467e-05
contaminate,2.4532214490892026e-05,2.7902007321453925e-06
contaminated,5.6337858401676407e-05,8.71735439323139e-06
contamination,5.0538239280430996e-05,4.609930843936208e-06
contemplate,6.538488247809979e-05,9.583623439713952e-05
contemplated,3.0497772157729408e-05,5.302283351636712e-05
contemplates,2.4248073509815475e-06,2.4719034766632917e-05
contemplating,1.1878616836835203e-05,8.219606664695205e-05
contemplation,9.935764474947356e-05,0.000246128026110955
contemplative,1.486876370618163e-05,0.00013495677177112573
contemplatives,1.9901676618628296e-06,8.06813526550032e-06
contemporaries,2.8172857814774844e-05,5.7910374251006426e-05
contemporary,3.013182001065122e-05,0.00019952672102326117
contempt,0.00024830402458820194,4.9388952072580505e-05
contemptible,2.7210360703345944e-05,3.122510466758072e-06
contend,9.352959094538226e-05,1.758532538131346e-05
contended,1.8036367359962293e-05,1.2819897031532105e-06
contending,2.1473976117787767e-05,5.806622544757721e-06
content,0.00010622503313449269,0.00028101573667878966
contention,8.77771573654395e-05,5.1403496811653475e-06
contentions,6.504592630365882e-05,2.3725208177560677e-06
contentious,6.623227981751231e-06,0.0
contents,0.00018624888293299326,7.111717372689725e-05
contest,9.04288355170288e-05,8.785057022077747e-06
contested,1.771352678017077e-05,4.440560718408877e-06
contests,6.872929546068086e-05,0.0
context,1.3078217591461282e-05,0.00030345924122178924
contexts,0.0,4.3351328242295085e-05
continence,2.3385523307841393e-05,1.6028503446662942e-05
continent,1.2359454717258933e-05,0.00020827095347673554
continental,0.0,3.5206569477385144e-05
continents,1.4524762060978257e-05,7.085694934312951e-05
contingencies,2.8577910139742876e-05,2.744352595987888e-06
contingent,8.405506696213678e-06,1.550383413783177e-05
continual,9.029538950688724e-05,7.590513321984513e-05
continually,0.00014163038248638164,0.00012227386580185103
continuance,3.308067543963013e-05,5.86123787954028e-06
continuation,2.7597729641740175e-05,4.4436637661448024e-05
continue,0.00016668698513361594,0.00010992255207394144
continued,0.0001093558631274095,7.156721394665522e-05
continues,7.461992089816477e-05,0.0001939804945458038
continuing,4.528600783071848e-05,0.00010753416262433555
continuity,9.249749510133105e-06,0.00014596520298946282
continuous,0.0001068569501419755,8.926973986154837e-05
continuously,4.840736425870355e-05,2.1930446842575797e-05
contra,3.737341874450194e-05,0.00012235335472931595
contraception,0.0,3.098481366680998e-05
contraceptive,0.0,1.1390560636999398e-05
contract,0.0002502906821596712,3.7141763504802136e-05
contracted,0.00013130209813889355,7.365087529988632e-06
contracting,0.00015192478567580906,4.752495296671932e-05
contracts,0.00014379892954300658,1.054131082240554e-05
contradict,7.865610223309749e-05,8.077891146301371e-05
contradicted,1.092534418257559e-05,3.826475949801327e-05
contradicting,6.988854264847097e-07,1.3963993494254338e-05
contradiction,5.1643778249965245e-05,0.00011296937274215185
contradictions,3.9513305054699206e-05,3.982422968336722e-05
contradictory,3.232443893161355e-05,8.587784129146662e-05
contradicts,5.354878723620539e-06,8.416732187883482e-05
contrary,0.0005445852357523838,0.00040850335138174917
contrast,6.0394577915380405e-05,8.882913192878836e-05
contrasted,0.0,1.2965564509972867e-05
contrasting,0.0,7.361610072111572e-06
contrasts,1.9146455511608397e-06,1.46080647903407e-05
contravene,6.0509494202345984e-05,0.0
contribute,0.0001643489146149517,0.00018434127801460122
contributed,8.530473174437485e-05,6.0607016333644775e-05
contributes,7.320291464611565e-05,5.890036307709416e-05
contributing,3.681413088955188e-05,2.70689526967885e-05
contribution,4.491084070046937e-05,0.00018402542749787463
contributions,4.19238989268987e-05,8.199084189578306e-05
contrite,2.3707911864712833e-05,2.2269568790127312e-05
contrition,3.317508481820862e-05,0.00011498995302629745
control,0.00014727910314521613,9.590763426358465e-05
controlled,2.1073034827195205e-05,1.3956962375759336e-05
controlling,1.7884062082559857e-05,9.53742759562555e-06
controls,2.7305661153266138e-05,1.0193549708444416e-05
controversial,8.01068784793195e-06,8.560458879285525e-06
controversies,0.0001542509721567912,2.2237407284012106e-05
controversy,0.00021425638230010297,7.39748957204961e-05
convene,7.118162380758195e-05,1.4587248519743796e-06
convened,5.960941983690476e-05,3.842180876331217e-06
convenience,5.524557802908907e-05,1.6740324994138954e-05
convenient,7.876143686410349e-05,3.812540406304162e-05
conveniently,7.610639518037431e-05,0.0
convent,3.638471806633988e-05,3.5861727581062176e-06
convention,4.841485773593606e-05,4.404148591772719e-05
conventional,3.1838274398254874e-06,8.968403434554206e-06
conventions,2.8484352483718036e-05,4.378967526406308e-06
convents,6.488938427408287e-05,0.0
conventual,1.4893792325416368e-05,4.498376679427219e-06
converge,8.017760727778635e-06,3.278758726406542e-05
convergence,1.0156237961850983e-06,4.188112251544655e-05
convergences,0.0,4.405594766524618e-06
converges,0.0,5.436891958413743e-06
converging,5.998919468951998e-06,9.034010678049431e-06
conversation,2.9308260012028457e-05,0.00011589158955105941
conversations,9.278107270535909e-06,4.2002733112247045e-05
converse,1.523823312242216e-05,1.7619361614865376e-05
conversed,2.7821867761927213e-06,0.0
conversely,2.783563934205999e-07,2.1603348195325813e-05
conversing,1.559783434134e-05,1.6524688005015432e-06
conversion,5.1034843509544656e-05,0.00032014623092093824
conversions,0.0,1.6608512830089227e-05
convert,3.52698935634369e-05,1.2946512615418107e-05
converted,0.00010509225794867177,6.845580112555208e-05
converting,1.5830132491110638e-05,1.766088076144072e-05
converts,4.2052326426994725e-05,2.272536197682074e-05
convey,1.9752214475028246e-05,1.2002821576096297e-05
conveyed,2.678180588610207e-05,0.0
conveying,1.8660488066675268e-06,2.8159694782091424e-06
conveys,1.459251054910048e-05,2.102363128051184e-06
convicted,2.2304831952517245e-05,0.0
conviction,4.357834597652848e-05,0.0001941495274422185
convictions,3.657482552450719e-05,0.0001009914549326745
convince,9.149605559231563e-05,3.0433821453580957e-05
convinced,0.0001466777027143521,0.0001277300333547202
convinces,6.981539064453567e-06,1.0046951263360593e-05
convincing,3.0802809984899656e-05,4.8781651431868015e-05
convincingly,2.9948490939246354e-06,6.0426070217754175e-06
convocation,1.7515255678040044e-05,1.8050125725561965e-05
convoke,3.544575484832468e-05,3.629113338049946e-05
convoked,1.5015392966114792e-05,3.6319426885131365e-05
convoking,1.513549057050621e-06,1.987718099262645e-06
cool,4.187343550125034e-06,4.17149926431158e-06
cooperate,5.5548625707067767e-05,8.88972344200986e-05
cooperated,8.841932120274457e-06,2.1197098433448808e-05
cooperates,8.947191168051476e-07,1.6268157889653186e-05
cooperating,7.369417633580447e-06,2.5455440903718953e-05
cooperation,8.315096580325958e-05,0.0002262463819365057
cooperative,1.599216479916004e-05,4.682004172865895e-06
cooperatives,3.5466450412061156e-06,6.803251039007241e-06
cooperator,0.0,5.265429827297688e-05
cooperators,7.449009893215885e-06,8.044276781233317e-06
coordinate,6.202089684042639e-06,4.728804205547634e-05
coordinated,9.258773744343346e-06,3.5707805456289795e-05
coordinates,1.0496265753740031e-05,1.3005946399903022e-06
coordinating,2.1850202076778737e-06,2.611803147391231e-05
coordination,1.0796489567913884e-05,2.9073254995142698e-05
coordinator,0.0,1.3882988134396378e-06
copacabana,0.0,0.0
cope,1.3793176658771433e-05,7.433964755846998e-06
copenhagen,0.0,0.0
copies,0.00015594327934589886,4.644942376703986e-06
copious,2.774423161892097e-05,0.0
copiously,2.4728152032317583e-05,0.0
coptic,2.573966029624503e-06,7.21753448211312e-06
copts,1.8299155022577432e-05,5.683125378097843e-06
copy,5.043572074815512e-05,8.525145130836923e-06
copyright,3.2314947721429584e-06,1.0602686883270273e-05
cor,0.00013069920498237457,0.00019245942302411085
coram,0.0,0.0
corazón,0.0,0.0
corde,0.0,9.469855715515499e-05
cordes,0.0,0.0
cordial,5.1988708317818555e-06,2.6553536653495356e-05
cordiality,1.9540700532275005e-06,3.353451116122359e-05
cordially,6.401628999576523e-06,1.6091101956604203e-05
cordis,2.5588472766602647e-06,5.180096125798529e-06
cordoba,5.3169643365339496e-06,0.0
cords,4.2109300067399455e-06,1.7910232229124667e-06
core,2.3823361053899846e-06,8.129219463729397e-05
corinth,9.091695952859339e-06,4.278981260122502e-05
corinthians,6.27834111701081e-05,4.5276231695876926e-05
cornelius,7.66263493577047e-06,5.3254385425902e-06
corner,1.912869067999409e-05,8.019080516834643e-06
corners,2.348289174708143e-06,0.0
cornerstone,6.344177084942843e-06,1.1462464821097255e-05
cornerstones,3.3142147491384056e-06,0.0
coromoto,0.0,0.0
coronation,8.321298819524152e-06,4.8422175510410885e-06
coronavirus,0.0,1.192814729254314e-06
corporal,3.737849234101514e-05,2.889862353666684e-05
corporate,6.036598832638268e-06,3.398531448940635e-05
corporation,6.736835109692354e-06,3.756782633553355e-06
corporations,1.2096579427228309e-05,3.823516986390739e-06
corporeal,1.4105849938421933e-05,1.896960138837829e-05
corporis,2.1352133858830573e-05,3.793062730340872e-05
corps,3.4525017257940487e-06,1.9374389924817042e-05
corpsaccredited,0.0,0.0
corpus,1.8202343514395555e-05,8.626754820056256e-05
correct,0.0001575147011878281,0.00012823181607584557
corrected,9.321361992614849e-05,3.937814418236348e-05
correcting,4.112593214048666e-05,3.092238175995883e-05
correction,8.449622794730121e-05,6.901280549032099e-05
corrections,1.588188210455105e-05,2.4405308210177577e-06
corrective,3.54955236871103e-06,0.0
correctly,9.260442106159618e-05,0.00019160535687616742
correctness,2.6740958859307805e-06,1.6851688407131418e-05
corrects,5.464867895299965e-06,5.530512114658008e-06
correlation,4.63292391889518e-06,1.169571495754453e-05
correlative,6.094681322315836e-06,1.3839248389998629e-05
correspond,8.659257402385307e-05,0.00010297841123825813
corresponded,2.509757097778753e-05,2.35035476795989e-06
correspondence,4.3171674016472454e-05,0.00010640096434084624
corresponding,4.796349131079221e-05,7.766544492390595e-05
corresponds,4.4593169954861116e-05,0.00013878581955473272
corridors,0.0,2.708490961670036e-06
corrodes,7.218372047430065e-07,0.0
corrupt,0.00017656557396975576,1.2327051975188543e-05
corrupted,6.799604112206122e-05,2.989153274571262e-06
corruptible,2.6490357926022407e-05,3.0785230478448905e-06
corrupting,2.5949920333531097e-05,0.0
corruption,0.00020347972602766015,4.276536440628904e-05
corruptions,7.604743835585322e-05,0.0
corrupts,6.126090756259766e-05,1.228042123440076e-06
cosmetic,0.0,0.0
cosmic,1.3284336171859517e-05,3.926077517325948e-05
cosmopolitan,3.9228764892911785e-06,1.9335006538583674e-06
cosmos,3.719127618980405e-05,4.012990773859256e-05
cost,8.890115074986358e-05,8.631490806727985e-05
costa,0.0,0.0
costly,1.3384758297137431e-05,9.439963336530696e-06
costs,3.645665889462607e-05,3.596551567143265e-05
cottolengo,2.4079802024971033e-06,3.5316703261840015e-06
couch,4.4637958810526695e-06,0.0
could,0.0006616375593769261,0.00045227395059287763
council,0.0007566175064065275,0.002128535465032918
counciland,0.0,1.403146451520451e-06
councilfor,0.0,0.0
councillors,6.259168760840058e-07,0.0
councilof,0.0,0.0
councils,0.0002622747449487337,0.00020577704990327908
counsel,0.000437952604413778,0.00010352031963693958
counselling,0.0,6.744862816562673e-06
counsellor,4.381317351689476e-06,2.6033375496659323e-05
counsellors,6.381324987166385e-06,3.296841552401211e-05
counselor,2.3952866677947203e-05,0.0
counselors,9.673679490303659e-06,6.411143321011191e-06
counsels,0.0002613614565744666,0.00018975036794996344
count,3.112561196684355e-05,5.853093664291538e-05
counted,6.949347112465907e-05,1.7038158415754224e-05
countenance,2.5484850161096936e-05,2.7571329623962017e-05
counter,3.4206516519989944e-05,2.538360455619648e-05
counteract,2.376184059852791e-05,3.2212347577090334e-06
countered,6.503886410640816e-06,2.4552009868571273e-05
counterfeit,3.204979900441751e-05,3.756782633553355e-06
countering,0.0,7.4056463969722075e-06
counterparts,0.0,5.302436881966575e-06
counterproductive,0.0,7.478788049817547e-06
counters,2.8661557330334845e-06,0.0
counting,4.4093337214660126e-05,2.589792336082116e-05
countless,7.808760838929424e-05,8.033171172435408e-05
countries,0.0002237722967923367,0.0003003901238430406
country,0.00035746402641766834,8.441351465955443e-05
countryman,1.012802109103665e-05,0.0
countrymen,6.652283782837674e-05,2.5772956658721383e-06
countryside,2.1386163543503072e-05,2.688610101725483e-05
counts,1.4553533478463973e-05,3.8249038318391055e-05
couple,2.1071466107083518e-05,6.227244776594562e-05
coupled,1.2553321406408645e-06,1.3525314142315453e-06
couples,1.2316730531012773e-05,0.00013495648553933718
courage,0.0001339259303702496,8.474836386945712e-05
courageous,5.093023205861703e-05,5.7258672454927184e-05
courageously,5.080936264240489e-05,4.04821010549475e-05
course,0.0004129422282448088,0.0002899601093243896
courses,2.602158092145696e-05,0.00010484326780732943
court,0.00011481317692000181,3.6797423952734547e-06
courteous,1.716858500751365e-06,0.0
courtesy,1.057791837065801e-05,3.277895719854095e-05
courts,7.744923825986167e-05,0.0
courtyard,0.0,0.0
cousin,7.78485718156546e-06,2.5217353637643362e-05
covenant,5.4462698282586485e-05,0.00033333819557886243
covenants,4.796812656116554e-07,4.495443112638031e-06
cover,4.996584941645955e-05,4.02533397444093e-05
coverage,0.0,2.30886713747544e-06
covered,3.340256184484393e-05,3.933556522967895e-05
covering,3.5788493800247915e-05,2.891531407086963e-05
covers,6.466308086728735e-06,1.1417813296373935e-05
covertly,3.0964055243875105e-05,2.4716340191015614e-06
covetousness,3.462977914310734e-05,0.0
covid,0.0,0.0
cowardice,5.2003348978459896e-05,4.933234299097826e-06
cowardly,4.110039321119487e-05,0.0
coworkers,7.5188666472803365e-06,4.592268269767823e-06
cracow,5.241268951068043e-05,2.2255983224312866e-05
cradle,4.124538178369395e-05,1.1478986058420282e-05
craft,6.229892341492014e-05,9.928832661993902e-06
crafts,2.636454333038871e-05,1.4294575259618538e-05
craftsman,4.1957286394005565e-06,6.883109339426237e-06
craftsmen,1.0242834851173115e-05,1.3469158543272113e-06
crafty,6.075036359352792e-05,0.0
crash,4.796280691741687e-06,0.0
craving,2.6863857053511887e-05,1.3636173373808316e-06
crazy,5.12319592080961e-06,0.0
create,3.93672934055194e-05,0.00010757941339250752
created,0.00016465101292969093,0.0003013959862136515
creates,1.4240669092661907e-05,7.526621269620887e-05
creating,3.663086830286065e-05,8.528933057154642e-05
creation,5.697282389299341e-05,0.00035081293600786447
creations,7.95149590804439e-06,2.695735058257002e-06
creative,4.6524880749319815e-06,0.0001152964617001997
creatively,0.0,4.81339841973652e-06
creativity,7.14774009065736e-07,0.00010555369775168138
creator,0.0001500565993884713,0.00027113757321832856
creators,1.936130255471921e-06,1.2360575508289573e-06
creature,0.00010304831489630527,0.0001434813070057359
creatures,7.957695385630167e-05,0.00011119865045536923
credence,1.9652872886670643e-05,0.0
credendi,5.768704402162412e-06,7.067532424696489e-05
credential,0.0,0.0
credentials,4.883653590118145e-06,0.0
credibility,8.05500701994801e-06,4.641266837791571e-05
credible,3.222708729350882e-05,3.066434434403842e-05
credibly,0.0,3.887708619820683e-06
credit,8.49599291808168e-05,7.890713410789302e-06
credo,1.3925297760989743e-05,4.7190908773537305e-05
creed,4.852402548971738e-05,0.00012279818564979726
creeds,1.441300333874594e-05,9.651371450049753e-06
creep,3.823783680587279e-05,6.974206553243756e-06
creeping,4.0712675316693956e-05,2.467078334516372e-06
creeps,1.3570346541290872e-05,0.0
cremona,1.5547222675630843e-06,0.0
crept,5.571554681355834e-05,0.0
crescenzio,0.0,0.0
crete,5.41530082043854e-06,3.421935670238018e-06
crib,4.172490898557366e-05,0.0
cried,4.4351726774077324e-05,1.7692224195932167e-05
cries,5.2308909921562165e-05,5.2118949461700035e-05
crime,0.00029606557327500194,3.458733770325575e-05
crimes,0.00016042294249430446,0.00021344010850481458
criminal,9.067803534044372e-05,7.244123180535126e-05
criminals,3.337998589801373e-05,9.180319102087458e-06
crippled,8.945176072779239e-06,5.153238630527346e-06
crises,2.9158292760452153e-05,3.903045934827653e-05
crisis,0.00010444676500328828,0.0001647466024990578
cristiana,0.0,1.2466163914085199e-06
cristo,0.0,1.0701638871874678e-06
criteria,5.51390942517154e-06,0.0002578705998682764
criterion,2.141278595068142e-05,0.00010073077494527674
critical,6.423592258534948e-05,0.00010910030705597919
critically,3.4568166535976955e-06,6.718667706437369e-05
criticism,8.204584417888644e-05,2.7127407994701273e-05
criticisms,1.971308099611365e-05,9.038033935616973e-06
criticize,1.730589554897363e-05,2.212189822878524e-06
criticized,8.504616350087174e-06,8.12059628743164e-06
criticizing,1.0032752275312224e-06,2.3982566961533973e-06
critics,2.325052112318864e-05,1.2703832400831726e-06
critique,0.0,5.664814348486504e-05
croatia,0.0,1.0384803782963518e-05
croatian,0.0,1.0404625046195887e-06
croce,0.0,0.0
croix,0.0,1.968722853516377e-06
crooked,5.026071264211958e-06,4.728108302805997e-06
crop,1.977118895760693e-05,0.0
crops,1.3069370169772111e-05,7.321084714765987e-06
cross,0.00016444405657878037,0.0003708996090712731
crossed,1.4336774470506685e-05,8.631377703293242e-06
crosses,1.5838677958548275e-05,3.332885721990381e-05
crossing,1.0978604925866274e-06,0.0001395756533823342
crossroads,2.6956223633059042e-06,7.154104806886118e-06
crowd,7.17857726406454e-05,3.4302463658052075e-05
crowded,4.587034140133667e-05,5.986030992990398e-06
crowds,6.354871150995966e-05,2.6085519326755965e-05
crown,0.00021434811235658067,2.993523902504056e-05
crowned,8.553661907271426e-05,4.456386097601725e-05
crowning,3.4337243439423696e-05,3.810286627237256e-05
crowns,3.535925037077064e-05,1.030811859487451e-05
crucial,6.112681572672422e-06,2.6956870710386317e-05
crucible,5.968855088861732e-06,1.390841024163633e-05
crucified,5.6949793405355825e-05,0.00011830660535152759
crucifix,5.9276757821412585e-06,5.095594407790312e-05
crucifixion,1.828459722511614e-05,1.7757194306410208e-05
crucify,4.692863447903957e-06,1.8370960138295923e-06
crucis,2.7735862089349464e-06,1.5519690353468437e-05
crude,8.676002973086193e-06,5.466211814503079e-06
cruel,0.0001381644678129031,2.0812924308042557e-05
cruelly,6.063589943111013e-05,1.1336943252239668e-06
cruelty,4.206911279926101e-05,1.797657121239965e-05
crumble,6.041007340337752e-06,1.4602183919207821e-06
crumbling,3.571033821653137e-05,2.8833462212564e-06
crumbs,0.0,0.0
crusade,0.00015899495988836167,0.0
crush,2.0467277399042463e-05,2.0489383006193567e-05
crushed,9.208057217039783e-05,1.380830051189109e-05
crushes,1.304176488165371e-05,0.0
crushing,1.665996306142071e-05,1.0447803373006698e-05
crux,1.4061105280032173e-06,3.553775781700718e-06
cruz,4.460394057411343e-06,0.0
cry,9.96981832741988e-05,0.00010066277010179388
crying,4.034162514587049e-05,4.635358019631183e-05
crypt,2.8378115461346527e-06,3.1917050637652436e-06
crystal,3.546903676255506e-06,0.0
csel,0.0,1.9965541999496092e-05
ctv,0.0,0.0
cuba,0.0,2.913393778643001e-06
cuban,0.0,0.0
cubans,0.0,0.0
cue,0.0,1.393658176428345e-05
cui,0.0,0.0
culminate,2.5169643269232555e-06,9.841564801675907e-06
culminated,0.0,4.881432433930906e-06
culminates,0.0,1.9482821039528012e-05
culminating,1.5770248013309059e-06,5.870614534458595e-05
culmination,1.097716408111126e-05,7.17816867650449e-05
culpable,4.689356838358025e-06,1.2715619842988195e-05
cult,7.414184845614189e-05,3.208547502512862e-05
cultivate,8.258133378331808e-05,5.6982482550831024e-05
cultivated,5.6366279913877655e-05,2.8686480869747392e-05
cultivates,1.063991909394676e-05,5.308858271251721e-06
cultivating,4.3736664190414056e-05,1.819395931384096e-05
cultivation,7.9573633918672e-05,1.199689019798439e-05
cults,0.0,1.566405088114314e-05
cultural,1.661026226882854e-05,0.00034237030015317596
culturally,2.4833586462757528e-06,1.0032830807413647e-05
culture,8.580408687782731e-05,0.0004092787695523641
cultured,3.5260920629799985e-05,2.634195917522485e-06
cultures,6.982957170368476e-06,0.00035780977409907315
cultus,7.674577164144878e-06,2.1516566652659e-05
cum,5.855139820018049e-05,0.00015444332699582838
cunning,0.0001574509320825587,1.0658091544289792e-06
cunningly,6.642724767620201e-05,0.0
cuore,0.0,0.0
cup,2.093597434867144e-05,3.330046389188454e-05
cura,7.012873101524265e-06,3.4099190745075666e-05
curb,2.8411390579099627e-05,2.951695037991949e-06
cure,0.00010379221177150877,1.2814697696203474e-05
cured,1.754612678013116e-05,1.2958391377245893e-05
cures,1.2228136718557384e-05,0.0
curia,5.548073432818443e-05,0.00017198606106975283
curial,4.7175967012161557e-07,1.571880511203546e-05
curing,2.2297965863317166e-05,2.2356833770917136e-05
curiosity,2.188409741858088e-05,5.530198554146569e-06
curious,2.5703922453121237e-06,8.215162624526511e-07
currency,1.2920318654258936e-05,6.770336276775967e-06
current,3.858354828055805e-05,0.00011858105855281686
currently,3.0283581730576947e-06,3.5711681532035564e-05
currents,5.742713867516424e-06,5.015101325854826e-05
curriculum,3.141542626927417e-05,0.0001885682240684364
curse,3.0124527440409638e-05,1.1832554975083843e-05
cursed,1.54486265069093e-05,6.472478818706322e-06
curtain,2.7409377591224722e-06,1.2077321233323127e-06
curé,0.0,9.165642899058439e-07
